source,title,organization,application_start,application_end,progress_start,progress_end,apply,link,instructor,phone,tuition,teaching_method,capacity,place,situation,support
부산평생교육정보망,[위드아이센터] 토퍼로 창업! 기초 클래스,부산진구평생학습관,2024-08-23,2024-09-02,2024-10-07,2024-11-25,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=6997&lectureCode=20240814GFJQ4853&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[위드아이센터] 토퍼로 창업! 기초 클래스(야간),부산진구평생학습관,2024-08-23,2024-09-02,2024-10-07,2024-11-25,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=6997&lectureCode=20240814GFJQ4853&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,쉽게 배우는 수학 보드게임,부산진구평생학습관,2024-09-05,2024-09-11,2024-10-05,2024-11-30,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7122&lectureCode=20240828EDZM5791&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=N&limitNum=3&seqAry=,이미령,051-605-6382,무료,Offline (오프라인),12,강의실3,접수마감,수강료 미지원
부산평생교육정보망,놀면서 창의력이 쑥쑥! 놀이수학A (초등저),부산진구평생학습관,2024-09-05,2024-09-11,2024-10-05,2024-11-30,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7117&lectureCode=20240828NOJI9679&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=N&limitNum=3&seqAry=,신정숙,051-605-6382,무료,Offline (오프라인),10,강의실4,접수마감,수강료 미지원
부산평생교육정보망,집중력 향상! 창의 보드게임,부산진구평생학습관,2024-09-05,2024-09-11,2024-10-05,2024-11-30,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7121&lectureCode=20240828XWSH7384&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=N&limitNum=3&seqAry=,이해경,051-605-6382,무료,Offline (오프라인),12,강의실3,접수마감,수강료 미지원
부산평생교육정보망,알쏭달쏭 키즈과학 연구소 (5~7세),부산진구평생학습관,2024-09-05,2024-09-11,2024-10-05,2024-11-30,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7119&lectureCode=20240828BKJA2968&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=N&limitNum=3&seqAry=,한은해,051-605-6382,무료,Offline (오프라인),12,강의실2,접수마감,수강료 미지원
부산평생교육정보망,놀면서 창의력이 쑥쑥! 놀이수학B (초등저),부산진구평생학습관,2024-09-05,2024-09-11,2024-10-05,2024-11-30,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7118&lectureCode=20240828HVVZ6380&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=N&limitNum=3&seqAry=,신정숙,051-605-6382,무료,Offline (오프라인),10,강의실4,접수마감,수강료 미지원
부산평생교육정보망,알쏭달쏭 키즈과학 연구소 (7세~초등저),부산진구평생학습관,2024-09-05,2024-09-11,2024-10-05,2024-11-30,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7120&lectureCode=20240828JCJK2504&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=N&limitNum=3&seqAry=,한은해,051-605-6382,무료,Offline (오프라인),12,강의실2,접수마감,수강료 미지원
부산평생교육정보망,[퓨어공방] 여유로운 주말 스칸디아모스와 함께해요,부산진구평생학습관,2024-08-23,2024-09-02,2024-10-05,2024-10-26,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7052&lectureCode=20240816UTRO8601&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,꼬마쉐프! 요리교실 (10월),부산진구평생학습관,2024-09-05,2024-09-11,2024-10-05,2024-10-26,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7123&lectureCode=20240828OEDB3167&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=N&limitNum=3&seqAry=,김명진,051-605-6382,무료,Offline (오프라인),6,조리실,접수마감,수강료 미지원
부산평생교육정보망,[상희플라워] 초등원예테라피 - 그림책과 함께 마음 꽃 피우다,부산진구평생학습관,2024-08-23,2024-09-02,2024-10-05,2024-10-19,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7008&lectureCode=20240814NPCX9402&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[퓨어공방] 여유로운 주말 스칸디아모스와 함께해요,부산진구평생학습관,2024-08-23,2024-09-02,2024-10-05,2024-10-12,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7052&lectureCode=20240816UTRO8601&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[토요일 클래스] 고흐 해바라기 유화,영도구평생학습관,2024-08-26,2024-09-08,2024-10-05,2024-10-05,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2885,조보금,051-419-4515,무료,Offline (오프라인),10,영도구평생학습관,접수마감,수강료 미지원
부산평생교육정보망,[토요일 클래스] 라탄원형 손가방,영도구평생학습관,2024-08-26,2024-09-08,2024-10-05,2024-10-05,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2884,박미숙,051-419-4515,무료,Offline (오프라인),10,영도구평생학습관,접수마감,수강료 미지원
부산평생교육정보망,[토요일 클래스] 가을을 담은 백드롭 페인팅,영도구평생학습관,2024-08-26,2024-09-08,2024-10-05,2024-10-05,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2886,장은지,051-419-4515,무료,Offline (오프라인),10,영도구평생학습관,접수마감,수강료 미지원
부산평생교육정보망,초보 가드너를 위한 식물 인테리어,부산진구평생학습관,2024-09-05,2024-09-11,2024-10-04,2024-11-01,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7116&lectureCode=20240828QZQM1497&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,박진우,051-605-6382,무료,Offline (오프라인),15,강의실3,접수마감,수강료 미지원
부산평생교육정보망,[퓨어공방] 스칸디아모스와 가을을 담다(야간),부산진구평생학습관,2024-08-23,2024-09-02,2024-10-04,2024-10-25,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7053&lectureCode=20240816RUAP0419&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[퓨어공방] 스칸디아모스와 가을을 담다(야간),부산진구평생학습관,2024-08-23,2024-09-02,2024-10-04,2024-10-18,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7053&lectureCode=20240816RUAP0419&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,홈파티 플라워 센터피스(10월),부산진구평생학습관,2024-09-05,2024-09-11,2024-10-02,2024-10-30,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7111&lectureCode=20240828PEHZ8118&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,박진우,051-605-6382,무료,Offline (오프라인),15,조리실,접수마감,수강료 미지원
부산평생교육정보망,[폐강] 홈파티 플라워 센터피스(10월),부산진구평생학습관,2024-09-05,2024-09-11,2024-10-02,2024-10-30,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7111&lectureCode=20240828PEHZ8118&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,박진우,051-605-6382,무료,Offline (오프라인),15,조리실,접수마감,수강료 미지원
부산평생교육정보망,[유리풀] 스테인드 글라스 미니무드등 만들기,부산진구평생학습관,2024-08-23,2024-09-02,2024-10-02,2024-10-02,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7081&lectureCode=20240823NPJQ7867&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[모모라미스튜디오] 금전운을 부르는 해바라기 나이프화 (야간),부산진구평생학습관,2024-08-23,2024-09-02,2024-10-02,2024-10-02,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7027&lectureCode=20240814WRII1796&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,노화방지를 위한 기초 근력운동&스트레칭,해운대구 평생학습관,2024-07-03,2024-07-15,2024-10-01,2024-11-01,온라인,http://www.haeundae.go.kr/edu/index.do?menuCd=DOM_000000501006000000&res_no=2024060114,,,무료,Offline (오프라인),20,영산대학교 E동 4층 403호,접수마감,수강료 미지원
부산평생교육정보망,[푸어푸어공방] 리본 은발찌 만들기,부산진구평생학습관,2024-08-23,2024-09-02,2024-10-01,2024-10-01,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7057&lectureCode=20240816GYNR9445&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,2024년 커피문화 확산 평생교육 프로그램 (주말반),영도구평생학습관,2024-09-04,2024-09-13,2024-09-29,2024-12-08,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2900,이은이,051-419-4518,무료,Offline (오프라인),10,블루포트2021 커피랩실,접수마감,수강료 미지원
부산평생교육정보망,[곰방공방] 터프팅 클래스 (주말),부산진구평생학습관,2024-08-23,2024-09-02,2024-09-28,2024-11-02,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7039&lectureCode=20240814WUIH7239&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[길소의부엌] 쌀가루로 만드는 디저트,부산진구평생학습관,2024-08-23,2024-09-02,2024-09-28,2024-10-19,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7034&lectureCode=20240814KVJX9180&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[토요일 클래스] 영도바다 입욕제 만들기,영도구평생학습관,2024-08-26,2024-09-06,2024-09-28,2024-09-28,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2881,김미정,051-419-4515,무료,Offline (오프라인),10,영도구평생학습관,접수마감,수강료 미지원
부산평생교육정보망,[토요일 클래스] DIY 타일 트레이 만들기,영도구평생학습관,2024-08-26,2024-09-08,2024-09-28,2024-09-28,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2882,이동미,051-419-4515,무료,Offline (오프라인),10,영도구평생학습관,접수마감,수강료 미지원
부산평생교육정보망,[토요일 클래스] 글라스아트 꽃 도어벨,영도구평생학습관,2024-08-26,2024-09-06,2024-09-28,2024-09-28,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2880,심유정,051-419-4515,무료,Offline (오프라인),10,영도구평생학습관,접수마감,수강료 미지원
부산평생교육정보망,[토요일 클래스] 천연 핸드워시 & 근육통 젤파스,영도구평생학습관,2024-08-26,2024-09-08,2024-09-28,2024-09-28,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2883,서지원,051-419-4515,무료,Offline (오프라인),10,영도구평생학습관,접수마감,수강료 미지원
부산평생교육정보망,마음을 담는 싱잉볼 명상&요가 A,부산진구평생학습관,2024-09-05,2024-09-11,2024-09-27,2024-12-13,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7090&lectureCode=20240828CJCP7760&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,임은옥,051-605-6382,무료,Offline (오프라인),15,다목적홀,접수마감,수강료 미지원
부산평생교육정보망,마음을 담는 싱잉볼 명상&요가 B,부산진구평생학습관,2024-09-05,2024-09-11,2024-09-27,2024-12-13,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7091&lectureCode=20240828MEWQ7039&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,임은옥,051-605-6382,무료,Offline (오프라인),15,다목적홀,접수마감,수강료 미지원
부산평생교육정보망,부동산실전경매[일반강좌],수영구평생학습관,2024-08-28,2024-09-06,2024-09-27,2024-11-29,온라인,http://www.suyeong.go.kr/reserve/board/view.suyeong?boardId=BBS_0000152&startPage=1&menuCd=DOM_000001801002000000&dataSid=271952,김미정,051-610-4872,무료,Offline (오프라인),25,학습관 5강의실,접수마감,수강료 미지원
부산평생교육정보망,치매예방 실버보드게임(60대 이상),부산진구평생학습관,2024-09-05,2024-09-11,2024-09-26,2024-12-12,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7113&lectureCode=20240828WCBA3311&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,조은영,051-605-6382,무료,Offline (오프라인),12,강의실2,접수마감,수강료 미지원
부산평생교육정보망,해설과 연주가 있는 클래식 렉쳐콘서트 ll,부산진구평생학습관,2024-09-05,2024-09-11,2024-09-26,2024-12-12,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7105&lectureCode=20240828COJB8490&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,조미카,051-605-6382,무료,Offline (오프라인),25,강의실3,접수마감,수강료 미지원
부산평생교육정보망,포근한 하모니카(초급),부산진구평생학습관,2024-09-05,2024-09-11,2024-09-26,2024-12-12,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7114&lectureCode=20240828JKHZ4131&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,최혜숙,051-605-6382,무료,Offline (오프라인),25,강의실2,접수마감,수강료 미지원
부산평생교육정보망,부모가 배우는 그림책 인문학,부산진구평생학습관,2024-09-05,2024-09-11,2024-09-26,2024-12-12,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7102&lectureCode=20240828WQPC3390&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,장지영,051-605-6382,무료,Offline (오프라인),25,강의실4,접수마감,수강료 미지원
부산평생교육정보망,한낮의 필라테스,부산진구평생학습관,2024-09-05,2024-09-11,2024-09-26,2024-12-12,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7089&lectureCode=20240828RCEN4652&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,김소휘,051-605-6382,무료,Offline (오프라인),15,다목적홀,접수마감,수강료 미지원
부산평생교육정보망,나를 찾아가는 타로 심리 상담,부산진구평생학습관,2024-09-05,2024-09-11,2024-09-26,2024-12-12,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7103&lectureCode=20240828EZFA6660&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,박남희,051-605-6382,무료,Offline (오프라인),20,강의실4,접수마감,수강료 미지원
부산평생교육정보망,마음 피지컬 UP! 타로상담 리딩 강화 프로그램,사하구평생학습관,2024-08-22,2024-09-19,2024-09-26,2024-12-05,온라인,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5655,김차은,051-220-5546~8,무료,Offline (오프라인),20,사하구평생학습관,접수마감,수강료 미지원
부산평생교육정보망,금손이 되는 보자기 아트[일반강좌],수영구평생학습관,2024-08-29,2024-09-06,2024-09-26,2024-12-05,온라인,http://www.suyeong.go.kr/reserve/board/view.suyeong?boardId=BBS_0000152&startPage=1&menuCd=DOM_000001801002000000&dataSid=272672,정혜원,051-610-4872,무료,Offline (오프라인),12,학습관 5강의실,접수마감,수강료 미지원
부산평생교육정보망,[침선공예연구회] 전통체험 ？ 소품만들기,부산진구평생학습관,2024-08-23,2024-09-02,2024-09-26,2024-11-21,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7079&lectureCode=20240823VVDP1595&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,"[이쌤캘리아트] 내 글씨가 예술 글씨로, 왕초보 캘리그라피",부산진구평생학습관,2024-08-23,2024-09-02,2024-09-26,2024-11-21,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7070&lectureCode=20240816CJAM3533&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[침선공예연구회] 선물하고싶은 소품한지공예,부산진구평생학습관,2024-08-23,2024-09-02,2024-09-26,2024-11-21,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7078&lectureCode=20240823GLEH6990&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,쉽고 간단한 홈파티 음식 레시피,부산진구평생학습관,2024-09-05,2024-09-11,2024-09-26,2024-10-31,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7104&lectureCode=20240828RNWN4500&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,김명진,051-605-6382,무료,Offline (오프라인),12,조리실,접수마감,수강료 미지원
부산평생교육정보망,2024년 커피문화 확산 평생교육 프로그램 (야간반),영도구평생학습관,2024-09-04,2024-09-13,2024-09-25,2024-12-11,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2899,이은이,051-419-4518,무료,Offline (오프라인),10,블루포트2021 커피랩실,접수마감,수강료 미지원
부산평생교육정보망,마음을 채우는 어반드로잉,부산진구평생학습관,2024-09-05,2024-09-11,2024-09-25,2024-12-11,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7109&lectureCode=20240828VKJJ0684&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,황상윤,051-605-6382,무료,Offline (오프라인),25,강의실3,접수마감,수강료 미지원
부산평생교육정보망,낭만을 그리는 오일파스텔,부산진구평생학습관,2024-09-05,2024-09-11,2024-09-25,2024-12-11,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7110&lectureCode=20240828EZIA5123&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,황상윤,051-605-6382,무료,Offline (오프라인),25,강의실3,접수마감,수강료 미지원
부산평생교육정보망,우리말로 배우는 왕초보 여행 중국어,부산진구평생학습관,2024-09-05,2024-09-11,2024-09-25,2024-12-11,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7100&lectureCode=20240828YPQA3228&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,유영화,051-605-6382,무료,Offline (오프라인),25,강의실2,접수마감,수강료 미지원
부산평생교육정보망,2024년 커피문화 확산 평생교육 프로그램 (오전반),영도구평생학습관,2024-09-04,2024-09-13,2024-09-25,2024-12-11,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2897,이은이,051-419-4518,무료,Offline (오프라인),10,블루포트2021 커피랩실,접수마감,수강료 미지원
부산평생교육정보망,여행부터 회화까지 한번에! 여행 일본어,부산진구평생학습관,2024-09-05,2024-09-11,2024-09-25,2024-12-11,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7101&lectureCode=20240828KRBO7318&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),25,강의실3,접수마감,수강료 미지원
부산평생교육정보망,2024년 커피문화 확산 평생교육 프로그램 (오후반),영도구평생학습관,2024-09-04,2024-09-13,2024-09-25,2024-12-11,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2898,이은이,051-419-4518,무료,Offline (오프라인),10,블루포트2021 커피랩실,접수마감,수강료 미지원
부산평생교육정보망,떠나지 않고 즐기는 여행 : 영화를 보다 대만을 걷다[일반강좌],수영구평생학습관,2024-08-28,2024-09-06,2024-09-25,2024-12-04,온라인,http://www.suyeong.go.kr/reserve/board/view.suyeong?boardId=BBS_0000152&startPage=1&menuCd=DOM_000001801002000000&dataSid=271946,유혜영,051-610-4872,무료,Offline (오프라인),22,학습관 5강의실,접수마감,수강료 미지원
부산평생교육정보망,나도 저작권자 도전! 작곡 배워보기,사하구평생학습관,2024-08-22,2024-09-18,2024-09-25,2024-12-04,온라인,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5658,이희진,051-220-5546~8,무료,Offline (오프라인),20,사하구평생학습관,접수마감,수강료 미지원
부산평생교육정보망,자연을 담은 꽃그림 (한국화아트지도사 3급),해운대구 평생학습관,2024-08-12,2024-08-13,2024-09-25,2024-12-04,온라인,http://www.haeundae.go.kr/edu/index.do?menuCd=DOM_000000501006000000&res_no=2024080115,김근아,051-749-5635,무료,Offline (오프라인),15,해운대구 평생학습관,접수마감,수강료 미지원
부산평생교육정보망,"AI시대 질문하는 힘,하브루타",사하구평생학습관,2024-08-22,2024-09-18,2024-09-25,2024-12-04,온라인,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5666,김주현,051-220-5546~8,무료,Offline (오프라인),30,사하구평생학습관,접수마감,수강료 미지원
부산평생교육정보망,[윤슬공방] 재봉수업 - 선비의 멋 도포만들기(고급반),부산진구평생학습관,2024-08-23,2024-09-02,2024-09-25,2024-11-27,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=6992&lectureCode=20240814RSGJ0683&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,고사성어 및 실용한자,부산진구평생학습관,2024-09-05,2024-09-11,2024-09-25,2024-11-27,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7099&lectureCode=20240828MCZO6380&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,덕우회,051-605-6382,무료,Offline (오프라인),25,강의실2,접수마감,수강료 미지원
부산평생교육정보망,[침선공예연구회] 프랑스 자수공예,부산진구평생학습관,2024-08-23,2024-09-02,2024-09-25,2024-11-20,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7019&lectureCode=20240814WNBT8053&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[윤슬공방] 재봉수업 - 선비의 멋 도포만들기(고급반),부산진구평생학습관,2024-08-23,2024-09-02,2024-09-25,2024-11-20,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=6992&lectureCode=20240814RSGJ0683&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[이쌤캘리아트] 수채화와 예쁜 손글씨 붓펜 캘리그라피,부산진구평생학습관,2024-08-23,2024-09-02,2024-09-25,2024-11-20,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7068&lectureCode=20240816ASLS0906&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,인문학과 함께하는 서양미술사[일반강좌],수영구평생학습관,2024-08-28,2024-09-06,2024-09-25,2024-11-20,온라인,http://www.suyeong.go.kr/reserve/board/view.suyeong?boardId=BBS_0000152&startPage=1&menuCd=DOM_000001801002000000&dataSid=271789,박송화,051-610-4872,무료,Offline (오프라인),20,학습관 3강의실,접수마감,수강료 미지원
