강좌명,학습기관,학습기간,접수기간,강사명,수강료,교육방법,교육대상,교육주기,교육정원,교육장소,교육문의전화,접수방법,직업능력개발_훈련비지원,교육공고_링크,조회수
9월 폴짝폴짝 체험형 동화구연(9.27) A반,영도구평생학습관,2024.09.27 ~ 2024.09.27,2024.09.10 ~ 2024.09.26,,무료,Offline (오프라인),기타,,7,영도도서관 지하1층 폴짝폴짝,051-419-4834,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2919,0
9월 폴짝폴짝 체험형 동화구연(9.27) B반,영도구평생학습관,2024.09.27 ~ 2024.09.27,2024.09.10 ~ 2024.09.26,,무료,Offline (오프라인),기타,,7,영도도서관 지하1층 폴짝폴짝,051-419-4834,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2920,0
치매예방 실버보드게임(60대 이상),부산진구평생학습관,2024.09.26 ~ 2024.12.12,2024.09.05 ~ 2024.09.11,조은영,무료,Offline (오프라인),노인,,12,강의실2,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7113&lectureCode=20240828WCBA3311&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
부모가 배우는 그림책 인문학,부산진구평생학습관,2024.09.26 ~ 2024.12.12,2024.09.05 ~ 2024.09.11,장지영,무료,Offline (오프라인),일반성인,,25,강의실4,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7102&lectureCode=20240828WQPC3390&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
한낮의 필라테스,부산진구평생학습관,2024.09.26 ~ 2024.12.12,2024.09.05 ~ 2024.09.11,김소휘,무료,Offline (오프라인),일반성인,,15,다목적홀,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7089&lectureCode=20240828RCEN4652&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
해설과 연주가 있는 클래식 렉쳐콘서트 ll,부산진구평생학습관,2024.09.26 ~ 2024.12.12,2024.09.05 ~ 2024.09.11,조미카,무료,Offline (오프라인),일반성인,,25,강의실3,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7105&lectureCode=20240828COJB8490&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
포근한 하모니카(초급),부산진구평생학습관,2024.09.26 ~ 2024.12.12,2024.09.05 ~ 2024.09.11,최혜숙,무료,Offline (오프라인),일반성인,,25,강의실2,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7114&lectureCode=20240828JKHZ4131&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
나를 찾아가는 타로 심리 상담,부산진구평생학습관,2024.09.26 ~ 2024.12.12,2024.09.05 ~ 2024.09.11,박남희,무료,Offline (오프라인),일반성인,,20,강의실4,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7103&lectureCode=20240828EZFA6660&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
마음 피지컬 UP! 타로상담 리딩 강화 프로그램,사하구평생학습관,2024.09.26 ~ 2024.12.05,2024.08.22 ~ 2024.09.19,김차은,무료,Offline (오프라인),일반성인,목 | 19:00 ~ 21:00,20,사하구평생학습관,051-220-5546~8,온라인접수,수강료 미지원,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5655,0
금손이 되는 보자기 아트[일반강좌],수영구평생학습관,2024.09.26 ~ 2024.12.05,2024.08.29 ~ 2024.09.06,정혜원,무료,Offline (오프라인),일반성인,,12,학습관 5강의실,051-610-4872,온라인접수,수강료 미지원,http://www.suyeong.go.kr/reserve/board/view.suyeong?boardId=BBS_0000152&startPage=1&menuCd=DOM_000001801002000000&dataSid=272672,0
[침선공예연구회] 전통체험 ？ 소품만들기,부산진구평생학습관,2024.09.26 ~ 2024.11.21,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7079&lectureCode=20240823VVDP1595&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[침선공예연구회] 선물하고싶은 소품한지공예,부산진구평생학습관,2024.09.26 ~ 2024.11.21,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7078&lectureCode=20240823GLEH6990&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
"[이쌤캘리아트] 내 글씨가 예술 글씨로, 왕초보 캘리그라피",부산진구평생학습관,2024.09.26 ~ 2024.11.21,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7070&lectureCode=20240816CJAM3533&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
쉽고 간단한 홈파티 음식 레시피,부산진구평생학습관,2024.09.26 ~ 2024.10.31,2024.09.05 ~ 2024.09.11,김명진,무료,Offline (오프라인),일반성인,,12,조리실,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7104&lectureCode=20240828RNWN4500&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
[찾아가는 원데이 배달강좌] (9/26) 샴푸바 만들기,북구평생학습관,2024.09.26 ~ 2024.09.26,2024.09.09 ~ 2024.09.20,,무료,Offline (오프라인),일반성인,목,15,화명종합사회복지관,051-309-4164,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2462,0
2024년 커피문화 확산 평생교육 프로그램 (야간반),영도구평생학습관,2024.09.25 ~ 2024.12.11,2024.09.04 ~ 2024.09.13,이은이,무료,Offline (오프라인),기타,,10,블루포트2021 커피랩실,051-419-4518,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2899,0
마음을 채우는 어반드로잉,부산진구평생학습관,2024.09.25 ~ 2024.12.11,2024.09.05 ~ 2024.09.11,황상윤,무료,Offline (오프라인),일반성인,,25,강의실3,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7109&lectureCode=20240828VKJJ0684&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
2024년 커피문화 확산 평생교육 프로그램 (오전반),영도구평생학습관,2024.09.25 ~ 2024.12.11,2024.09.04 ~ 2024.09.13,이은이,무료,Offline (오프라인),기타,,10,블루포트2021 커피랩실,051-419-4518,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2897,0
여행부터 회화까지 한번에! 여행 일본어,부산진구평생학습관,2024.09.25 ~ 2024.12.11,2024.09.05 ~ 2024.09.11,김하영,무료,Offline (오프라인),일반성인,,25,강의실3,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7101&lectureCode=20240828KRBO7318&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
우리말로 배우는 왕초보 여행 중국어,부산진구평생학습관,2024.09.25 ~ 2024.12.11,2024.09.05 ~ 2024.09.11,유영화,무료,Offline (오프라인),일반성인,,25,강의실2,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7100&lectureCode=20240828YPQA3228&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
2024년 커피문화 확산 평생교육 프로그램 (오후반),영도구평생학습관,2024.09.25 ~ 2024.12.11,2024.09.04 ~ 2024.09.13,이은이,무료,Offline (오프라인),기타,,10,블루포트2021 커피랩실,051-419-4518,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2898,0
낭만을 그리는 오일파스텔,부산진구평생학습관,2024.09.25 ~ 2024.12.11,2024.09.05 ~ 2024.09.11,황상윤,무료,Offline (오프라인),일반성인,,25,강의실3,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7110&lectureCode=20240828EZIA5123&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
떠나지 않고 즐기는 여행 : 영화를 보다 대만을 걷다[일반강좌],수영구평생학습관,2024.09.25 ~ 2024.12.04,2024.08.28 ~ 2024.09.06,유혜영,무료,Offline (오프라인),일반성인,,22,학습관 5강의실,051-610-4872,온라인접수,수강료 미지원,http://www.suyeong.go.kr/reserve/board/view.suyeong?boardId=BBS_0000152&startPage=1&menuCd=DOM_000001801002000000&dataSid=271946,0
자연을 담은 꽃그림 (한국화아트지도사 3급),해운대구 평생학습관,2024.09.25 ~ 2024.12.04,2024.08.12 ~ 2024.08.13,김근아,무료,Offline (오프라인),일반성인,"주 1회, 총 10차시(30시간)",15,해운대구 평생학습관,051-749-5635,온라인접수,수강료 미지원,http://www.haeundae.go.kr/edu/index.do?menuCd=DOM_000000501006000000&res_no=2024080115,0
"AI시대 질문하는 힘,하브루타",사하구평생학습관,2024.09.25 ~ 2024.12.04,2024.08.22 ~ 2024.09.18,김주현,무료,Offline (오프라인),일반성인,수 | 10:00 ~ 12:00,30,사하구평생학습관,051-220-5546~8,온라인접수,수강료 미지원,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5666,0
나도 저작권자 도전! 작곡 배워보기,사하구평생학습관,2024.09.25 ~ 2024.12.04,2024.08.22 ~ 2024.09.18,이희진,무료,Offline (오프라인),일반성인,수 | 19:00 ~ 21:00,20,사하구평생학습관,051-220-5546~8,온라인접수,수강료 미지원,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5658,0
[윤슬공방] 재봉수업 - 선비의 멋 도포만들기(고급반),부산진구평생학습관,2024.09.25 ~ 2024.11.27,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=6992&lectureCode=20240814RSGJ0683&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
고사성어 및 실용한자,부산진구평생학습관,2024.09.25 ~ 2024.11.27,2024.09.05 ~ 2024.09.11,덕우회,무료,Offline (오프라인),일반성인,,25,강의실2,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7099&lectureCode=20240828MCZO6380&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
[침선공예연구회] 프랑스 자수공예,부산진구평생학습관,2024.09.25 ~ 2024.11.20,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7019&lectureCode=20240814WNBT8053&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[윤슬공방] 재봉수업 - 선비의 멋 도포만들기(고급반),부산진구평생학습관,2024.09.25 ~ 2024.11.20,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=6992&lectureCode=20240814RSGJ0683&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[이쌤캘리아트] 수채화와 예쁜 손글씨 붓펜 캘리그라피,부산진구평생학습관,2024.09.25 ~ 2024.11.20,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7068&lectureCode=20240816ASLS0906&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
인문학과 함께하는 서양미술사[일반강좌],수영구평생학습관,2024.09.25 ~ 2024.11.20,2024.08.28 ~ 2024.09.06,박송화,무료,Offline (오프라인),일반성인,,20,학습관 3강의실,051-610-4872,온라인접수,수강료 미지원,http://www.suyeong.go.kr/reserve/board/view.suyeong?boardId=BBS_0000152&startPage=1&menuCd=DOM_000001801002000000&dataSid=271789,0
부산과학기술대학교와 함께하는 커피바리스타 직무체험,북구평생학습관,2024.09.25 ~ 2024.11.07,2024.09.06 ~ 2024.09.13,,무료,Offline (오프라인),일반성인,목,20,부산과학기술대학교 청우관 103호,,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2464,0
[곰방공방] 터프팅 클래스 (주간),부산진구평생학습관,2024.09.25 ~ 2024.11.06,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7041&lectureCode=20240814QJIG4533&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[은모루] 퇴근후 취미는 실버쥬얼리 - 시리즈 디자인,부산진구평생학습관,2024.09.25 ~ 2024.11.06,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7075&lectureCode=20240816RAGN7395&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
입맛을 살리는 밑반찬 요리,부산진구평생학습관,2024.09.25 ~ 2024.10.30,2024.09.05 ~ 2024.09.11,김명진,무료,Offline (오프라인),일반성인,,12,조리실,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7098&lectureCode=20240828QUMC1322&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
[길소의부엌] 퇴근후 집에서 만들어 먹는 한그릇집밥,부산진구평생학습관,2024.09.25 ~ 2024.10.23,2024.08.23 ~ 2024.08.23,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7033&lectureCode=20240814RBBL2249&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[곰방공방] 터프팅 클래스 (주간),부산진구평생학습관,2024.09.25 ~ 2024.10.23,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7041&lectureCode=20240814QJIG4533&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[퓨어공방] 스칸디아모스와 가을을 담다(주간),부산진구평생학습관,2024.09.25 ~ 2024.10.16,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7054&lectureCode=20240816MIJI6779&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[장애인식개선교육] (9/25) 농인&청각장애인 이해,북구평생학습관,2024.09.25 ~ 2024.09.25,2024.09.02 ~ 2024.09.20,,무료,Offline (오프라인),일반성인,수,10,만덕도서관 3층 회의실,,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2458,0
9월 25일 들락날락 유아과학교실 &lt;알고 보면 멋진 거미&gt; 단체,영도구평생학습관,2024.09.25 ~ 2024.09.25,2024.08.13 ~ 2024.09.22,,무료,Offline (오프라인),기타,,1,지하1층 지혜+(강의실),051-419-4834,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2855,0
"9월 25일 들락날락 유아과학교실 &lt;알고 보면 멋진 거미&gt; 단체 ""2차 가능""",영도구평생학습관,2024.09.25 ~ 2024.09.25,2024.08.13 ~ 2024.09.22,,무료,Offline (오프라인),기타,,2,지하1층 지혜+(강의실),051-419-4834,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2855,0
(9/25) 더 매력적인 나를 위한 퍼스널 컬러 진단 및 코칭,북구평생학습관,2024.09.25 ~ 2024.09.25,2024.08.14 ~ 2024.09.17,,무료,Offline (오프라인),일반성인,수,12,만덕도서관 회의실,,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2442,0
영선나릿작은도서관 〈모루동물인형키링 만들기〉,영도구평생학습관,2024.09.25 ~ 2024.09.25,2024.09.03 ~ 2024.09.20,,무료,Offline (오프라인),기타,,7,영선나릿작은도서관(영선1동 행정복지센터 지하1층),051-419-4831,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2896,0
[찾아가는 원데이 배달강좌] (9/25) 그린소재리스 만들기,북구평생학습관,2024.09.25 ~ 2024.09.25,2024.09.09 ~ 2024.09.20,,무료,Offline (오프라인),일반성인,수,15,화정종합사회복지관,051-309-4164,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2461,0
[찾아가는 원데이 배달강좌] (9/25) 라탄전구 가랜드 만들기,북구평생학습관,2024.09.25 ~ 2024.09.25,2024.09.09 ~ 2024.09.20,,무료,Offline (오프라인),일반성인,수,10,북구육아종합지원센터,051-309-4164,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2460,0
"아름다운 글꽃, 캘리그라피 3급 자격과정",부산진구평생학습관,2024.09.24 ~ 2024.12.17,2024.09.05 ~ 2024.09.11,김근아,무료,Offline (오프라인),일반성인,,25,강의실3,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7108&lectureCode=20240828KXHD4050&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
(국가공인) 직업상담사 2급 자격증 대비반,부산진구평생학습관,2024.09.24 ~ 2024.12.17,2024.09.05 ~ 2024.09.11,정미금,무료,Offline (오프라인),일반성인,,20,강의실4,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7097&lectureCode=20240828RZPR3682&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
"함께 나누는 인문학, '시낭송의 재발견'",부산진구평생학습관,2024.09.24 ~ 2024.12.10,2024.09.05 ~ 2024.09.11,조성미,무료,Offline (오프라인),일반성인,,25,강의실2,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7096&lectureCode=20240828FXED9602&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
놀이수학지도사 2급 자격과정,사하구평생학습관,2024.09.24 ~ 2024.12.03,2024.08.22 ~ 2024.09.10,최금봉,무료,Offline (오프라인),일반성인,화 | 10:00 ~ 12:00,20,사하구평생학습관,051-220-5546~8,온라인접수,수강료 미지원,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5671,0
"[퀼트마인] 퀼트와 함께하는 가을, 겨울 그리고 크리스마스",부산진구평생학습관,2024.09.24 ~ 2024.11.26,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7061&lectureCode=20240816QZAU8021&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
놀이수학지도사 2급 자격과정,사하구평생학습관,2024.09.24 ~ 2024.11.26,2024.08.22 ~ 2024.09.17,최금봉,무료,Offline (오프라인),일반성인,화 | 10:00 ~ 12:00,20,사하구평생학습관,051-220-5546~8,온라인접수,수강료 미지원,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5671,0
[소연아트랩] 선긋기 기초부터 배우는 붓펜캘리그라피,부산진구평생학습관,2024.09.24 ~ 2024.11.12,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7006&lectureCode=20240814RAZJ0346&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
커피지도사 2급 자격증 과정[일반강좌],수영구평생학습관,2024.09.24 ~ 2024.11.12,2024.08.29 ~ 2024.09.06,송보금,무료,Offline (오프라인),일반성인,,12,패밀리커피아카데미,051-610-4872,온라인접수,수강료 미지원,http://www.suyeong.go.kr/reserve/board/view.suyeong?boardId=BBS_0000152&startPage=1&menuCd=DOM_000001801002000000&dataSid=272686,0
[헤르테세라믹] 유니크한 주방템 만들기(오전),부산진구평생학습관,2024.09.24 ~ 2024.10.29,2024.08.23 ~ 2024.09.02,,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7049&lectureCode=20240816USGV9641&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[곰방공방] 터프팅 클래스 (야간),부산진구평생학습관,2024.09.24 ~ 2024.10.29,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7040&lectureCode=20240814JWNT0571&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[윤슬공방] 한복을 기초로한 의상 만들기(고급반),부산진구평생학습관,2024.09.24 ~ 2024.10.22,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=6990&lectureCode=20240814TOGE5596&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[곰방공방] 터프팅 클래스 (야간),부산진구평생학습관,2024.09.24 ~ 2024.10.08,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7040&lectureCode=20240814JWNT0571&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[장애인식개선교육] (9/24) 장애체험교육(휠체어체험),북구평생학습관,2024.09.24 ~ 2024.09.24,2024.09.02 ~ 2024.09.20,,무료,Offline (오프라인),일반성인,화,10,만덕도서관 3층 작은영화관,,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2457,0
휴먼라이브러리 사람책 김남정의 타로수비학이야기(9/24),북구평생학습관,2024.09.24 ~ 2024.09.24,2024.09.05 ~ 2024.09.23,,무료,Offline (오프라인),일반성인,화,10,만덕도서관 3층 회의실,,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2465,0
[BLESS 4U] (9/24) 화명동 기찻길 숲길 이야기(*야외),북구평생학습관,2024.09.24 ~ 2024.09.24,2024.08.20 ~ 2024.09.20,,무료,Offline (오프라인),일반성인,화,15,화명동 장미공원 일원,,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2455,0
동화풍 수채일러스트[일반강좌],수영구평생학습관,2024.09.23 ~ 2024.12.09,2024.08.29 ~ 2024.09.06,황상윤,무료,Offline (오프라인),일반성인,,20,학습관 6강의실,051-610-4872,온라인접수,수강료 미지원,http://www.suyeong.go.kr/reserve/board/view.suyeong?boardId=BBS_0000152&startPage=1&menuCd=DOM_000001801002000000&dataSid=271954,0
꼬리에 꼬리를 무는 역사이야기,부산진구평생학습관,2024.09.23 ~ 2024.12.09,2024.09.05 ~ 2024.09.11,박승기,무료,Offline (오프라인),일반성인,,25,강의실2,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7094&lectureCode=20240828EWNH7155&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
