id,combined_cleaned,region_id
596,사상구 모라동 요양보호사님을 모집합니다 노인 요양 복지시설 운영업 요양보호사급필수 사회형,4
597,요양보호사 모집합니다 노인 요양 복지시설 운영업 요양보호사필수 사회형,9
598,재가 요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,17
599,컨테이너 수리 하실 분 구합니다 그 외 기타 달리 분류되지 않은 제품 제조업 관계없음 현실형,7
600,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,4
601,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,4
602,재가요양보호사 모십니다 개인 간병 및 유사 서비스업 요양보호사필수 사회형,17
603,등급 독거 할머니 주일 재가 요양보호사 모집 그 외 기타 보건업 요양보호사급필수 사회형,9
604,영도요양원 요양보호사 모집 요양보호사 자격증 필수 노인 요양 복지시설 운영업 요양보호사필수 사회형,17
605,대원아파트 설비기사 모집 주거용 부동산 관리업 관계없음 탐구형,17
606,치매교육이수자방문요양보호사 모집 방문 복지서비스 제공업 요양보호사급필수 기타 치매교육이수자 사회형,13
607,사업장 생활폐기물 수집 운반 상차원 모집 지정 폐기물 수집 운반업 자동차운전면허종대형필수 현실형,12
608,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,3
609,수영구 광안동 요양보호사님을 모집합니다 기타 비거주 복지 서비스업 요양보호사필수 사회형,5
610,사업장 생활폐기물 수거 기사모집경력자우대 지정 폐기물 수집 운반업 자동차운전면허종대형필수 현실형,12
611,해운대 좌동 스위첸 아파트 미화원미화반장 구합니다 경비 및 경호 서비스업 관계없음 현실형,12
612,정관 가화만사성 더 테라스 차 미화원 모집 경비 및 경호 서비스업 관계없음 현실형,2
613,단순 상품식품 포장 및 제조 생산직 모집 도시락 및 식사용 조리식품 제조업 관계없음 현실형,2
614,아파트 경비원 모집 사업시설 유지관리 서비스업 기타 일반경비원 교육이수 필수 탐구형,10
615,요양보호사모집 그 외 기타 보건업 요양보호사급필수 사회형,5
616,등급 재가요양보호사님을 모집합니다 노인 요양 복지시설 운영업 요양보호사필수 사회형,5
617,특수경비원 모집 경비 및 경호 서비스업 관계없음 현실형,10
618,재가요양보호사 모집기장 노인 요양 복지시설 운영업 요양보호사필수 기타 치매교육이수증 사회형,2
619,연제일신병원 조리사 모집합니다 건축물 일반 청소업 관계없음 현실형,11
620,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,7
621,국공립어린이집 조리사 모집 보육시설 운영업 한식조리기능사필수 현실형,14
622,치매이수 요양보호사 구인 방문 복지서비스 제공업 요양보호사필수 사회형,17
623,요양병원 조리원 모집 그 외 기타 보건업 관계없음 사회형,3
624,재가요양보호사 채용 개인 간병 및 유사 서비스업 요양보호사필수 사회형,6
625,재가요양보호사 구인 방문 복지서비스 제공업 요양보호사필수 사회형,11
626,재가요양보호사 채용 방문 복지서비스 제공업 요양보호사급필수 사회형,11
627,해운대자이아파트 재가요양보호사 모집 사회복지 상담서비스 제공업 요양보호사필수 사회형,12
628,재가 요양보호사 그 외 기타 비거주 복지 서비스업 요양보호사필수 사회형,17
629,주간보호센터 시설요양보호사 채용 그 외 기타 비거주 복지 서비스업 요양보호사급필수 자동차운전면허종보통필수 사회형,13
630,재가요양보호사 모집 보건 및 복지 행정 요양보호사필수 사회형,5
631,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,4
632,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,5
633,낙동북로 등급 여자어르신 사회복지 상담서비스 제공업 요양보호사급필수 현실형,7
634,년 중구 일자리박람회현장면접참여업체 그대라면 주방보조원 모집합니다 일식 음식점업 관계없음 현실형,6
635,착한낙지 화명점 주방 정직원 모집 음식점업 관계없음 현실형,15
636,년도 상반기 교육강사 공개모집 공고 현실형,1
637,년 국가결핵관리사업 기간제 근로자 채용 공고 탐구형,15
638,금정구 세무과 개별주택 기간제근로자 채용 공고 현실형,13
639,년 도모헌 주차장 주차관리 기간제노동자 채용 공고 탐구형,1
640,부산광역시 동래구청사 주차타워 관리인기간제근로자 채용 공고 탐구형,3
641,년 부산진구 도서관 분야 기간제근로자 채용공고 현실형,9
642,년 제회 부산진구 공무직근로자 채용시험 공고 현실형,9
643,부산광역시 영도구 환경미화원 공개채용 계획공고 현실형,17
644,기장군도시관리공단 기장군노인복지관본관 노년사회화교육 프로그램 시간강사 채용 현실형,2
645,년 부산 북구 아동복지교사기간제근로자 채용 공고 현실형,15
646,년 철마면 환경정비 공공일자리 기간제근로자 채용 현실형,1
647,년 기장군보건소 아가맘센터 기간제근로자 채용 현실형,2
648,년 동래여성새로일하기센터 직업교육훈련 운영지원 전담인력 채용공고채용시까지 현실형,1
649,기장군의회 속기 기간제근로자 채용 재공고 현실형,2
650,부산예술회관 직원 채용공고경비업무 관습형,1
651,영도 마리노 오토캠핑장 기간제근로자 채용 공고 현실형,17
652,년 가을철 년 봄철 산불방지대책기간 산불방지 기간제근로자 선발 공고 현실형,9
653,년 개별주택가격산정을 위한 주택특성 조사 기간제근로자 채용 공고 현실형,9
654,부산과학기술고등교육진흥원 부설기관 부산라이즈센터장 모집 공고 현실형,1
655,년 하반기 산불감시인력산불감시원 및 산불전문예방진화대 채용 공고 현실형,4
656,년 불법 유동광고물 정비차 기간제근로자 결원채용 공고 현실형,3
657,년 하반기 년 상반기 산림병해충 예찰방제단 기간제근로자 채용 공고 현실형,4
658,년 가을철년 봄철 산불기간제근로자 채용 공고 현실형,15
659,청사 시설관리공무직 채용 재공고 탐구형,4
660,재부산여성가족과 평생교육진흥원 미화원 채용공고 현실형,15
661,부산진여성새로일하기센터 취업상담사 모집 현실형,1
662,년도 재영화의전당 제차 기간제 직원 채용 현실형,1
663,부산광역시 일생활균형지원센터 직원 채용 공고 현실형,3
664,년 모자보건사업 기간제근로자보조인력 채용 공고 관습형,8
665,년 하반기 산림병해충예찰방제단 채용 공고 현실형,8
666,분포문화체육센터 시간강사발레 채용 공고 현실형,8
667,년 부산관광공사 일반계약직시티투어 운전원 채용 공고 현실형,1
668,년 가구주택기초조사 조사요원 채용공고 현실형,12
669,부산광역시 지역통계작성 기간제노동자 채용 공고 현실형,1
670,년 일광읍 농지이용실태조사 보조원 채용공고 현실형,1
671,부산광역시 기장군 시간선택제임기제공무원 채용 공고보건지소장 평생교육사 현실형,2
672,가구주택기초조사 조사요원 모집공고 현실형,17
673,년 기장읍 농지이용실태조사원 채용 공고 현실형,1
674,남구보건소 한방실 기간제근로자 채용 공고 현실형,8
675,남구 통합관제센터관제요원기간제 근로자 채용 현실형,8
676,가구주택기초조사 조사요원 모집공고 현실형,9
677,년 기반 어르신 건강관리사업 기간제근로자 채용 공고 탐구형,3
678,년 가을철 년 봄철 산림관리 기간제근로자산불감시단 채용공고 탐구형,3
679,년 하반기 산불방지 기간제근로자 채용 공고 현실형,8
680,년 가구주택기초조사 조사요원 모집 공고 현실형,8
681,영도구 보건행정과 기간제근로자 채용 공고 현실형,17
682,년 철마면 농지이용실태조사 조사보조원 채용 공고 현실형,1
683,기장군의회 속기 기간제근로자 채용 공고 관습형,2
684,부산광역시 서부노인보호전문기관 직원상담원주임 채용 공고 현실형,1
685,복천박물관 기간제노동자공무직 대체인력 채용 공고 현실형,1
686,국립부산과학관 직원 채용 공고 현실형,1
687,년 국가결핵관리사업 기간제근로자 채용 공고 탐구형,17
688,년 부산광역시 열린행사장 어린이도서관 기간제노동자 채용 공고 현실형,1
689,년 기장군 기록물 정리 기간제근로자 채용 현실형,2
690,년 정관읍 도로변 풀베기 기간제근로자 추가 채용 현실형,1
691,부산시설공단 휴직 대체 기간제근로자 공개채용 공고 현실형,1
692,년 지역사회중심 금연지원서비스사업 기간제 근로자금연상담사 채용 현실형,2
693,사상구청 청사 시설관리공무직 채용 탐구형,4
694,북구 통합관제센터 관제요원 채용 공고 현실형,15
695,년 단계 불법 유동광고물 정비 를 위한 기간제 근로자 채용 공고 현실형,4
696,년 단계 공공근로 참여자 모집 공고 현실형,4
697,구내식당 조리종사원 기간제근로자 채용공고 현실형,17
698,년 부산광역시 열린행사장 미화관리 기간제노동자 채용 공고 탐구형,1
699,년 월 영도 마리노 오토캠핑장 기간제근로자 채용 공고 현실형,1
700,부산기계공업고등학교 교육공무직조리원 채용 재공고 현실형,12
701,년 하반기 정관읍 노면청소차 보조탑승 기간제근로자 추가 채용 현실형,1
702,년 우암도서관 개관시간 연장지원사업 기간제근로자 채용 공고 현실형,8
703,년 계량기저울류 정기검사 전수조사원 기간제근로자 채용 공고 현실형,11
704,부산광역시 보건환경연구원 기간제노동자공무직 대체인력 채용 공고 현실형,1
705,년도 제단계 공공근로사업 참여자 모집 공고 현실형,3
706,부산광역시 북구의회 기간제근로자속기사 채용 공고 현실형,15
707,년 하반기 지역공동체일자리 참여자 추가모집공고 현실형,12
708,년 해수욕장 폐장 후 안전관리 기간제근로자 채용 공고 탐구형,12
709,년도 가축전염병 선제대응 기간제근로자 채용 현실형,2
710,부산광역시농업기술센터 기간제노동자 채용 공고 지역특화농업기술정보화인력지원 현실형,7
711,부산광역시 동래구 시간선택제임기제공무원불법 광고물 단속 정비 채용 계획 재공고 현실형,3
712,부산광역시의료원 행정처장 공개 모집 현실형,11
713,년 기장군 토지정보과 기간제근로자 채용 현실형,2
714,기장군의회 기간제근로자민원응대 및 사무보조 채용 관습형,2
715,영도구 시간선택제임기제공무원 채용계획 공고 현실형,17
716,년 연제구 마을건강센터 기간제근로자마을간호사 채용 공고 사회형,11
717,년 정관노인복지관 프로그램 강사 신규채용 현실형,2
718,해운대구 통합사례관리사 공개채용공고 탐구형,12
719,년 하반기 병리검사실 기간제 근로자임상병리사 채용 공고 현실형,11
720,년 제차 영도해녀문화전시관 기간제근로자 채용 공고 현실형,17
721,년 하반기 연안친수시설관리 기간제근로자 채용 공고 탐구형,17
722,년 국가결핵관리사업 기간제 근로자 채용 공고 탐구형,15
723,년 부설주차장 현장점검 기간제 근로자 채용 공고 현실형,3
724,남구 통합관제센터관제요원기간제 근로자 채용 현실형,8
725,정관보건지소 민원실 기간제 근로자 채용 현실형,2
726,년 제단계 공공근로사업참여자 모집 공고 현실형,9
727,년 하반기 기간제근로자속기 채용공고 현실형,9
728,일반임기제무대조명 분야 공업일반전기급 채용 공고 현실형,3
729,재부산연구원 비상임연구원 채용 공고 현실형,1
730,년 하반기 연제문화체육공원 및 연산동 고분군 관리 기간제근로자 채용 공고 탐구형,11
731,부산진여성새로일하기센터 취업상담사 모집 현실형,1
732,년도 기장군도시관리공단 노인맞춤돌봄서비스분관 생활지원사 추가채용 탐구형,2
733,년 월 영도 마리노 오토캠핑장 기간제근로자 채용 공고 현실형,17
734,년 하반기 연제문화체육공원 및 연산동 고분군 관리 기간제근로자 채용 공고 탐구형,11
735,의료급여 업무보조 기간제근로자 채용 공고 현실형,15
736,의료급여관리사 기간제근로자 채용 공고연장 탐구형,11
737,영도구보건소 예방접종실 기간제근로자 채용 공고 현실형,17
738,년 부동거래신고 업무보조 기간제근로자 채용 공고 현실형,8
739,년 하반기 동래스파시티노천족욕탕 기간제근로자 채용 현실형,3
740,년 부산광역시 열린행사장 컨텐츠 운영 관리 기간제노동자 채용 공고 탐구형,1
741,목조문화재 감시순찰 기간제근로자 채용 현실형,2
742,년 교통유발부담금 기간제근로자전산입력보조 재채용 공고 현실형,4
743,부산여성가족과 평생교육진흥원 원장 채용 공고 현실형,15
744,년 하반기 인재개발원 기간제노동자식당보조 채용 공고 현실형,1
745,년 신종감염병 대응 기간제근로자 채용 공고 현실형,11
746,년 지역사회중심 금연지원서비스사업 금연지도원 모집공고 현실형,3
747,년 부산사회조사 조사요원 모집 공고 현실형,8
748,년 부산사회조사 조사요원 모집공고 현실형,9
749,동래구 혁신어울림센터 들락날락 작은도서관 기간제근로자 채용 공고 현실형,3
750,부산광역시 중동부사업소 기간제 노동자공무직 대체인력 채용 공고 현실형,6
751,낙동강관리본부 기간제노동자공무직 대체인력 채용 재공고 탐구형,1
752,년 하반기 온천천 기간제근로자시설물관리 채용 재공고 탐구형,11
753,년도 해맞이작은도서관 기간제근로자 채용 현실형,11
754,년우리동 방역지킴이기간제근로자 채용 재공고 현실형,8
755,재단법인 부산창조경제혁신센터 직원 채용 공고 관습형,1
756,년 부산광역시 청사 기계설비 유지관리 기간제노동자 채용 재공고 현실형,1
757,영도 마리노 오토캠핑장 기간제근로자 채용추가공고 현실형,17
758,년 기준 부산환경산업조사 조사요원 모집 공고 현실형,3
759,년 연제구 아동복지교사 추가 채용 공고 사회형,11
760,년 하반기 기장군 도서관 기간제근로자 채용 공고 현실형,2
761,년 기장종합사회복지관 제회 시간강사 채용 현실형,2
762,년 노인맞춤돌봄서비스사업 생활지원사 추가채용 현실형,2
763,년 하반기 공중 간이화장실 청소 및 시설물관리 업무 기간제근로자 채용 탐구형,11
764,년도 목조문화재 안전경비원장안사 인력 채용 공고 현실형,2
765,년 박태준기념관 기간제근로자 채용 현실형,2
766,기장군 환경통합관제센터기간제근로자 채용 관습형,2
767,년 하반기 공원분야 기간제근로자 채용공고 현실형,8
768,년 사상구 노후준비지원센터 전담인력기간제근로자 채용공고 현실형,4
769,자동차 관련 과태료주정차위반과태료 등 기간제근로자 채용 공고 현실형,15
770,영도구 시간선택제임기제공무원 채용계획 공고 현실형,17
771,년 부산광역시 청사미화 기간제근로자 채용공고 현실형,1
772,년도 영화의전당 제차 기간제 직원 채용 현실형,1
773,보건환경연구원 기간제노동자실험실 검사보조요원 채용 공고 현실형,1
774,부산광역시 기장군자원봉사센터 센터장 채용 사회형,2
775,해양수산인재개발원 공무직 근로자조리원 채용 현실형,2
776,보건환경연구원 기간제노동자공무직 대체인력 채용 공고 현실형,1
777,부산 조위관측소 관측원단시간 근로자 채용 공고 현실형,6
778,년 기준 광업제조업조사 조사요원 모집 현실형,2
779,년 에너지홈닥터 사업 추진을 위한 에너지 홈닥터 컨설턴트 모집 공고 현실형,9
780,년 부산광역시 동래구 청사미화원기간제근로자 채용 공고 현실형,3
781,년도 하반기 신중년 경력형 일자리 사업용호별빛공원 안전지킴이 및 전시해설가채용 공고 현실형,8
782,년 하반기 사상구 구인구직개척단 채용 공고 현실형,4
783,년 사상구보건소 민원실운영사업 기간제근로자 채용공고 현실형,4
784,동래구 보건소 민원실 기간제근로자 채용 공고 현실형,3
785,년도 제단계 공공근로사업 및 하반기 지역공동체일자리사업 참여자 모집 공고 현실형,3
786,부산진구 남성합창단 및 피오레여성합창단 가창지도자 모집 공고 현실형,9
787,년 기장군 교통행정과 기간제근로자교통유발부담금 현장조사요원 채용 현실형,2
788,부산진여성인력개발센터 직업능력개발팀 직원모집 현실형,1
789,년 북구보건소 가족보건팀 기간제근로자 채용 공고 현실형,15
790,년도 하반기 주거지전용 주차장 관리 요원기간제 근로자 채용 공고 탐구형,4
791,년 하반기 일광읍 주민자치 프로그램 강사채용 현실형,1
792,부산현대미술관 기간제근로자공무직 대체인력 채용 공고 관습형,1
793,해운대송정해수욕장 개장기간 편의시설관리 기간제근로자 모집 탐구형,12
794,년 제단계 공공근로사업 및 하반기 지역공동체일자리사업 신청자 모집 공고 현실형,8
795,년 방역사업 기간제근로자 추가 채용 공고 현실형,9
796,년 제회 부산진해경제자유구역청 일반임기제공무원행정급 임용시험 공고 현실형,1
797,년 결핵관리사업 기간제근로자간호사 채용 사회형,11
798,성수기 해수욕장 시설팀 기간제근로자 채용공고 현실형,12
799,부산광역시 보건환경연구원 기간제노동자공무직 대체인력 채용 재공고 현실형,1
800,부산광역시 동구 임기제 공무원 채용계획 공고동영상 촬영 및 치매안심센터 현실형,14
801,년 기준 해양산업조사 조사요원 모집 현실형,11
802,년 기준 부산해양산업조사 조사요원 모집 공고 현실형,17
803,재공고년 제회 부산진해경제자유구역청 일반임기제공무원행정급 임용시험 공고 현실형,1
804,년 산사태현장예방단 채용 공고 현실형,17
805,예방접종사업 기간제근로자간호사 채용 재공고 사회형,9
806,영도구 보건행정과 기간제근로자 채용 재공고 현실형,17
807,영도구 시간선택제임기제공무원 채용계획 공고 현실형,17
808,부산진여성새로일하기센터 취업상담사 모집 현실형,1
809,아시아드컨트리클럽주 공무직경력신입 채용 공고 현실형,2
810,국립부산과학관 직원 채용 공고기간제 근로자 현실형,1
811,부산도시공사 노동이사비상임이사 모집 공고 현실형,9
812,년 녹지대관리 기간제근로자 추가채용 공고 탐구형,8
813,년도 글로벌도시재단 수탁사업 기간제 근로자 채용 공고 현실형,1
814,년 의료취약지역 통합이동진료소사업 기간제근로자간호사 채용 재공고 사회형,2
815,신중년 경력형 일자리사업해수면 위험구역 안전관리 참여자 모집 공고차 탐구형,8
816,국립부산과학관 직원 채용 공고 현실형,1
817,년 기장종합사회복지관 제회 시간강사 채용 현실형,2
818,년 기장읍 환경정비 분야 기간제근로자 추가 채용 현실형,1
819,북구청소년상담복지센터 청소년동반자기간제근로자 채용 공고 현실형,15
820,바다작은도서관 들락날락 기간제근로자 채용 공고 현실형,8
821,년 계량기 정기검사 전수조사원 채용 공고 현실형,17
822,년 정관읍 노면청소차 보조탑승 기간제근로자 추가 채용 현실형,1
823,년 하반기 방역소독사업 기간제근로자 채용 공고문 현실형,17
824,년 제회 부산광역시 부산진구 재활용사업소 기간제근로자 채용 공고 현실형,9
825,년 불법 유동광고물 정비 기간제근로자 채용 공고 현실형,3
826,재단법인 부산테크노파크 원장 채용 공고 현실형,9
827,년 부산테크노파크 상반기 차 계약직 공개채용 공고 현실형,1
