출처,기업명,제목,급여,등록일,마감일,근무지역,경력,학력,근무형태,근무직종,연락처,세부내용,자격면허,우대사항,링크,조회수
고용24,가가노인방문요양센터,[하단동] 재가요양보호사 모집,"시급 9,860원 ~ 9,860원",2024-10-18,2024-12-17,"부산광역시 사하구 낙동대로486번길 2 (하단동, 다전그린아파트)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",보건업,,"<td>
              
              [다전그린아파트_하단역 9번출구 인근]<br/>-4등급 64세 아버님(아드님 가족과 거주하며 해당시간 혼자계심)<br/>-12:00~15:00<br/>-주5일(월~금)<br/>-시급12,400원(시급 9,860원 + 주휴수당, 연차수당 별도 지급 포함)<br/><br/>☎지원문의: 센터장님 010-2989-2770(주말, 공휴일에도 전화 문의 가능)
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KF10912410180003&rtnTarget=list2&pageIndex=11&rtnUrl=?,309
고용24,행복한사람들재가복지센터,[청룡동]치매교육 재가요양보호사 구인,"시급 9,860원 이상",2024-10-18,2024-12-17,"부산광역시 금정구 청룡예전로 74, . (청룡동, 경동아파트)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",개인 간병 및 유사 서비스업,,"<td>
              
              - 청룡동 치매교육재가요양보호사 채용<br/>- 근무장소 : 청룡동 경동아파트<br/>- 대 상 자  : 5등급 79세여자어르신/독거<br/>- 근무시간 : 09:00~12:00 (3시간)/ 주5일<br/>- 임      금 : 시급 12,400원(시급 9,860원+주휴,연차수당포함)<br/>- 일반요양<br/>-문의 010-6682-6200<br/><br/><br/>**다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다.
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBC002410170008&rtnTarget=list3&pageIndex=11&rtnUrl=?,193
고용24,참기쁜방문요양센터,[망미동] 재가요양보호사 모집,"시급 9,860원 ~ 12,500원",2024-10-18,2024-12-17,"부산광역시 수영구 금련로9번길 15, 배산역 1번 출구 인근 (망미동)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",방문 복지서비스 제공업,,"<td>
              
              [망미동] 재가요양보호사 모집<br/>- 수영구금련로9번길 (배산역 1번출구 인근)<br/>- 4등급 여자어르신, 90대 초반, 아들거주 (직장 근무 중)<br/>- 주6일 / 월~금 13:00~16:00, / 토요일 : 월2회 근무<br/>- 시급: 9,860원(수당미포함 / 포함시 약 12,500원)<br/>- 가사지원, 정서지원, 신체활동지원 등<br/>- 채용담당자 010-2564-2707 / 051-757-2707 [참기쁜요양센터]
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBG002410170013&rtnTarget=list4&pageIndex=11&rtnUrl=?,258
고용24,안락홈케어방문요양,[안락동] 24시간 재가요양보호사 모집,"시급 9,860원 이상",2024-10-18,2024-12-17,"부산광역시 동래구 연안로51번길 59-4, 동부산 아이존빌@, 안락 경동리인@ 인근 (안락동)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",방문 복지서비스 제공업,,"<td>
              
              - 동부산 아이존빌 아파트, 안락 경동리인 아파트 인근 주택<br/>- 3등급 90세 여자어르신/ 독거/ 치매있으심<br/>- 월요일 오후12시~토요일 오후12시 <br/>  /일요일 휴무 <br/>- 일급 140,000원<br/>- 일반적인 요양보호사 업무<br/><br/>※ 채용담당자 010-8456-5961 /051-528-5279 [안락홈케어 방문요양 ] ※<br/><br/>※ 서비스이용자의 상황에 따라 근로시간 외 ""추가시간""이 있을 수 있음<br/><br/>
</td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBG002410170012&rtnTarget=list5&pageIndex=11&rtnUrl=?,148
고용24,안심생활효자손재가장기요양기관,재가요양보호사 모집(일광 학리),"시급 9,860원 ~ 9,860원",2024-10-18,2024-12-17,"부산광역시 기장군 장안읍 개천2길 4, .",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",노인 요양 복지시설 운영업,,"<td>
              
              1. 업 체 명 : 안심생활효자손 재가장기요양기관 (기장센터)<br/>2. 근무주소 : 일광읍 학리<br/>3. 모집직종 : 재가요양보호사  1명 (3등급 80대 중반 남자어르신 배우자)<br/>4. 우대사항 : 요양보호사자격증(필수) <br/>5. 근무시간 : 주5회 09:00~12:00<br/>6. 급여사항 : 시급 9,860원 (수당별도)<br/>7. 복리후생 : 4대보험, 퇴직금<br/>8. 접수방법 : 전화 후 방문 접수 - 자격증 사본, 건강검진 결과서<br/>9. 문의 : 051-723-0076<br/><br/>** 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBD002410170007&rtnTarget=list6&pageIndex=11&rtnUrl=?,172
고용24,행복마루노인재가복지센터,[연산동 sk뷰1단지] 재가요양보호사 모집,"시급 9,860원 ~ 9,860원",2024-10-18,2024-12-17,"부산광역시 연제구 중앙대로1124번길 15, . (연산동, 연산동 에스케이 뷰)",관계없음,학력무관,"주 3일 근무
(주 소정근로시간: 9시간)",방문 복지서비스 제공업,,"<td>
              
              - 연산동 sk뷰1단지<br/>- 2등급 80세 여자어르신(아들과 거주)<br/>- 주3일 / 15:00~18:00(월,수,금)<br/>- 거동가능. 가사지원 및 1주일에 한번 샤워도움<br/>- 시급 9,860원(제세수당 별도)<br/>- 문의 010-8348-0726<br/>*실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음.<br/>
</td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBB002410170005&rtnTarget=list7&pageIndex=11&rtnUrl=?,25
고용24,금곡재가센터,[금곡주공1단지 2등급 요양보호사],"시급 9,860원 이상",2024-10-18,2024-12-17,"부산광역시 북구 효열로 268-1, . (금곡동, 금곡1단지주공아파트)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",그 외 기타 비거주 복지 서비스업,,"<td>
              
              [금곡주공1단지 2등급 요양보호사]<br/><br/>○ 금곡주공1단지 오후 재가<br/>○ 대상자 : 2등급 / 여자 / 49년생 / 휠체어사용 / 독거(일시적으로 따님거주)<br/>○ 근무일시 : 주 6일 / 13:00~16:00 <br/>○ 와상 / 기저귀 / 일상생활도움희망<br/>○ 포괄시급: 12,700원 (시급+주휴수당+연차수당 등 제수당 포함)<br/><br/>○ 지원문의: 금곡재가센터 010-3517-6120<br/><br/>*실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금,근무(예정)지 등에 차이가 있을 수 있음<br/><br/>
</td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBI002410170005&rtnTarget=list8&pageIndex=11&rtnUrl=?,371
고용24,365재가복지센터,[ 용당동 ] 재가요양보호사 모집,"시급 9,860원 ~ 12,500원",2024-10-18,2024-12-17,"부산광역시 남구 유엔평화로 136-1, . (용당동, 용당창조아파트)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",노인 요양 복지시설 운영업,,"<td>
              
              [ 용당동 ] 재가요양보호사 모집<br/><br/>- 남구 유엔평화로 136-1번길/ 용당창조아파트 <br/>- 4등급  84세 여 어르신 <br/>- 12:00~18:00 / 주 5일 <br/>- 시급: 9860 원 외 수당별도 -&gt; 12,500원 <br/>- 가사지원, 신체활동 지원 등 <br/><br/>※ ☎ 010-2338-0109 / ☎ 051-558-1117 통화 후 지원 [365재가복지센터] ※
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBG002410170011&rtnTarget=list9&pageIndex=11&rtnUrl=?,97
고용24,사상재가방문요양센터,[연산동] 배산역 인근 / 요양보호사 구인,"시급 9,860원 ~ 9,860원",2024-10-18,2024-12-17,"부산광역시 연제구 배산로 10, .. (연산동, 공작맨션)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              - 배산역 인근 거주 / 4등급 70대 할머니<br/>- 전반적인 일상생활 지원, 식사준비, 약 복용 도움, 청소<br/>- 근무시간 : 13:00~16:00 / 주5일<br/>- 시급 : 12500원 (제수당 포함)
            </td>",요양보호사1급(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBJ002410170004&rtnTarget=list10&pageIndex=11&rtnUrl=?,256
고용24,행복누리재가복지센터,[서동] 재가요양보호사 모집,"시급 9,860원 ~ 9,860원",2024-10-17,2024-10-31,부산광역시 금정구 서동로87번길 22-18 (서동),관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",노인 요양 복지시설 운영업,,"<td>
              
              [서동] 재가요양보호사 모집<br/>- 대상자: 4등급 92세 할아버지 / 독거<br/>- 근무시간: 09:00~12;00 (주5일) <br/>- 근무예정지:서동 520-104<br/>- 근무내용: ,어르신병원동행, 가사도움, 반찬 및 정서지원<br/>- 시급: 9,860원(주휴,연차수당 포함12,500원)<br/>- 전화 통화 후 방문 : 010-3215-2959/ 행복누리재가복지센터<br/><br/>*실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정지) 등에 차이가 있을 수 있음
            </td>",요양보호사1급(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBQ002410170014&rtnTarget=list1&pageIndex=12&rtnUrl=?,119
고용24,（주）삼성보안공사,▶ 사상구청 채용대행 ◀ [우동] 아파트 청소원(외곽) 모집,"시급 9,860원 ~ 9,860원",2024-10-17,2024-10-31,"부산광역시 해운대구 센텀동로 25, . (우동, 대우월드마크센텀아파트)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 33시간)",경비 및 경호 서비스업,051-310-5194,"<td>
              
               ** 아파트 외곽 청소원 모집<br/> - 해운대 대우월드마크센텀 아파트<br/> - (월~금) 08:30~15:30 (휴게 1시간 15분)<br/> - (토) 08:00~12:00<br/> - 월급 1,686,520원<br/><br/>* 담당자와 통화 후 안내 받으시길 바랍니다.<br/>* 담당자: 사상구청 일자리센터 051-310-5194
            </td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBJ002410170002&rtnTarget=list2&pageIndex=12&rtnUrl=?,319
고용24,365재가복지센터,[낙민동] 재가요양보호사 모집,"시급 9,860원 ~ 12,500원",2024-10-17,2024-10-31,"부산광역시 동래구 충렬대로256번가길 23 (낙민동, 해강그랜드빌)",관계없음,학력무관,주 3일 근무,노인 요양 복지시설 운영업,,"<td>
              
              [낙민동] 재가요양보호사 모집<br/><br/>- 낙민역 인근 빌라<br/>   (2번출구 5분거리)<br/>- 3등급 89세 남어르신, 독거<br/>- 주3일/13시~16시<br/>- 시급: 9,860원(수당포함시 12,500원)<br/>- 가사지원, 신체활동지원, 정서지원 등<br/><br/>** 365재가복지센터:010-2338-0109 / 051-558-1117 **
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBG002410170008&rtnTarget=list3&pageIndex=12&rtnUrl=?,206
고용24,광안방문요양센터,[좌동] 요양보호사 모집,"시급 12,500원 ~ 12,500원",2024-10-17,2024-10-31,"부산광역시 해운대구 좌동순환로217번길 7, . (동신아파트)",관계없음,학력무관,주 5일 근무,방문 복지서비스 제공업,,"<td>
              
              - 좌동 동신아파트거주 4등급 <br/>- 80대중반 4등급 여자 어르신(독거) <br/>- 근무시간: 09시 ~ 12시/ 주5일<br/>- 시급: 12.500원(주휴, 연차수당 포함)<br/><br/>- 채용담당자: 010-2644-0345 광안방문요양센터
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBQ002410170012&rtnTarget=list4&pageIndex=12&rtnUrl=?,0
고용24,주식회사 지엔비,남구 용호동 아파트 커뮤니티 미화원(남성분채용),월급 203만원 ~ 203만원,2024-10-17,2024-10-31,"부산광역시 남구 용주로 36, .. (용호동, 데시앙 해링턴 플레이스 파크시티)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 40시간)",사업시설 유지․관리 서비스업,,"<td>
              
              [아파트 커뮤니티시설 청소원]<br/>-헬스장, 골프장, 사우나, 등 시설미화 <br/>(남자사우나 청소업무로 남자분 채용)<br/><br/>-근무시간(한달 로테이션 근무/휴게시간포함)<br/>A조 : 화~금 8-15/2.4주 월 9-13/주말중 1일 9-20시<br/>B조 : 화~금 15-22/1주 월 9-12/3주월 9-18/주말중 1일 9-18시
            </td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KEC0052410170004&rtnTarget=list5&pageIndex=12&rtnUrl=?,325
고용24,참재가복지센터,[중앙동] 재가요양보호사 모집,"시급 9,860원 이상",2024-10-17,2024-10-31,부산광역시 중구 중앙동6가 중앙대로 35 (중앙동6가),관계없음,중졸 ~ 대졸(4년),"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              - 대상자 : 4등급 여자어르신, 독거<br/>- 업무 : 식사준비, 청소, 세탁, 병원동행 등 <br/>- 근무시간 : 9:00~12:00 / 주5일<br/>- 급여: 12,500원 (수당포함)<br/>- 지원방법 :  전화 후 방문<br/><br/>다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 <br/>채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에  차이가 있을 수 있습니다.<br/>
</td>",요양보호사1급(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KF10922410170002&rtnTarget=list6&pageIndex=12&rtnUrl=?,137
고용24,사회복지법인애광원애광재가노인복지기관,재가요양보호사 모집,"시급 9,860원 ~ 9,860원",2024-10-17,2024-10-31,"부산광역시 금정구 금강로 206-10, . (장전동)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",방문 복지서비스 제공업,,"<td>
              
              애광재가노인복지기관<br/>금정초등학교 인근 주택 <br/>4등급 87세 남자어르신  /배우자거주<br/>주6일 15~18시<br/>-시급 : 12,250원 (시급9,860원+주휴,연차수당포함)<br/>저녁식사,가사,이동식변기<br/>문의 051-997-1457/010-4170-1054
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBC002410170003&rtnTarget=list7&pageIndex=12&rtnUrl=?,164
고용24,(주)하나티엠,(주)하나티엠 아파트미화원 모집(기장),월급 139만원 이상,2024-10-17,2024-10-31,부산광역시 기장군 기장읍 청강로 76 (우신네오빌아파트),경력 (최소 1년 0 개월 이상) 우대,학력무관,"주 6일 근무
(주 소정근로시간: 27시간)",건물 및 토목 엔지니어링 서비스업,,"<td>
              
              - 업  체 명 : 주)하나티엠 <br/>- 근무장소 : 기장군 기장읍 청강로 76 기장우신네오빌아파트  <br/>- 근무시간 : 주6일, 평일 09:00-15:00, 토요일 09:00~11:30<br/>- 휴게시간 : 12:00~13:00<br/>- 월      급 :  1,392,430원  <br/>- 고용형태 : 12개월 근로계약 (3개월 수습기간 있음)<br/>- 접수방법 : 전화 후 방문(이력서 지참), 전자우편, 팩스 접수<br/>- 문      의 : 051-724-4066 / 이메일(k09eo@naver.com) / 팩스(051-724-4067)
            </td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBD002410170004&rtnTarget=list8&pageIndex=12&rtnUrl=?,126
고용24,현대아파트입주자대표회의,[반여3동] 현대1차아파트 미화원 모집,월급 155만원 이상,2024-10-17,2024-10-31,"부산광역시 해운대구 재반로282번길 112, 현대아파트 (반여동, 현대아파트)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 26시간)",주거용 부동산 관리업,,"<td>
              
              [반여3동] 현대1차아파트 미화원 모집<br/><br/>- 09:00~15:00(휴게시간 12:0~13:00)/ 09:00~12:00(토요일 격주)<br/>- 월 1,552,760원<br/>- 설, 추석 각150,000원/ 여름휴가비70,000 별도<br/>- 채용담당자 통화 ( 010-8503-0504/ ☎ 051-781-9494) 후 이력서 지참 방문 또는 이력서 팩스지원 (팩스 051-781-5009) 후 통화
            </td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBQ002410170010&rtnTarget=list9&pageIndex=12&rtnUrl=?,150
고용24,효당재가노인복지센터,[ 부곡동 ] 재가요양보호사 모집,"시급 9,860원 ~ 12,800원",2024-10-17,2024-10-31,"부산광역시 금정구 동현로 89, . (부곡동, 늘푸른아파트)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              [ 부곡동 ] 재가요양보호사 모집합니다.<br/><br/>- 부곡 늘푸른아파트 (금정구 동현로 89)<br/>- 4등급 남자 어르신<br/>- 가사지원(반찬 만들기. 식사위주 도움 희망, 간단한 청소)<br/>- 13:00~16:00 / 주 5일 / 15시간<br/>- 시급 : 9,860원(수당별도-&gt; 약 12,500원)<br/><br/>※ 효당재가노인복지센터  : ☎ 010-7305-1848 또는 ☎ 051-525-2301 ※
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBG002410170006&rtnTarget=list10&pageIndex=12&rtnUrl=?,208
고용24,(주)에스텍시스템,사하구 YK 스틸 청소원 구인,월급 210만원 이상,2024-10-17,2024-10-31,부산광역시 사하구 을숙도대로 760 (구평동),관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 40시간)","소독, 구충 및 방제 서비스업",051-220-5695,"<td>
              
              사하구 구평동 YK스틸 사무실,화장실 등 청소 업무 <br/><br/>- 근무시간 : 평일 06:30~15:30(휴게2시간) , 토요일 06:30~11:30 (격주 근무)<br/>- 급여 : 2,100,000원<br/><br/>*사하구청 일자리지원센터 채용대행중입니다. <br/>지원문의 : 051-220-5695 실제 구직지원 의사 있는 분들만 지원부탁드립니다.35<br/>
</td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBK002410170003&rtnTarget=list1&pageIndex=13&rtnUrl=?,525
고용24,(주)대림복지,[거제동]재가요양보호사 구인,"시급 9,860원 이상",2024-10-17,2024-10-31,"부산광역시 연제구 중앙대로1226번길 30, - (거제동, 태경썬-싸인 아파트)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 24시간)",개인 간병 및 유사 서비스업,,"<td>
              
              [거제동]재가요양보호사 구인<br/>- 2등급 /할머니(거동가능, 기저귀X)/배우자 계심 <br/>- 주6일 / 10:00~14시(4시간) <br/>-시급: 13,000원(기본급:9,860원+제수당포함). 중증수당별도 <br/>- 거제동 태경썬샤인아파트(교대역 인근)<br/>- 대림복지 최미숙 010-4009-9401<br/><br/>※실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음<br/>
</td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBN002410170002&rtnTarget=list2&pageIndex=13&rtnUrl=?,138
고용24,심청이재가노인복지센터,[보수동] 재가요양보호사님 모십니다,"시급 9,860원 ~ 12,500원",2024-10-17,2024-10-31,"부산광역시 중구 보수동1가 망양로286번길 4 (보수동1가, 경선빌라)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              ● 보수동 / 대림아파트 인근 거주<br/>● 5등급 70대 초반 남자어르신 / 독거<br/>● 거동가능, 인지활동 좋으심 / 가사도움, 식사도움 위주<br/>● 공단치매교육 이수 필수<br/>● 주5일/  13:00~16:00( 1시간 정도 시간조율 가능)<br/>● 시급 12,500원 (9860원+제수당)<br/><br/>※ 동 구인은 실제 서비스 제공 기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정 근로 시간이나 임금, 근무(예정) 등에 차이가 있을 수 있음
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBP002410170002&rtnTarget=list3&pageIndex=13&rtnUrl=?,84
고용24,(주)두레재가센터,[보수동] 재가요양보호사 모집,"시급 9,860원 이상",2024-10-17,2024-10-31,"부산광역시 중구 보수동1가 망양로259번길 5, 혜광고등학교 인근 주택 (보수동1가)",관계없음,학력무관,"주 3일 근무
(주 소정근로시간: 9시간)",방문 복지서비스 제공업,,"<td>
              
              [혜광고등학교 인근 주택 근무예정]<br/>* 5등급 할아버지(80대초반, 배우자 거주)<br/>* 치매교육이수증 필수<br/>* 주3일(월,수,금) - 요일 협의 가능<br/>* 13:00~16:00 또는 14:00~17:00 선택 가능 <br/>* 시급13,000원(주휴수당, 연차수당 포함)<br/>* 채용담당자: 010-4549-4426<br/>*** 주말에도 지원 가능하므로 전화 바랍니다. ***
            </td>","요양보호사(필수)
기타 : 치매교육이수증 필수","(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KF10912410170010&rtnTarget=list4&pageIndex=13&rtnUrl=?,156
고용24,(주)삼성티엠에스,[다대해송아파트] 미화원 모집,월급 141만원 이상,2024-10-17,2024-10-31,"부산광역시 사하구 다대로 470, ... (다대동, 다대해송아파트)",경력 (최소 1년 0 개월 이상) 필수,학력무관,"주 5일 근무
(주 소정근로시간: 27시간)",임시 및 일용 인력 공급업,051-220-5692,"<td>
              
              - 다대해송아파트 미화원 모집<br/>- 근무시간 : 09:00~16:00 /주5일근무<br/>- 휴게시간 :12:00~13:30<br/>- 인근거주자 우대<br/>- 1년이상 경력필수<br/><br/><br/><br/>사하구청 일자리지원센터 채용대행 진행중입니다.<br/>*지원문의 051-220-5692으로 실제 구직 지원의사 있는 분들만 접수 부탁드립니다.
            </td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBK002410170002&rtnTarget=list5&pageIndex=13&rtnUrl=?,291
고용24,새벗노인방문요양센터,[장림시장4길] 재가요양보호사(방문목욕) 모집,"시급 9,860원 ~ 9,860원",2024-10-17,2024-10-31,"부산광역시 사하구 장림시장4길 39, 1층 (장림동)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",노인 요양 복지시설 운영업,051-220-5696,"<td>
              
              [장림시장4길] 재가 요양보호사(방문목욕) 모집<br/><br/>- 4등급 80대 독거 할머니  <br/>- 근무 시간 07:00~10:00 (주5일 19회) / 주4일(다른 대상자) 별도 방문 목욕(07:00~08:00) <br/>                                                    -&gt; 방문목욕 있는 날은 08:00~10:00<br/>- 시급 : 9,860원 (제수당 포함 12,500원 / 목욕 16500원) <br/><br/>*사하구청일자리지원센터 채용대행구인건으로 051)220-5696전화문의바랍니다.
            </td>",요양보호사1급(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBK002410170001&rtnTarget=list6&pageIndex=13&rtnUrl=?,212
고용24,우리재가복지센터,[명지] 재가요양보호사 모집,"시급 9,860원 ~ 9,860원",2024-10-17,2024-10-31,"부산광역시 강서구 명지국제7로 111, . (명지동, 명지더웨스턴)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 24시간)",노인 요양 복지시설 운영업,,"<td>
              
              [명지] 재가요양보호사 모집<br/>- 2등급 86세 여자어르신/손녀거주<br/>- 16시~20시 (주6일. 토요일은 격주근무)<br/>- 시급 : 9,860원(제세수당 별도)<br/>- 일상적인 요양보호업무<br/>- 지원문의 : 010-6695-3138(우리재가복지센터)<br/>*실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음.<br/>
</td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBB002410170003&rtnTarget=list7&pageIndex=13&rtnUrl=?,174
고용24,신명나는데이케어센터,신명나는 데이케어 센터 (주간보호센터) 요양보호사 구인합니다,월급 206만원 ~ 206만원,2024-10-17,2024-10-31,"부산광역시 부산진구 성지로 94, 4층 신명나는데이케어센터 (초읍동)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 40시간)",노인 요양 복지시설 운영업,,"<td>
              
              ※ 신명나는데이케어센터(주간보호센터) 요양보호사 모집 ※<br/>* 요양보호사<br/>* 남자어르신 목욕 및 케어<br/>아침에 운전해서 어르신을 센터에 모시고 낮에 돌봐드리고 저녁에 집으로 모셔드립니다 
            </td>","자동차운전면허1종보통(필수) ,
요양보호사(필수)","(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=K130042410170018&rtnTarget=list8&pageIndex=13&rtnUrl=?,289
