출처,기업명,제목,급여,등록일,마감일,근무지역,경력,학력,근무형태,근무직종,연락처,세부내용,자격면허,우대사항,링크,조회수
고용24,주식회사 소담소담,(주)소담소담 주방 직원 구인,"시급 9,860원 이상",2024-10-14,2024-12-13,부산광역시 기장군 장안읍 반룡산단2로 8,경력 (최소 1년 0 개월 이상) 우대,학력무관,주 5일 근무,육류 포장육 및 냉동육 가공업 (가금류 제외),,"<td>
              
              -모집 직종 : 주방조리원(한식 자격증 무관) <br/>-담당 업무: 조참, 중식 준비 및 주방 관리<br/>-근무 시간: 09:00~14:00(주 5일/ 일 5시간)<br/><br/>*3개월 계약직 근무 후 정직원 전환 검토<br/>*자차 출퇴근 가능자 <br/><br/>문의)울산새일센터 052-290-6459<br/>
</td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KF11092410140005&rtnTarget=list10&pageIndex=19&rtnUrl=?,203
고용24,다복재가복지센터,[범일동] 재가 요양보호사 구인,"시급 9,860원 ~ 12,500원",2024-10-14,2024-12-13,"부산광역시 동구 망양로 882, 인근 (범일동)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              - 성북고개<br/>- 4등급 80대 할머니(독거)<br/>- 거동 가능<br/>- 일상생활 지원<br/>- 주 5일 9시~12시(월 20회)<br/>- 문의: 010-9345-5209
            </td>",요양보호사(우대),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KF10912410140019&rtnTarget=list1&pageIndex=20&rtnUrl=?,88
고용24,정향재가복지센터,[하단동] 3등급 할머니 / 오전9시-12시 / 주 5일 / 재가요양보호사 구인,"시급 9,860원 이상",2024-10-14,2024-12-13,"부산광역시 사하구 낙동대로535번길 37, 2층 (하단동)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",사회복지 서비스업,,"<td>
              
              * 하단동 거주 / 3등급, 51년생 여자분<br/>- 인지 좋고 활동 잘하심. 요리 잘하시는분 선호<br/>- 근무시간 :주5일, 09:00~12:00 (월60시간)<br/>- 임금: 시급 12,500원 (제세수당 포함)<br/>- 
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBJ002410140006&rtnTarget=list2&pageIndex=20&rtnUrl=?,221
고용24,동행재가노인복지센터,[일광] 재가요양보호사 모집,"시급 9,860원 ~ 9,860원",2024-10-14,2024-12-13,"부산광역시 기장군 일광읍 회룡길 9-14, 경로당 인근",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",노인 요양 복지시설 운영업,,"<td>
              
              ■동행재가복지센터<br/>--3등급, 81세, 남자어르신 (배우자거주)<br/>--주6일, 09시~12시 (추가근무 시간O- 근무시간 문의)<br/>--자차우대, (유류비 지원)<br/>--일광읍 회룡길9-14<br/>--전화 후 접수 문의<br/>--(문의 : 010-5582-5025)<br/><br/><br/><br/><br/>
</td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBD002410140008&rtnTarget=list3&pageIndex=20&rtnUrl=?,185
고용24,(주)맨파워코리아,【2024 부산 잡(JOB) 페스티벌 참가 업체】 그랜드조선 호텔 주방 內 스튜어드(기물) 사원 채용,월급 207만원 ~ 210만원,2024-10-14,2024-12-13,"부산광역시 해운대구 해운대해변로 292, 그랜드조선부산 호텔 (중동)",경력 (최소 1년 0 개월 이상) 우대,학력무관,"주 5일 근무
(주 소정근로시간: 40시간)",상용 인력 공급 및 인사관리 서비스업,,"<td>
              
              【2024 부산 잡(JOB) 페스티벌 참가 업체】 주방보조원 모집<br/><br/> - 일시 : 2024년 10월 24일(목) 10:00~17:00 [입장마감 16:00]<br/> - 장소 : 벡스코 제1전시장 1홀<br/> - 혜택 : 면접지원금 지급 (선착순500명)<br/>-----------------------------------------------------<br/>✔. 직무내용 : 호텔 주방 내 식기세척  <br/>✔. 지원자격 : 신입, 경력 우대<br/>✔. 임금 : 월급 207~210만원<br/>✔. 근무시간 :  일 시간 스케줄 근무 (주 5일 08시간)<br/>-----------------------------------------------------<br/>※ 참가기업, 부대행사, 참여혜택 등 자세한 행사내용은‘홈페이지’(www.busnjob.net)에서 확인하시기 바랍니다.<br/>
</td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBM002410140047&rtnTarget=list4&pageIndex=20&rtnUrl=?,198
고용24,사단법인 부산광역시중구장애인협회,[동삼동]장애인활동지원사 모십니다,"시급 9,860원 ~ 12,800원",2024-10-14,2024-12-13,"부산광역시 영도구 상리로 1 (동삼동, 주공아파트, 동삼그린힐아파트)",경력 (최소 1년 0 개월 이상) 우대,학력무관,"주 5일 근무
(주 소정근로시간: 21시간)",방문 복지서비스 제공업,,"<td>
              
              [동삼동] 주공아파트 거주<br/>● 정신장애 경증 / 여성(55세) / 바우처 90시간<br/>● 의사소통가능, 남편과 거주<br/>● 주5일 / 08:00~12:30(30분정도 시간조율 가능)<br/>● 산책도움, 가사활동 지원, 말 벗 등<br/>● 시급 12,800원<br/>☎ 051-462-4125
            </td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBP002410140003&rtnTarget=list5&pageIndex=20&rtnUrl=?,415
고용24,다복재가복지센터,[남항동] 재가 요양보호사 구인,"시급 9,860원 ~ 12,500원",2024-10-14,2024-12-13,"부산광역시 영도구 남항동1가 절영로35번길 46, . (남항동1가, 남항 부백 자연애 아파트)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",방문 복지서비스 제공업,,"<td>
              
              - 남항부백자연애아파트<br/>- 3등급 80대 할머니<br/> (배우자 있음, 오후에 요양보호사 방문함)<br/>- 거동 불편<br/>- 일상생활 지원<br/>- 주 6일 9시~12시<br/>- 문의: 010-9345-5209
            </td>",요양보호사(우대),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KF10912410140014&rtnTarget=list6&pageIndex=20&rtnUrl=?,207
고용24,돌봄노인복지센터,[다대동] 주간보호센터 요양보호사 모집,월급 206만원 이상,2024-10-14,2024-12-13,"부산광역시 사하구 다대로 502, 2층 (다대동)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 40시간)",그 외 기타 비거주 복지 서비스업,051-220-5695,"<td>
              
              [다대동] 주간보호센터 요양보호사 모집<br/>- 08:30-17:30 (주5일)<br/>- 주야간보호센터 어르신 신체활동 및 일상생활활동서비스 제공<br/>- 요양보호사 자격증 필수, 1년이내 건강검진결과서 <br/>- 자동차 운전 면허 1.2종 필수, 실제 운전가능자<br/>- 고용촉진장려금대상자 우대<br/><br/>*사하구청 일자리지원센터 채용대행중입니다. <br/>지원문의 : 051-220-5695 실제 구직지원 의사 있는 분들만 지원부탁드립니다.<br/>
</td>","요양보호사(필수) ,
자동차운전면허(필수)","(준)고령자(50세이상)
              	고용촉진장려금대상자운전면허증",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBK002410140004&rtnTarget=list7&pageIndex=20&rtnUrl=?,312
고용24,온누리재가노인복지센터,[ 감전동 ] 재가요양보호사 모집,"시급 9,860원 ~ 12,700원",2024-10-14,2024-12-13,"부산광역시 사상구 학감대로267번길 20, . (감전동, 엘크루센트로 아파트)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",노인 요양 복지시설 운영업,,"<td>
              
              [ 감전동 ] 재가요양보호사 모집합니다.<br/><br/>- 사상구 학감대로267번길 20, 엘크루센트로 아파트<br/>- 4등급 80대 초반 남자어르신/ 배우자 거주<br/>- 주5일(월20회) / 09:00~12:00(3시간) <br/>- 시급 : 9,860원(수당포함 시 약12,700원)<br/>- **식사도움, 반찬만들기 필요** 가사지원 및 일상생활지원, 병원동행 및 약처방 등<br/><br/>※ 문의 070-4603-3506 [온누리재가노인복지센터] ※<br/>
</td>",요양보호사1급(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBG002410140007&rtnTarget=list8&pageIndex=20&rtnUrl=?,251
고용24,수정노인재가센터,"개금동 재가 요양보호사 모집 [4등급 60대 남자어르신, 13~16시, 주6일]","시급 12,500원 ~ 12,500원",2024-10-14,2024-12-13,"부산광역시 부산진구 백양관문로77번길 145, 개금도개공아파트 (개금동, 개금2지구도개공영구임대아파트)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",사회복지 상담서비스 제공업,,"<td>
              
              [개금동] 재가 요양보호사 모집<br/><br/>- 개금동 도개공아파트<br/>- 4등급 68세 남자어르신(독거)<br/>- 13시~16시 / 주6일 <br/>- 가사 및 일상생활 지원, 강아지있음<br/>- 시급 : 12,500원<br/><br/>- 지원희망하시는 분은 부산진구청 취업정보센터로 전화주세요(☎051-605-6401)<br/><br/>***다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정시간 이나 임금, 근무지 (예정)지 등에 차이가 있을 수 있습니다. 자세한 사항은 근로계약 진행시 채용담당자와 협의하시길 바랍니다.
            </td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBH002410140006&rtnTarget=list9&pageIndex=20&rtnUrl=?,229
고용24,간호사랑주간보호센터,[하단동] 주간보호센터_운전원 구합니다,월급 111만원 이상,2024-10-14,2024-12-13,"부산광역시 사하구 낙동대로 575, 2층 (하단동)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 21시간)",노인 요양 복지시설 운영업,051-220-5692,"<td>
              
              센터 차량 송영(운전) 업무 <br/><br/>주 6일 월~토<br/>07:20~08시50분/16:30~18:30( 1일 3시간 30분)<br/><br/><br/>* 부산 사하새일센터에서 서류전형 채용대행접수 진행중입니다.<br/>지원 문의: 070-4252-5462 실제 구직지원 의사 있는 분들만 접수 부탁드립니다.
            </td>",자동차운전면허1종보통(필수),"(준)고령자(50세이상)
              	운전면허증",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBK002410140003&rtnTarget=list10&pageIndex=20&rtnUrl=?,280
고용24,(주)듀델코리아,[서대신동2가] 대신해모로센트럴 아파트 사우나 미화원 채용 (야간),월급 205만원 ~ 205만원,2024-10-14,2024-12-13,"부산광역시 서구 서대신동2가 대티로 178, , (서대신동2가, 대신해모로센트럴아파트)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 36시간)",경비 및 경호 서비스업,,"<td>
              
              [서대신동2가] 대신해모로센트럴 아파트 사우나 미화원 채용<br/><br/>- 사우나 미화원 1명 채용 (야간)<br/>- 근무시간 : 화~일요일 17:00~24:00 (휴게 1시간, 월요일 휴무)<br/>- 월 급 여 :  2,056,520원<br/>- 지원방법 : 이력서 팩스 접수 (팩스번호 051-243-6013)<br/>- 지원문의 : 관리사무소 051-243-6011<br/>- 근무기간 연장 가능함<br/><br/>* 이력서 상단 '대신해모로 사우나 미화 지원' 반드시 기재 후 전송 바랍니다.<br/>* 사전 약속없이 근무지 (아파트)로 방문하지 않도록 해주시기 바랍니다.<br/>
</td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBA002410140034&rtnTarget=list1&pageIndex=21&rtnUrl=?,385
고용24,더나은재가복지센터,[영선동] 재가요양보호사 모집,"시급 9,860원 이상",2024-10-14,2024-12-13,"부산광역시 영도구 영선동2가 영선대로 98, . (영선동2가, 동부산아이존빌아파트)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 24시간)",방문 복지서비스 제공업,,"<td>
              
              - 영선동 동부산아이존빌 아파트<br/>- 2등급 할아버지 (86)/배우자 거주<br/>- 전반적인 요양업무/화장실 이동시 부축도움/보행운동도움<br/>- 시간: 11:00~15:00 (주6일/4시간)<br/>- 전화 후 방문 : 051-413-6513 / 010-5393-0263<br/>- 최저시급 9,860원+ 각종제수당 포함 = 12,500원
            </td>",요양보호사1급(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBO002410140001&rtnTarget=list2&pageIndex=21&rtnUrl=?,183
고용24,샬롬복지재단,[좌동] 재가 요양보호사 모집,"시급 9,860원 ~ 9,860원",2024-10-14,2024-12-13,"부산광역시 해운대구 양운로 182, . (좌동, 두산1차아파트)",경력 (최소 0년 6 개월 이상) 필수,학력무관,주 6일 근무,노인 요양 복지시설 운영업,,"<td>
              
              [좌동] 24시간 요양보호사 구인<br/><br/>* 근무지 : 해운대구 좌동 두산1차아파트 <br/>* 대상자 : 2등급/90대 초반/ 할머니(독거)<br/>* 근무시간 : 09:00~13:00/주6일<br/>* 업무내용 : 기본 요양업무 및 일상생활지원<br/>* 급      여 : 400만원(주24시간-시급 9,860원(제수당별도)/센터지급/ 나머지는 개인지급/월2회 휴무(1일은 오전 퇴근,오후출근)<br/>* 채용 담당자 : 051- 709-1600 / 010-8522-2070 샬롬복지재단<br/>* 채용담당자 통화후 방문<br/><br/><br/>*실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음
            </td>","요양보호사(필수)
기타 : .","(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBQ002410140007&rtnTarget=list3&pageIndex=21&rtnUrl=?,100
고용24,우리노인복지센터,[덕포동] 재가요양보호사 모집,"시급 9,860원 ~ 9,860원",2024-10-14,2024-12-13,"부산광역시 사상구 백양대로778번길 5, . (덕포동)",관계없음,학력무관,"주 3일 근무
(주 소정근로시간: 9시간)",개인 간병 및 유사 서비스업,,"<td>
              
              [덕포동 주택]<br/>- 조건: 4등급/ 40년생/ 4등급/ 독거<br/>- 시간: 주3일 (월.수.금) / 13:00~16:00(약간의 시간조정가능)<br/>- 시급: 12,400원(주휴및 제수당포함)
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBJ002410140004&rtnTarget=list4&pageIndex=21&rtnUrl=?,216
고용24,한아름재가복지센터,재가요양보호사 모집(반송),"시급 9,860원 이상",2024-10-14,2024-12-13,"부산광역시 해운대구 아랫반송로70번길 43-14, . (반송동, 조양빌라)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 36시간)",사회복지 상담서비스 제공업,,"<td>
              
              ■한아름재가복지센터 <br/>- 근무지: 해운대구 아랫반송로 70번길 43-14<br/>- 3등급, 100세, 여자어르신, 4등급, 70세 남자어르신 /어머님과 아들 케어<br/>- 주 6일, (오전) :11:30 ~ 14:30 , (오후) 17:30 ~ 20:30 (1일 6시간-오전, 오후 시간 협의가능) //공휴일도 근무O<br/>- 시급: 12,500원 (수당포람)<br/>- 접수방법 : 전화 후 접수 문의 - 이력서, 요양보호사자격증(필수)<br/>- 식사 및 일상가사도움<br/>- 문의 : 051-903-1368 /010-6336-1368<br/><br/>*실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자 마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음.
            </td>",요양보호사1급(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBD002410140004&rtnTarget=list5&pageIndex=21&rtnUrl=?,174
고용24,(주)듀델코리아,[구서동] 구서롯데캐슬골드1단지 경비원 채용,"시급 9,860원 ~ 9,860원",2024-10-14,2024-12-13,"부산광역시 금정구 금강로 502, , (구서동, 롯데캐슬골드1단지)",관계없음,학력무관,주 4일 근무,경비 및 경호 서비스업,051-888-6914,"<td>
              
              [구서동] 구서롯데캐슬골드1단지 경비원 채용<br/><br/>ㅁ 모집직종 : 경비원 1명 채용<br/>ㅁ 필수사항 : 일반경비원신임교육 이수 필수<br/>ㅁ 우대사항 : 복지카드 소지자 우대<br/>ㅁ 근무형태 : 격일/일근 근무<br/>ㅁ 근무시간 : 격일근무 - 06:30~익일 06:30 (휴게 주간 3시간, 야간 4시간)<br/>                  일근근무 - 06:30~22:00 (휴게 2시간 / 3.5일에 1회씩 일근 근무)<br/>ㅁ 월 급 여 : 2,334,618원<br/>ㅁ 근무장소 : 금정구 금강로 502 (구서동)<br/>ㅁ 지원방법 : 이력서 팩스 접수 (팩스번호 051-888-6919)<br/>ㅁ 지원문의 : 051-888-6914 (시청 일자리종합센터)<br/><br/>* 이력서 상단 '구서롯데1단지 경비 지원' 기재 후 팩스 전송해 주시기 바랍니다. (미기재시 누락될 수 있음)<br/>* 사전 약속없이 근무지 (아파트)로 방문하는 일이 없도록 해주시기 바랍니다.
            </td>",기타 : 일반경비원신임교육 이수 필수,"장애인
              
              	(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBA002410140004&rtnTarget=list6&pageIndex=21&rtnUrl=?,791
고용24,동건환경,폐기물 분류 작업,월급 240만원 ~ 240만원,2024-10-14,2024-12-13,부산광역시 금정구 수원지로22번길 38 (회동동),관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 40시간)","건설 폐기물 수집, 운반업",,"<td>
              
              동건환경<br/>폐기물 분류작업<br/>주6일 7시~17(휴게시간포함)<br/>월급 240만원<br/>전화 후 방문접수<br/>문의 010-4601-3007<br/>
</td>",관계없음  ,"(준)고령자(50세이상)
              	운전면허증",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBC002410140001&rtnTarget=list7&pageIndex=21&rtnUrl=?,69
고용24,(주)타워씨앤에스,[우동] 더샾 아델리스 오피스텔 여성 사우나실 미화원 구인,월급 206만원 ~ 206만원,2024-10-14,2024-12-13,"부산광역시 해운대구 마린시티3로 51, . (우동)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 40시간)",경비 및 경호 서비스업,,"<td>
              
              [우동] 더샾 아델리스 오피스텔  여성 사우나실 미화원 구인<br/>▶인      원 : 1명 (여성 사우나실)<br/>▶근무장소 : 해운대구 마린시티3로 51<br/>▶근무시간 : (화~금 ) 오전반  07:00 ~15:00( 휴게시간 11:30 ~ 13:00 )<br/>                            오후반 14:30 ~ 22:30( 휴게시간 17:00 ~ 18:30 )<br/>                  (토, 일,공휴일)  오전반  08:00 ~ 15:00  <br/>                                      오후반  14:30~ 21:30 / 격주 주,야간 교대 <br/>                  월요일 휴무<br/>▶급      여 : 206만원<br/>▶필수사항 : 안경 미착용자 및 비흡연자 희망<br/>▶지원방법 : 담당자(010-3579-4788) 통화 후 방문 이력서 제출 요망!<br/>▶경력자 우대<br/>
</td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBQ002410140002&rtnTarget=list8&pageIndex=21&rtnUrl=?,235
고용24,안락홈케어방문요양,[ 민락동 ] 재가요양보호사 모집합니다.,"시급 12,500원 이상",2024-10-14,2024-12-13,"부산광역시 수영구 광안해변로 418, . (민락동, 센텀비치푸르지오)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              [민락동] 재가요양보호사 구인 <br/>- 근무지 : 수영구 광안해변로418 센텀비치푸르지오 <br/>- 대상자 : 4등급 여자어르신(84세)/독거<br/>- 근무시간 : 14:00~17:00 (주 5일, 1일 3시간) <br/>- 케어내용 : 가사지원, 말벗, 일상생활 지원 등<br/>- 시급 : 12,500원(수당포함)<br/><br/>- 채용담당자: 051-528-5279 / 010-8456-5961 [안락홈케어방문요양]<br/><br/>※실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음<br/>
</td>",요양보호사1급(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBM002410140001&rtnTarget=list9&pageIndex=21&rtnUrl=?,255
고용24,사랑나눔재가복지센터,재가요양보호사 모집 합니다,"시급 9,860원 이상",2024-10-14,2024-12-13,"부산광역시 금정구 서부곡로11번길 11, 인근 (부곡동)",관계없음,중졸 ~ 대졸(4년),"주 6일 근무
(주 소정근로시간: 18시간)",방문 복지서비스 제공업,,"<td>
              
              4등급  여자어르신(38년생)<br/><br/>요양보호사 전반적인 업무(신체활동지원, 정서지원, 청소 및 가사, 일상생활지원 등)<br/><br/>*성격 활달하고 책임감이 강하고 요양보호사 업부에 충실할 사람지원바랍니다. <br/><br/>*시급:12900(제수당포함)<br/><br/>** 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=K130042410140016&rtnTarget=list10&pageIndex=21&rtnUrl=?,259
고용24,행복나눔 재가노인복지센터,[만덕동] 긴급돌봄 방문요양보호사 모집,"시급 9,860원 이상",2024-10-14,2024-10-28,"부산광역시 북구 만덕1로 8, - (만덕동, 만덕베르빌아파트)",관계없음,학력무관,"주 3일 근무
(주 소정근로시간: 12시간)",사회복지 상담서비스 제공업,,"<td>
              
              [ 만덕동 만덕베르빌아파트 ]<br/><br/>- 긴급돌봄방문요양보호사  (대상자: 80대후반, 여, 등급X) <br/>- 9:00~13:00 주3일 (월수금)<br/>- 시급12,500원 (주휴수당 +연차수당 포함/기본시급 9,860원) <br/>**  1개월 계약으로 되어 있으나, 연장될수도 있음 **<br/><br/>** 지원희망시 010-7554-3591번으로 연락바랍니다. **
            </td>","요양보호사(필수)
기타 : 요양보호사 1급자격증","(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KF10912410140005&rtnTarget=list1&pageIndex=22&rtnUrl=?,397
고용24,스마일시니어소망재가방문요양센터,[거제동] 재가요양보호사 채용,"시급 9,860원 이상",2024-10-14,2024-10-28,"부산광역시 연제구 거제천로 233, - (거제동, 거제동월드메르디앙아파트)",관계없음,학력무관,"주 4일 근무
(주 소정근로시간: 12시간)",사회복지 상담서비스 제공업,,"<td>
              
              [거제동]재가요양보호사 채용<br/>- 4등급 70대 중반 남자어르신(치매 진단받음. 거동가능)<br/>- 주4일 / 오후1-4시<br/>- 거제월드메르디앙<br/>- 시급 13,500원(기본급9,860원+제수당 포함)<br/>- 산책위주, 말벗지원, 샤워도움<br/>- 스마일시니어재가센터 황경연 010-5739-2013
            </td>",요양보호사1급(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBN002410110007&rtnTarget=list2&pageIndex=22&rtnUrl=?,419
고용24,행복한노인복지요양센터,장애인 활동지원사 모집 (1973년 근육장애 남성),"시급 9,860원 ~ 12,500원",2024-10-14,2024-10-28,부산광역시 부산진구 백양관문로77번길 6 (개금동),관계없음,학력무관,"주 3일 근무
(주 소정근로시간: 18시간)",방문 복지서비스 제공업,,"<td>
              
              [개금동]<br/><br/>* 대상자: 1973년 근육장애 남성  독거<br/>* 주3일 근무 72시간 <br/>* 화,목,토<br/>* 13:40~20:00 (6시간)<br/>* 시급12,500원<br/>* 신체활동 및 가사활동 <br/>* 지원가능자 연락주세요 051)502-8833 / 010-8145-3738<br/>
</td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KF10912410110018&rtnTarget=list3&pageIndex=22&rtnUrl=?,878
고용24,행복한노인복지요양센터,[양정동] 오후/ 주5일 (변경됨) / 재가요양보호사 모집,"시급 9,860원 ~ 9,860원",2024-10-14,2024-10-28,부산광역시 부산진구 중앙대로 926 (양정동),관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              [양정동 하나스테이 근무 ]<br/>- 42년생 5등급 여자어르신 /독거<br/>- 주5일 근무 / 13:00~16:00 <br/>- 시급 12,500원(시급:9,860원, 주휴수당, 연차수당 포함)<br/>- 가사활동, 병원동행, 산책, 인지지원<br/>- 지원문의 051) 502-8833<br/>
</td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KF10912410110016&rtnTarget=list4&pageIndex=22&rtnUrl=?,465
고용24,부산해운대시니어클럽,우리동네 ESG센터 영카페 참여자 모집 공고(부산해운대시니어클럽),"시급 9,860원 ~ 9,860원",2024-10-14,2024-10-28,"부산광역시 해운대구 반송순환로 158, 1층 (반송동)",신입,학력무관,주 5일 근무,사회복지 서비스업,,"<td>
              
              우리동네 ESG센터 영카페 참여자 모집 공고(부산해운대시니어클럽)<br/>** 만 60세 이상만 지원 가능**<br/><br/>▶모집: 6명<br/>▶근무기간: 2024년 10~12월<br/>▶업무: 카페 음료 제조, 다과 포장, 판매 등 <br/>▶근무지: 해운대구 반송순환로 158, 1층 (반송 시니어클럽) 영카페<br/>▶근무시간: 8:30~17:30 중에 1일 3-4시간, 주2~3일 근무<br/> (월 근무편성표에 따름)<br/>▶급여: 시급 9,860원           <br/>▶고용보험, 산재보험 가입 <br/>▶접수 마감일: 10/18(금), 18시 도착분까지<br/>▶접수방법: 방문 (토-일, 공휴일 접수 불가 및 대리접수 불가)<br/>▶제출서류: 신청서, 동의서, 주민등록등본,<br/> *가족관계증명서*배우자와 주민등록표상 세대 분리되어 있거나, 배우자가 주민등록등본에 없는 경우 한하여 제출)<br/>▶문의: 051-784-9141 (해운대시니어클럽)<br/><br/>*참여 제외자<br/>-건강보험직장가입자, 사업자등록증 소지자<br/>-일자리 지원사업 참여자<br/>-기초생활수급자
            </td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KF10932410110001&rtnTarget=list5&pageIndex=22&rtnUrl=?,623
