출처,기업명,제목,급여,등록일,마감일,근무지역,경력,학력,근무형태,근무직종,연락처,세부내용,자격면허,링크
워크넷,자성재가복지센터,[괴정동] 재가요양보호사 선생님 모집합니다,"시급 9,860원 이상",24/09/10,정보 없음,"부산광역시 사하구 사하로 166, 인근 주택 (괴정동)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              [ 괴정동 크로바호텔 인근 ]<br/><br/>- 3등급 84세 여자어르신케어 <br/>- 9:30~12:30 주5일  <br/>- 식사, 가사 및 일상생활 지원 등 <br/>- 명절 이후 근무예정<br/>- 시급 12,500원 (시급 9,860원 + 주휴수당, 연차수당 별도 지급 포함))<br/>- 010-5594-4966
            </td>",요양보호사1급(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10912409100007&rtnTarget=list5
워크넷,사상재가방문요양센터,[감전동] 재가요양보호사 모집,"시급 9,860원 이상",24/09/10,정보 없음,"부산광역시 사상구 새벽로 141, 새벽시장인근 (감전동)",경력 (최소 0년 1 개월 이상) 우대,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",방문 복지서비스 제공업,,"<td>
              
              - 3등급 할머니(80대/독거)<br/>- 감전동 새벽시장 인근 빌라<br/>- 일반적인 요양보호사 업무<br/>- 주 6일, 오전 9~12시(월24회)<br/>- 시급 9,860원 (주휴수당 등 발생시 별도 지급)
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBJ002409100004&rtnTarget=list6
워크넷,온누리재가노인복지센터,[다대동] 재가요양보호사 모집,"시급 9,860원 ~ 12,700원",24/09/10,24/09/24 마감,"부산광역시 사하구 다대로 430, . (다대동, 다대3지구도개공아파트)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",노인 요양 복지시설 운영업,,"<td>
              
              [다대동] 재가요양보호사 모집합니다.<br/><br/>- 사하구 다대로 430, 다대3지구 도개공아파트<br/>- 4등급 70대 초반 남자어르신/ 독거, 거동가능<br/>- 주6일(월~토)/ 오후 13:00~16:00 <br/>- 시급 : 9,860원 (수당포함 시 약 12,700원)<br/>- 신체적, 가사 및 일상생활지원<br/><br/>※문의 070-4603-3506 [온누리재가노인복지센터] ※
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBG002409100003&rtnTarget=list7
워크넷,부산어울림장애인자립생활센터,괴정동 장애인활동지원사 구인,"시급 12,500원 이상",24/09/10,24/09/30 마감,"부산광역시 사하구 사하로 182, . (괴정동, IDS 아델하임)",관계없음,학력무관,주 6일 근무,사회복지 상담서비스 제공업,051-220-5696,"<td>
              
              괴정동 40대 시각장애 남자이용자 월 180시간 활동지원사님 구합니다.<br/><br/>1. 근무요건 : 월~토 / <br/>                 월~금    07:00~10:00/18:00~21:00<br/>                 토요일 : 08:00~19:00<br/>2. 근무내용 및 요건 : 괴정에서 영도까지 출퇴근 도움 및 가사(청소, 세탁, 반찬 등)활동 도움. 차량지원가능한 활동지원사 희망.(유류비 지원) <br/><br/><br/>*장애인활동지원사 수료증 필수<br/><br/><br/>* 부산 사하구청 일자리지원센터에서 서류전형 채용대행접수 진행중입니다. <br/>지원 문의: 051-220-5696 실제 구직지원 의사 있는 분들만 접수 부탁드립니다.
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K130052409100004&rtnTarget=list8
워크넷,(주)참조은재가복지센터,[당감동] 재가요양보호사 모집,"시급 9,860원 ~ 12,500원",24/09/10,24/11/09 마감,"부산광역시 부산진구 백양순환로35번길 43, . (당감동, 태우선파크 아파트)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",방문 복지서비스 제공업,,"<td>
              
              [당감동] 재가요양보호사 모집합니다.<br/><br/>- 백양순환로 35번길 43/ 태우 선파크 아파트 <br/>- 4등급 85세 남자어르신/배우자 거주<br/>- 주6일(월~토)/ 09:00~12:00<br/>- 시급 : 9,860원(수당포함 시 약 12,500원) <br/>- 가사지원(청소,식사), 말벗 위주 지원<br/>- 거동은 거주지 내에서만 가능, 병원은 자녀들이 케어함.<br/>  <br/>※ 문의 010-9774-1268 / 051-553-5123  [(주)참조은재가복지센터] ※
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBG002409100002&rtnTarget=list9
워크넷,온누리재가복지센터,[개금동] 재가 요양보호사 모집,"시급 9,860원 ~ 12,500원",24/09/10,정보 없음,"부산광역시 부산진구 복지로13번길 68, 인근 (개금동)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",보건 및 복지 행정,,"<td>
              
              - 개금 골목시장 인근<br/>- 4등급 80대 할머니(독거)<br/>- 거동 가능<br/>- 일상생활 지원<br/>- 주 6일 9시~12시<br/>- 문의: 010-8901-1259
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10912409100002&rtnTarget=list10
워크넷,다시봄요양병원,병원식당 조리원 구합니다.,월급 250만원 ~ 255만원,24/09/10,정보 없음,"부산광역시 해운대구 해운대로 604, 5~10층 (우동)",경력 (최소 1년 0 개월 이상) 우대,학력무관,"주 5일 근무
(주 소정근로시간: 40시간)",요양 병원,,"<td>
              
              [우동] 주방보조 1명 모집<br/><br/>- 근 무 지 : 다시봄요양병원 (구 해운대역부근)<br/>- 직무내용 : 조리전처리, 상차림, 배식, 설거지 등 <br/>- 근무시간 : 6:00~18:30 (주5일, 휴무일 총 9일-로테이션)<br/>- 휴게시간 : 7:30~8:30  (총 3시간 30분)<br/>                12:00~13:00<br/>                14:00~15:30<br/>- 월 급 여  :  2,500,000 ~ 2,550,000원<br/>- 채용담당 : 051-741-5666/ 01063414666<br/><br/>
</td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBQ002409100001&rtnTarget=list1
워크넷,효나눔복지센터,[대청동] 요양보호사님 모십니다,"시급 9,860원 ~ 12,600원",24/09/10,정보 없음,"부산광역시 중구 대청동2가 복병산길3번길 8 (대청동2가, 양지주택)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",공공관계 서비스업,,"<td>
              
              ● 대청동 / 건강만세 365병원 뒤 (복병산길3번길8)<br/>● 4등급 97세 여자어르신  / 아드님 거주하나 일하러 나가심<br/>● 거동 가능, 일상생활 도움<br/>● 주5일 / 오후 1시~4시 또는 3시~6시 (격주로 근무시간 변경)<br/>● 시급 12,600원 (9,860원+제수당포함)<br/> <br/>※ 동 구인은 실제 서비스 제공 기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정 근로 시간이나 임금, 근무(예정) 등에 차이가 있을 수 있음
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBP002409100001&rtnTarget=list2
워크넷,주식회사라다,해운대 상가 경비원 모집,월급 193만원 이상,24/09/10,정보 없음,"부산광역시 해운대구 세실로 30, .. (좌동, 경동지플러스)",관계없음,학력무관,"주 4일 근무
(주 소정근로시간: 39시간)",경비 및 경호 서비스업,051-310-4226,"<td>
              
              [[사상구청 채용대행 구인건 입니다]]<br/><br/>- 해운대 상가 경비원 모집<br/>- 근무시간 : 09:00~09:00(격일)/ 휴게시간: 주간 5시간, 야간 6시간 45분<br/>- 임금: 1,930,660원<br/>- 경비교육이수 필수<br/><br/>- 담당자에게 안내 받으시길 바랍니다 (051-310-4226)
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBJ002409100001&rtnTarget=list3
워크넷,국민방문요양센터,[감천동] 재가요양보호사 채용,"시급 9,860원 이상",24/09/09,정보 없음,"부산광역시 사하구 옥천로70번나길 8, , (감천동)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              [감천동] 재가요양보호사 채용<br/><br/>- 4등급 할머님 (70대 중반, 독거)<br/>- 주5일 근무, 오전 9시~12시<br/>- 근무장소 : 사하구 옥천로 70번 나길 8 (감천동)<br/>- 급여사항 : 시급 9,860원, 주휴수당 1,972원, 연차수당 568원, 기타수당 200원<br/>- 신체지원, 정서지원, 가사 및 일상생활지원 등<br/>- 지원문의 : 051-939-9002 (국민방문요양센터)<br/>
</td>",요양보호사1급(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBA002409090008&rtnTarget=list4
워크넷,국민방문요양센터,[하단동] 재가요양보호사 채용,"시급 9,860원 이상",24/09/09,정보 없음,"부산광역시 사하구 하신번영로 233, 가락타운2단지 (하단동, 가락타운2·3단지)",관계없음,학력무관,"주 3일 근무
(주 소정근로시간: 9시간)",방문 복지서비스 제공업,,"<td>
              
              [하단동] 재가요양보호사 채용<br/><br/>- 4등급 할머님 (90대 초반, 독거)<br/>- 주3일 (월수금) 근무, 오전 9시~12시<br/>- 근무장소 : 사하구 하신번영로 233 (하단동, 가락타운 2단지)<br/>- 급여사항 : 시급 9,860원, 주휴수당 1,972원, 연차수당 568원, 기타수당 200원<br/>- 신체지원, 정서지원, 가사 및 일상생활지원 등<br/>- 지원문의 : 051-939-9002 (국민방문요양센터)<br/>
</td>",요양보호사1급(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBA002409090007&rtnTarget=list5
워크넷,국민방문요양센터,[강서구 명지동] 재가요양보호사 채용,"시급 9,860원 이상",24/09/09,정보 없음,"부산광역시 강서구 명지오션시티12로 10, , (명지동, 엘크루솔마레)",관계없음,학력무관,"주 3일 근무
(주 소정근로시간: 12시간)",방문 복지서비스 제공업,,"<td>
              
              [강서구 명지동] 재가요양보호사 채용<br/><br/>- 2등급 할아버님 (80대 후반, 독거), 기저귀 케어 X<br/>- 주3일 근무, 오후 15시~19시 (1일 4시간)<br/>- 근무장소 : 강서구 명지오션시티 12로 10 (엘클루솔마레 아파트)<br/>- 급여사항 : 시급 9,860원, 주휴수당 1,972원, 연차수당 568원, 기타수당 200원 (중증가산수당 별도)<br/>- 신체지원, 정서지원, 가사 및 일상생활지원 등<br/>- 지원문의 : 051-939-9002 (국민방문요양센터)<br/><br/>
</td>",요양보호사1급(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBA002409090006&rtnTarget=list6
워크넷,의료법인성은의료재단연산요양병원,[연산동] 연산요양병원 요양보호사 채용,"일급 100,000원 ~ 100,000원",24/09/09,정보 없음,"부산광역시 연제구 배산북로 50, 연산요양병원 (연산동)",관계없음,학력무관,주 4일 근무,요양 병원,,"<td>
              
              [연산동] 연산요양병원 요양보호사 채용<br/><br/>* 요양병원 요보호사 2명 채용<br/>* 2교대 근무, 1개동 4명 근무 (4명 순환근무)  <br/>  주간 07:00~18:00 ( 휴게 12:30~13:30, 조식,중식 제공), 야간 18:00~익일 07:00 (수면시간 23:00~04:00) <br/>* 급여 : 일급 100,000원<br/>* 근무장소 : 부산시 연제구 배산북로 50 (연산요양병원), 지하철 배산역 6번 출구 인근 (셔틀버스 운행)<br/>* 우대사항 : 요양보호사 1급 소지자<br/>* 지원방법 : 이력서 팩스 접수<br/>* 팩스번호 : 051-861-0007 (이력서 상단 ""요양보호사 지원"" 반드시 기재)<br/>* 지원문의 : 010-6761-0329<br/>
</td>",요양보호사1급(우대),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBA002409090005&rtnTarget=list7
워크넷,（자）동림상사,[삼락동] 동림상사 주류 배송납품 사원 모집,월급 254만원 ~ 254만원,24/09/09,정보 없음,"부산광역시 사상구 낙동대로1446번길 20, . (삼락동)",관계없음,고졸 ~ 대졸(4년),"주 5일 근무
(주 소정근로시간: 40시간)",주류 도매업,,"<td>
              
              [삼락동] 동림상사 주류 배송납품 사원 모집 <br/><br/>-근무지 : 사상구 낙동대로 1446번길 20 (자)동림상사<br/>-근무시간 : 8시~ 17시 (주5일)<br/>-근무내용 : 주류 납품 배송 (신입 가능, 경력자 환영) <br/>                * 1인 혹은  2인 탑승하여 정해진 구역 주류 배송업무입니다.<br/>-급여 : 월급 254만원~(경력자 협의가능) (상여금별도/ 1년 후 200%, 1년 미만 차등지급)<br/><br/>문의사항은 부산진구청 취업정보센터로 전화주세요(☎051-605-6401)<br/><br/>다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다.<br/><br/><br/><br/>
</td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBH002409090005&rtnTarget=list8
워크넷,(주)듀델코리아,[남구 용호동] GS하이츠자이 집하장 미화원 채용,"시급 9,860원 ~ 9,860원",24/09/09,정보 없음,"부산광역시 남구 신선로 566, , (용호동, GS하이츠자이)",관계없음,학력무관,주 6일 근무,경비 및 경호 서비스업,,"<td>
              
              [남구 용호동] GS하이츠자이 집하장 미화원 채용<br/><br/>- 아파트 집하장 미화원 1명 채용<br/>- 근무시간 : 주6일 근무 (화요일 휴무)<br/>                수~일요일 9:00~12:00, 월요일 9:00~16:30 (휴게 1시간 포함)<br/>- 급여 : 월 1,804,380원<br/>- 1개월씩 근로계약 연장<br/>- 지원문의 : 미화반장 연락 후 면접 문의 (010-9665-5241)<br/><br/>* 사전 약속없이 근무지 (아파트)로 방문하는 경우가 없도록 해주시기 바랍니다.
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBA002409090004&rtnTarget=list9
워크넷,화진산업,섬유염색가공 공무 모집(에너지관리기능사 자격증 필수),"연봉 4,200만원 ~ 4,300만원",24/09/09,정보 없음,"부산광역시 사하구 신산로13번길 26, 화진산업",경력 (최소 10년 0 개월 이상) 필수,고졸 ~ 대졸(4년),"주 5일 근무
(주 소정근로시간: 40시간)","직물, 편조원단 및 의복류 염색 가공업",,"<td>
              
              섬유염색기계 정비
<br/>에너지관리 기능사(보일러 기사) 자격증 보유
<br/>각종 공무일지 작성
            </td>","에너지관리기능사(필수)
기타 : 또는 보일러기사자격증(필수)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K130052409090026&rtnTarget=list10
워크넷,감동재가복지센터,[ 남천동 ] 재가요양보호사 모집,"시급 12,500원 ~ 12,500원",24/09/09,정보 없음,"부산광역시 수영구 남천동로 41, . (남천동, 남천동 코오롱 하늘채 골든비치)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",그 외 기타 비거주 복지 서비스업,,"<td>
              
              [ 남천동 ] 재가요양보호사 모집합니다.<br/><br/>✔ 근무지 : 수영구 남천동로 41, 대상자 거주지<br/>✔ 대상자 :  4등급 여자어르신(87세)<br/>✔ 근무시간 : 09:00~12:00(3시간), 주5일<br/>✔ 케어내용 : 가사 및 일상생활지원 등 요양보호 업무<br/>✔ 시급 : 12,500원(제수당 포함)<br/><br/>- 채용담당자 : 051-905-5522 [ 감동재가복지센터 ]
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBM002409090004&rtnTarget=list1
워크넷,베테랑 병원,베테랑병원 조리사 조리원 모집,월급 238만원 ~ 300만원,24/09/09,24/10/01 마감,"부산광역시 연제구 중앙대로 1098, 한진에셋빌딩 11F 베테랑병원 (연산동, 한진에셋빌딩)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 40시간)",그 외 기타 보건업,,"<td>
              
              우리는 의료 분야에서 차별화된 의료 서비스를 제공하는 병원입니다. 우리의 의료진은 넓은 전문성과 철저한 치료 계획으로 환자들에게 최상의 결과를 약속합니다. 환자의 건강과 웰빙을 위해 최선을 다하는 저희와 함께하면 환자들은 안정과 편안함을 느낄 수 있습니다.<br/><br/>[모집분야] 베테랑병원 조리사 조리원 모집<br/><br/><br/>[주요업무]<br/>-병원 내 식사 준비 및 조리 업무를 담당합니다.<br/>-위생관리 및 청결 유지에 힘씁니다.<br/>-식단 계획에 따라 식재료를 준비하고 조리합니다.<br/>-식사 배식 및 잔반 처리 업무를 수행합니다.<br/>-조리 기구 및 장비의 유지보수 업무를 담당합니다.<br/><br/>[자격요견]<br/>-조리사 자격증을 소지하고 계신 분을 우대합니다.<br/>-위생 관리 및 청결 유지에 철저하신 분을 찾고 있습니다.<br/>-팀워크와 협업에 능숙하신 분을 환영합니다.<br/>=신체 건강하고 성실하신 분을 모집합니다.<br/><br/>[복리후생]<br/>-4대 보험 가입 혜택을 제공합니다.<br/>-연차 및 휴가 제도를 운영하고 있습니다.<br/>-중식 및 석식 제공 혜택이 있습니다.<br/>-근무복 및 조리 도구를 지원합니다.<br/>-정기 건강 검진을 실시합니다.<br/><br/><br/>&lt;&lt;수습기간있음(2개월)&gt;&gt;
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K130042409090054&rtnTarget=list2
워크넷,가림재가복지센터,요양보호사 선생님 구인합니다.,"시급 9,860원 ~ 9,860원",24/09/09,24/11/08 마감,"부산광역시 부산진구 진사로77번길 20 (개금동, 국민주택)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,051-326-7600,"<td>
              
              67세 독거 남자어르신/인지활동프로그램<br/>가사, 식사, 말벗, 약타기, 병원동행 등 요양보호사 전체 직무<br/>식사/치매 교육 이수자 구인<br/><br/>근무지 : 부산진구 진사로77번길 20<br/><br/>시급 : 9,860원+수당 총 12,400원<br/><br/>※사상여성새로일하기센터 채용대행 건입니다. 지원 희망 시 아래 번호로 전화 먼저 주세요.<br/>☏010-4417-0890<br/>
</td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10102409090001&rtnTarget=list3
워크넷,비지팅엔젤스부산해운대방문요양지점,<오전 재가요양보호사 모집>,"시급 12,500원 ~ 12,500원",24/09/09,24/10/08 마감,부산광역시 해운대구 재반로 55 (재송동),관계없음,학력무관,주 6일 근무,방문 복지서비스 제공업,,"<td>
              
              [재가요양보호사 모집]<br/>--근무지:해운대로 61번길 61-1 더샵센텀그린아파트<br/>--4등급 할아버지 (배우자 동거) <br/>--기저귀케어,청소, 산책동행 등 <br/>--9시~12시(주6일) <br/>--12.500원<br/>--접수방법: 채용담당자 통화 ☎051-715-6969/010-2027-8398 *비지팅엔젤스 해운대방문요양*<br/><br/>
</td>",요양보호사2급(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10932409090004&rtnTarget=list4
워크넷,으뜸재가복지센터,[범일동] 재가요양보호사 모집,"시급 9,860원 ~ 12,500원",24/09/09,정보 없음,"부산광역시 동구 범내남로22번길 15, . (범일동)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              [범일동] 재가요양보호사 모집합니다.<br/><br/>- 범일초등학교 9분거리, 범곡새마을금고 인근 <br/>- 4등급 90대초반 여자어르신 / 독거<br/>- 가사 및 일상생활지원, 목욕도움 등<br/>- 주 5일 / 12:30~15:30(시간조정 가능) <br/>- 시급 9,860원(수당 제외/ 포함시 약 12,500원)<br/><br/>※ 으뜸재가복지센터 : 051-527-5556 / 010-5029-7695 ※ <br/>
</td>","요양보호사(필수) ,
요양보호사1급(필수)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBG002409090010&rtnTarget=list5
워크넷,칠암재가복지센터,긴급돌봄 방문요양보호사 모집(반여동),"시급 9,860원 이상",24/09/09,정보 없음,"부산광역시 해운대구 재반로212번길 7-29, . (반여동, 동호빌라)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              1. 업  체 명 : 칠암재가복지센터 (기장센터) (긴급돌봄)<br/>2. 근무주소 : 해운대구 재반로212번길<br/>3. 모집직종 : 긴급돌봄방문요양보호사 여1명 (대상자:84세, 여 , 독거, 등급X)           <br/>                * 청소, 말벗, 가사 및 일상생활지원           <br/>4. 우대사항 : 요양보호사자격증(필수)<br/>5. 근무시간 : 주 5일  오전3시간 또는 오후3시간 (조정가능)<br/>6. 급여사항 : 시급 13,500원(수당포함)<br/>7. 복리후생 : 4대보험<br/>8. 접수방법 : 전화 후 방문-이력서, 자격증사본 <br/>9. 문의 : 051-727-3990 / 010-8127-3990<br/><br/>** 실제 서비스 제공기간에 따라 임금을 계산하여  지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음.
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBD002409090003&rtnTarget=list6
워크넷,(주)듀델코리아,[구서동] 롯데캐슬1단지 아파트 미화원 채용,"시급 9,860원 ~ 9,860원",24/09/09,정보 없음,"부산광역시 금정구 금강로 502, , (구서동, 롯데캐슬골드1단지)",관계없음,학력무관,주 6일 근무,경비 및 경호 서비스업,,"<td>
              
              [구서동] 롯데캐슬1단지 아파트 미화원 채용<br/><br/>- 아파트 미화원 1명 채용<br/>- 근무시간 : 주6일 근무, 평일 9:00~16:00 (휴게 12:00~13:00), 토요일 9:00~12:00<br/>- 급여 : 월 1,696,200원<br/>- 복지카드 소지자 우대<br/>- 지원방법 : 이력서 팩스 제출 (팩스번호070-4275-5369)<br/>- 지원문의 : 051-807-7560<br/><br/>* 이력서 상단 ""구서동 롯데캐슬 1단지 미화원 지원"" 반드시 기재 후 전송 <br/>* 사전 약속없이 근무지 (아파트)로 방문하는 경우가 없도록 해주시기 바랍니다.
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBA002409090003&rtnTarget=list7
워크넷,승민수산,[다대동]자반공등어 가공업체 작업장근무자 구인,월급 250만원 이상,24/09/09,정보 없음,"부산광역시 사하구 다대로605번길 9, 3층 1호 (다대동)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 40시간)","신선, 냉동 및 기타 수산물 도매업",051-220-5692,"<td>
              
               [다대동] 수산물(고등어 자반) 가공공장 작업장근로자 구인 <br/>- 업무: 자반고등어(냉동) 운반,포장,출고,정리 등등<br/>- 근무시간 08:30~18시 주5일(휴게시간: 12~13시 15:30~16시)<br/>- 급여: 250만원 <br/>- 운전면허1종소지자<br/><br/>* 사하구청 일자리센터 채용대행 입니다 지원문의 220-5692 전화주세요 
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBK002409090002&rtnTarget=list8
워크넷,스마일시니어맘재가방문요양센터,[우동] 재가 요양보호사 구인,"시급 13,000원 ~ 13,000원",24/09/09,정보 없음,"부산광역시 해운대구 해운대해변로 163, 현대베네시티아파트 (우동, 현대베네시티아파트)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",노인 요양 복지시설 운영업,,"<td>
              
              스마일시니어 맘 재가방문요양센터 / 문의처: 전영순 센터장 051-781-7818<br/>- 근무지: 해운대해변로 163, 현대베네시티아파트 <br/>- 대상자: 3등급 90대초반 여자어르신<br/>- 근무내용: 어르신방만 청소, 기저귀케어, 주로 누워 생활하심, 식사 준비 보호자가 해놓고 가심<br/>- 근무시간: 주6일 / 9~12시 (10~13시 협의 가능)<br/>- 시급: 13,000원(수당포함)
            </td>",요양보호사1급(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10932409090003&rtnTarget=list9
워크넷,다솜재가복지센터,[동의대역] 재가요양보호사 채용(치매교육이수자만 지원가능),"시급 9,860원 이상",24/09/09,정보 없음,"부산광역시 부산진구 가야대로 531, - (가야동, 가야동원로얄듀크)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",그 외 기타 보건업,,"<td>
              
              [동의대역] 재가요양보호사 채용(치매교육이수자만 지원가능)<br/>* 5등급 할아버지(독거)<br/>* 주5일 / 10-13시<br/>* 2호선 동의대역 인근 가야동원로얄듀크<br/>* 가사지원, 점심준비<br/>* 시급 12,500원(기본9,860원 + 제수당 포함)<br/>* 다솜재가센터 최금주 010-9373-7750<br/><br/>※실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음<br/>
</td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBN002409090005&rtnTarget=list10
워크넷,삼원개발,[당리동] 가사도우미,월급 200만원 ~ 200만원,24/09/09,정보 없음,"부산광역시 사하구 승학로71번길 30, 102동 (당리동, 당리푸르지오)",경력 (최소 2년 0 개월 이상) 우대,학력무관,"주 5일 근무
(주 소정근로시간: 30시간)",비주거용 부동산 관리업,,"<td>
              
              가사업무에 관련된 전반적인 업무(요리, 청소 등)
<br/>- 근무시간: 07:00~15:00  /주5일
<br/>- 임금: 200만원
<br/>- 문의: 051-203-8442 / 010-6766-2178 연락주세요
<br/>
<br/>* 구직급여 수급 위한 지원은 지양해 주시고 실제 근무 가능하신 분만 지원 부탁드립니다.
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K130052409090019&rtnTarget=list1
