id,combined,label,label2
603,2023년 좌광천변 종합관리 기간제근로자 추가채용,,
604,2023년 온천천관리 기간제근로자 채용 공고,,
605,동래구 자원봉사센터 유급실무자 채용 재공고,,
606,부산소방본부 구급상담요원(기간제노동자) 채용 공고,,
607,2023년 코로나19 대응 재택치료 기간제근로자 채용 공고,,
608,2023년 만덕도서관 기간제근로자 채용공고,,
609,동래구 국민체육센터 기간제근로자(헬스지도자) 채용 공고,,
610,2023년 옥외광고물(도로점용료 부과 대상) 현지 전수조사 기간제 근로자 채용 공고,,
611,LH 부산울산지역본부 기간제근로자 채용공고,,
612,부산광역시 남구 시간선택제임기제공무원(건강생활지원센터 간호사) 경력경쟁 임용시험 공고,,
613,2023년 장애인복지일자리(참여형)사업 참여자 모집공고,,
614,(재공고) 2022년 경로당행정지원단운영 참여자 모집,,
615,(재)부산여성가족개발원 기간제근로자(경력보유여성 일자리 창출 및 사회서비스 지원 사업) 채용 공고,,
616,금정구청 부설주차장 관리 기간제 근로자 채용공고,,
617,정례회 기간제근로자(속기사) 채용 공고,,
618,동래구국민체육센터 기간제근로자 채용 공고,,
619,2022년 철마면 하반기 도로변 풀베기 기간제근로자 추가 채용 계획,,
620,철마면 고촌안평마을복지회관 청사관리 및 프로그램 운영 기간제근로자 채용 공고,,
621,기장군도시관리공단 2022년도 제17회 기간제근로자 공개채용 공고,,
622,2022년 4차 연제형일자리사업 및 4단계 공공근로사업 참여자 모집 공고,,
623,2022년 동래구 지역아동센터 파견 아동복지교사(기간제근로자) 추가 채용 공고,,
624,기장군 환경통합관제센터 측정감시(사무보조원) 기간제근로자 채용 공고,,
625,2022년 가을철 ~ 2023년 봄철 산불방지 기간제근로자 채용공고,,
626,,,
627,2022년 영도구 기간제 아동복지교사(전일근무) 추가 채용 공고,,
628,거제국민체육센터 시간강사(필라테스) 채용재공고,,
629,남구빙상장 기간제근로자(빙상지도자) 채용공고,,
630,부산광역시 동구 임기제 공무원 채용계획 공고(데이터기반 정책기획),,
631,한국남부발전(주) 2022년 하반기 채용형인턴 및 후생담당원(조리원) 및 전문경력직(기술차장) 채용공고,,
632,,,
633,2022년 금정구보건소 금연지도원 모집 재공고,,
634,편집 기간제근로자 채용 공고,,
635,(재)부산국제교류재단 대체인력(기간제근로자) 채용 공고,,
636,2022년 하반기 인재개발원 기간제 노동자(식당근무)채용 재공고,,
637,부산진여성새로일하기센터 취업상담사 모집,,
638,고령자인재은행 전담 직업상담사 채용공고,,
639,남구빙상장 기간제근로자(시설관리) 채용공고,,
640,2022년도 하반기 부산환경공단 신규직원(공무직) 채용 공고,,
641,2022년도 정관노인복지관(장안읍노인회관) 평생교육프로그램 시간강사 채용 공고,,
642,2022년 저류지 내 정비사업 기간제근로자 채용공고,,
643,2022년 일광읍 하반기 주민자치 프로그램 강사채용 공고,,
644,부산동부해바라기센터 신규 상담원 채용 공고,,
645,부산광역시장애인체육회 장애인생활체육지도자 채용 공고,,
646,부산관광공사 무기계약직(운전원) 공개경쟁채용 공고,,
647,남구국민체육센터 프로그램 시간강사(수영 안전요원),,
648,2022년도 제2회 부산광역시 북구 임기제공무원 채용시험 재공고,,
649,2022 동래구 아이돌보미 모집안내,,
650,치매안심센터 간호사 및 사회복지사 시간선택제임기제공무원 채용 계획 공고,,
651,스포원 육아휴직 대체 기간제근로자 채용 2차 재공고,,
652,기장군 환경통합관제센터 환경감시 기간제근로자 채용공고,,
653,2022년 지역사회건강조사 조사원 모집공고,,
654,2022년 하반기 공중화장실 시설물 관리 및 청소 업무 기간제근로자 채용계획,,
655,부산광역시 남구 교통유발부담금 부과대상 시설물 조사 기간제근로자 채용계획 공고,,
656,재단법인 부산정보산업진흥원 사업계약직 채용공고,,
657,재단법인 부산정보산업진흥원 일반계약직 채용공고,,
658,채용,,
659,사상도서관 기간제근로자 채용공고,,
660,2022년 지역사회건강조사 조사원 모집 공고,,
661,아시아태평양도시 관광진흥기구(TPO) 사무국 직원 채용,,
662,영도구 시간선택제임기제공무원(지방운전원) 채용계획 공고,,
663,부산예술회관 직원 채용공고(시설 및 대관업무),,
664,동래구 문화시설사업소 기간제근로자(청소업무) 채용 공고,,
665,금정구청사 부설주차장 관리 기간제근로자 채용 공고,,
666,22년 하반기 강서구 구인·구직 개척단 채용 공고,,
667,2022년도 하반기 망미도서관 청사관리 기간제근로자 채용 공고,,
668,2022년도 하반기 지역공동체일자리사업 참여자 모집 공고,,
669,2022년 제3단계 공공근로사업 참여자 모집 공고,,
670,"부산광역시 북구「2022년 하반기 구인구직개척단,북이 일자리 발굴단」모집 공고",,
671,재활용품선별장기간제근로자(운전원 대체인력)채용공고,,
672,부산도시공사 기간제사원 모집공고,,
673,2022년 교통유발부담금 기간제근로자 채용공고,,
674,부산여성가족개발원 기간제근로자 채용 공고,,
675,남구(분포)도서관 개관시간 연장사업 및 어린이자료실 이용시간 연장사업 기간제근로자 채용 공고,,
676,여성긴급전화1366 부산센터 직원 채용 공고,,
677,2022년 금정구보건소 여성어린이특화사업(모자보건사업) 기간제근로자 채용,,
678,2022년 부산광역시 강서구 교통유발부담금 시설물조사 기간제근로자 채용 공고,,
679,(재공고) 2022년 경로당행정지원단운영 참여자 모집,,
680,(재)부산복지개발원 긴급돌봄 전담인력 및 육아휴직 대체인력 공개채용 공고,,
681,「우리동네 골목방역단」수영동 기간제근로자 채용공고,,
682,2022년 교통유발부담금 기간제근로자 채용 공고,,
683,부산광역시체육시설관리사업소 강서체육공원 기간제 채용 공고,,
684,2022년 부산시설공단 금강공원 참나무시들음병 예방 끈끈이롤트랩 설치를 위한 기간제근로자 채용,,
685,부산광역시의회 시간선택제임기제공무원 임용시험 공고,,
686,부산도시철도운영서비스(주) 경력사원 채용공고,,
687,2022년 기장군 선진교통과 기간제근로자(교통유발부담금 현장조사요원) 채용 공고,,
688,사하구(도시정비과)에서 불법광고물 정비 등 업무 보조를 위한 기간제근로자를 다음과 같이 모집,,
689,부산광역시 영도구 청원경찰 채용시험 시행공고,,
690,(재)부산창조경제혁신센터 직원 채용 공고,,
691,부산광역시장애인체육회 기간제근로자 채용 공고,,
692,(재)연제구상권활성화재단 사무국 직원 채용 공고,,
693,2022년 계량기 정기검사 전수조사원 채용공고,,
694,2022년 계량기 정기검사 전수조사원 채용공고,,
695,"닭고기 가공업체 택배포장 / 단순생산직 직원 모집 / 포장·검사, 농수산물 가공·식품 제조",,
696,"초보가능/ 조문객 서빙도우미/ 상례사/ 웨딩플래너 모집] 투잡/ 부업 / 서빙·포장, 상조·웨딩·연회",,
697,"(박해윤통영해물밥상 ) 동래점- 주방 찬 담당자 광안점 -주방,홀서빙 정직및 파트 남여 / 주방·주방보조·설거지, 서빙·포장, 요리·서빙 기타",,
698,(신라농원) 숯불장치 직원 모집합니다 / 요리·서빙 기타,,
699,"오바사, 본봉사, 삼봉사, 완성공, 시다공 모집 / 섬유·재단·미싱, 생산·제조·조립·인쇄",,
700,"(부산브이호텔) 청소 /주간 카운터 직원 구합니다 / 모텔·호텔·숙박, 청소·미화·방역",,
701,"마린시티 샤브만찬에서 신규오픈 직원을 모집합니다 (주방 1명/홀 1명 모집) / 주방·주방보조·설거지, 서빙·포장",,
702,"강화유리 자동재단기사 //  생산.현장직(초보)/유리재단기사(경력) / 생산·제조·조립·인쇄, 포장·검사, 건설·토목 기타",,
703,"하방맨2기모집.활발하고 적극적이신 분 지원하세요.바퀴벌레퇴치 전문영업팀 모집.당일지급 / 서비스 기타, 청소·미화·방역",,
704,숲사랑어린이집 / 어린이집 조리사 구인 공고 / 어린이집 조리사               ,,
705,아쿠아셀 / 환경기계설비 연구개발 및 공사 프로젝트 매니저 업무 수행,,
706,"웰니스병원 / 기타보건의료종사원 구인 공고 / 기타 보건의료 종사원 의료기구 및 병실 베드 관리, 환자 이동 및 보조 ",,
707,수요양병원 / 조리사 구인 공고 / 조리사,,
708,효성프라요양병원 / 간호조무사 구인 공고 / 간호조무사,,
709,진흥산업 / 변압기 용접원 구인 공고 /                                     변압기 내 외부 용접                                                   ,,
710,수변최고 해운대점 / 조리사 구인 공고 /                                     조리사 (유관경력 우대)                                                  ,,
711,수변최고 미포점 / 조리사 구인 공고 /                                     조리사 (유관경력 우대)                                                  ,,
712,수변최고 롯데점 / 조리사 구인 공고 /                                     조리사 (유관경력 우대)                                                  ,,
713,금수복국 롯데점 / 조리사 구인 공고 /                                     조리사 (유관경력 우대)                                                  ,,
714,수변최고돼지국밥 송정점 / 조리사 구인 공고 /                                     조리사 (유관경력 우대)                                                  ,,
715,                                                                                         택시운전원            ,,
716,"한국보상원 / 사무원 구인 공고 /                                     사무원 (손실 보상 및 협의, 사무 보조)                                                  ",,
717,쁘띠쁘아유치원 / 유치원 조리사 구인 공고 / 어린이집 조리사               ,,
718,"드림나라병원 / 기타 보건 의료 종사원 공고 / 기타 보건 의료 종사원                                                   환자 이송 및 관리, 병실 관리 등                                                 ",,
719,도시농사꾼 농업회사법인 / 버섯 재배 및 물류관리 구인 공고 /                                     용호별빛공원 내 버섯재배 및 물류관리                                                  ,,
720,"에프지인더스트리 / 선박설계사 구인 공고 /                                     선박설계 (10년 이상 경력필수)                                                                            영어회화 가능자(비즈니스 회화 능통자), 대우조선/한진중공업 출신 우대                                       ",,
721, 제과제빵 / 음료제조사 / 조리사                 근면 성실하고 오래 근무 가능한 사람 우대              ,,
722,수변최고돼지국밥 / 조리사 구인 공고 /                                     조리사 (유관경력 우대)                                                  ,,
723,수변최고돼지국밥 센텀점 / 조리사 구인 공고 /                                     조리사 (유관경력 우대)                                                  ,,
724,금수복국 온천점 / 조리사 구인 공고 /                                     조리사 (유관경력 우대)                                                  ,,
725,금수복국 센텀벡스코점 / 조리사 구인 공고 /                                     조리사 (유관경력 우대)                                                  ,,
726,금수복국 동래점 / 조리사 구인 공고 /                                     조리사 (유관경력 우대)                                                  ,,
727,"우진피엠이 / CNC,MCT,사상,연마 기술직 구인 공고",,
728,해뜨는어린이집 / 어린이집 조리사 구인 공고 / 어린이집 조리사               ,,
729,꿈드림키즈 / 보육보조교사 구인 공고 / 어린이집 보육보조 교사               ,,
730,"시설특수관리 (빌딩전기관리, 호텔 시설물 유지보수 등)                 경력자 우대, 중식제공                ",,
731,"동창주조창 / 주조원 / 주조원 (조형)                 조형,중자 및 합형 생산 작업                ",,
732,하운드호텔 부산역점 / 호텔조리사 구인 공고 / 호텔 조리사 (유관경력 또는 한식/양식 자격증 소지자 우대)              조식 & 직원식 & 런치 조리                 ,,
733,기장(남창 인근)-3등급 할아버지 재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
734,]  아파트 경비원 모집 / 인력 공급업 / 관계없음  ,,
735,아파트 경비원 모집 / 인력 공급업 / 관계없음  ,,
736,센텀한보미도 아파트 경비원 채용 / 경비 및 경호 서비스업 / 관계없음  ,,
737,롯데캐슬1단지 아파트 미화원 채용 / 경비 및 경호 서비스업 / 관계없음  ,,
738,재가 요양보호사 모집 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
739,재가 요양보호사 모집 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
740,재가요양보호사 채용 / 방문 복지서비스 제공업 / 요양보호사(필수),,
741,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
742,케어신재가노인복지센터 요양보호사 모집 (장안) / 그 외 기타 비거주 복지 서비스업 / 관계없음  ,,
743,재가요양보호사 모집 (정관) / 방문 복지서비스 제공업 / 요양보호사(필수),,
744,장애인활동지원사 모십니다 / 그 외 기타 비거주 복지 서비스업 / 관계없음  ,,
745,재가요양보호사 선생님을 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
746,시설 요양보호사 모집 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
747,재가요양보호사 모집(정관) / 방문 복지서비스 제공업 / 요양보호사(필수),,
748,재가요양보호사 채용 / 방문 복지서비스 제공업 / 요양보호사1급(필수),,
749,(농심호텔) 기물 세척 직원 모집 / 건축물 일반 청소업 / 관계없음  ,,
750,요양보호사급구 / 그 외 기타 비거주 복지 서비스업 / 요양보호사1급(필수),,
751,재가요양보호사 모집 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
752,"재가요양보호사 모집 **치매교육이수 필수** / 사회복지 상담서비스 제공업 / 요양보호사1급(필수)
기타 : 치매교육이수 필수",,
753,"방문목욕 운전가능한 요양보호사1명, 목욕보조 요양보호사1명 / 기타 사회서비스 관리 행정 / 요양보호사(필수)",,
754,아파트 청소원 모집 / 사업시설 유지․관리 서비스업 / 관계없음  ,,
755,"주간보호센터 시설요양보호사 모집 / 개인 간병 및 유사 서비스업 / 요양보호사(필수) ,
자동차운전면허2종보통(필수)",,
756,광안쌍용예가디오션 아파트 미화원 모집 / 경비 및 경호 서비스업 / 관계없음  ,,
757,일광 동부산쏠마레아파트 미화원 모집 / 주거용 부동산 관리업 / 관계없음  ,,
758,강서구청인근 과일가공 단순업무자 채용 / 과실 및 그 외 채소 절임식품 제조업 / 관계없음  ,,
759,4등급 여자 어르신 요양보호사 모십니다. / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
760,남구 용호동 요양보호사님을 모집합니다. / 방문 복지서비스 제공업 / 요양보호사1급(필수),,
761,재가 요양보호사 모집 / 개인 간병 및 유사 서비스업 / 요양보호사1급(필수),,
762,재가요양보호사 모집 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
763,감전동 제조공장 내 현장 청소 / 상용 인력 공급 및 인사관리 서비스업 / 관계없음  ,,
764,긴급돌봄 방문요양보호사 모집(반여동) / 방문 복지서비스 제공업 / 요양보호사(필수),,
765,단체급식(병원) 조리원 채용합니다. (온천장 소재) / 기관 구내식당업 / 관계없음  ,,
766,재가 요양보호사  구합니다. / 방문 복지서비스 제공업 / 요양보호사(필수),,
767,재가요양보호사채용 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
768,소아청소년과병원 청소원 모집 【경총중장년내일센터 채용대행】 / 건축물 일반 청소업 / 관계없음  ,,
769,요양보호사님 모십니다 / 그 외 기타 비거주 복지 서비스업 / 요양보호사(필수),,
770,부전동 미화반장 모집 / 건축물 일반 청소업 / 관계없음  ,,
771,"원무팀 야간경비업무 채용 / 공중 보건 의료업 / 자동차운전면허1종보통(필수)
기타 : 경비원교육이수증(필수)",,
772,재가요양보호사 구인 / 그 외 기타 비거주 복지 서비스업 / 요양보호사(필수),,
773,도배풀 생산직 모집 / 접착제 및 젤라틴 제조업 / 자동차운전면허1종보통(필수),,
774,미화 청소 채용 / 공중 보건 의료업 / 관계없음  ,,
775,신세대지큐빌아파트 미화원 모집 / 임시 및 일용 인력 공급업 / 관계없음  ,,
776,재가 요양보호사 채용 / 방문 복지서비스 제공업 / 요양보호사(필수),,
777,(채용대행) 좌동 KCC스위첸 아파트 미화원 / 경비 및 경호 서비스업 / 관계없음  ,,
778,4등급 여자 독거어르신 / 그 외 기타 비거주 복지 서비스업 / 요양보호사(필수),,
779,재가요양보호사 모집 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
780,재가 요양보호사 채용 / 방문 복지서비스 제공업 / 요양보호사(필수),,
781,<채용대행> 명지 극동스타클래스 아파트 미화원 모집 / 경비 및 경호 서비스업 / 관계없음  ,,
782,재가요양보호사 구인 / 개인 간병 및 유사 서비스업 / 요양보호사(필수),,
783,개금동 요양보호사 모집합니다. / 방문 복지서비스 제공업 / 요양보호사(필수),,
784,"일신주간보호센터 재가요양보호사 모집(정관) / 노인 요양 복지시설 운영업 / 요양보호사(필수)
기타 : 치매교육이수증",,
785,재가요양보호사 구인 / 사회복지 상담서비스 제공업 / 요양보호사1급(필수),,
786,재가요양보호사 채용 / 그 외 기타 보건업 / 요양보호사(필수),,
787,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
788,자유시장 환경미화원 채용- A조(오전6시00분 출근 / 오후4시00분 퇴근). B조(오전8시00분 출근 / 오후6시00분 퇴근) 순환근무 / 협회 및 단체 / 관계없음  ,,
789,재가요양보호사 모집 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
790,삼한힐파크 아파트 미화원 채용 / 경비 및 경호 서비스업 / 관계없음  ,,
791,요양보호사님을 모집합니다. / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
792,재가요양보호사 모집 / 그 외 기타 거주 복지시설 운영업 / 요양보호사(필수),,
793,"주간보호센터 시설요양보호사 채용 / 그 외 기타 비거주 복지 서비스업 / 요양보호사1급(필수) ,
자동차운전면허1종보통(필수)",,
794,범천동 재가요양보호사 / 노인 요양 복지시설 운영업 / 요양보호사1급(필수),,
795,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
796,재가요양보호사 채용 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
797,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
798,재가요양보호사 선생님 모집합니다 / 방문 복지서비스 제공업 / 요양보호사1급(필수),,
799,재가요양보호사님 모십니다. / 방문 복지서비스 제공업 / 요양보호사(필수),,
800,요양보호사님 모십니다. / 방문 복지서비스 제공업 / 요양보호사(필수),,
801,재가요양보호사 모집 / 보건업 / 요양보호사(필수),,
802,재가 요양보호사 모집 / 그 외 기타 거주 복지시설 운영업 / 요양보호사(필수),,
803,요양보호사 채용 / 그 외 기타 보건업 / 요양보호사(필수),,
804,재가요양보호사 모집 (정관) / 그 외 기타 비거주 복지 서비스업 / 요양보호사(필수),,
805,4등급 여자어르신/오전/독거 재가요양보호사채용 / 방문 복지서비스 제공업 / 요양보호사(필수),,
806,요양보호사 모집 / 노인 요양 복지시설 운영업 / 요양보호사1급(필수),,
807,5등급 80대 독거 할아버지 / 9-12시 / 주 3일 / 치매교육 이수 필수 / 재가요양보호사 모집 / 사회복지 서비스업 / 요양보호사(필수),,
808,남구 용호동 요양보호사(치매)님을 모집합니다. / 기타 비거주 복지 서비스업 / 요양보호사(필수),,
809,요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사1급(필수),,
810,재가요양보호사 모집 / 그 외 기타 비거주 복지 서비스업 / 요양보호사(필수),,
811,재가요양보호사 채용 / 방문 복지서비스 제공업 / 요양보호사(필수),,
812,재가요양보호사 모집 / 개인 간병 및 유사 서비스업 / 요양보호사(필수),,
813,신호동 아파트 청소원 채용 / 온라인 활용 마케팅 및 관련 사업지원 서비스업 / 관계없음  ,,
814,린넨실 세탁물 관리원 모집합니다. / 사업지원 서비스업 / 관계없음  ,,
815,미화원 모집 / 사업지원 서비스업 / 관계없음  ,,
816,극동정림 아파트 관리원 채용(기사보조) / 기타 개인 서비스업 / 관계없음  ,,
817,재가요양보호사 모집 (정관) / 그 외 기타 비거주 복지 서비스업 / 요양보호사(필수),,
818,사랑의 요양병원 미화원 구인 / 건물ㆍ산업설비 청소 및 방제 서비스업 / 관계없음  ,,
819,재가요양보호사 모집 / 사회복지 서비스업 / 요양보호사(필수),,
820,4등급 여자 어르신 재가요양보호사 구함 / 보건업 / 요양보호사(필수),,
821,"요양보호사 선생님을 모십니다. / 방문 복지서비스 제공업 / 요양보호사(필수)
기타 : 치매교육이수증",,
822,재가요양보호사 모십니다 / 방문 복지서비스 제공업 / 요양보호사(필수),,
823,재가요양보호사 모집 / 보건업 / 요양보호사(필수),,
824,요양보호사 모집 / 보건 및 복지 행정 / 요양보호사(필수),,
825,"재가요양보호사 모십니다 / 개인 간병 및 유사 서비스업 / 요양보호사(필수)
기타 : 건강검진",,
826,(메디칼건물) 건물 주차관리인 채용합니다 (주3일) / 경비 및 경호 서비스업 / 관계없음  ,,
827,장애인활동지원사 모십니다 / 그 외 기타 비거주 복지 서비스업 / 관계없음  ,,
828,재가요양보호사 구인 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
829,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
830,재가방문요양보호사 모집(일광) / 방문 복지서비스 제공업 / 요양보호사(필수),,
831,재가요양보호사 구인 / 방문 복지서비스 제공업 / 요양보호사(필수),,
832,4등급 여자 어르신 요양보호사 모십니다. / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
833,재가 요양보호사 모집 / 그 외 기타 비거주 복지 서비스업 / 요양보호사(필수),,
834,부부케어 해주실 요양보호사 모십니다 / 개인 간병 및 유사 서비스업 / 요양보호사(필수),,
835,재가요양보호사 모집 / 보건업 / 요양보호사(필수),,
836,재가요양보호사 모집 / 사회복지 서비스업 / 요양보호사(필수),,
837,수정동 재가요양보호사 채용 / 방문 복지서비스 제공업 / 요양보호사(필수),,
838,단순수산물가공 및 포장(생산직구인) / 도매 및 상품 중개업 / 관계없음  ,,
839,요양보호사 선생님을 모십니다. / 방문 복지서비스 제공업 / 요양보호사(필수),,
840,<해운대새일센터 채용대행>정관 두산위브더테라스 미화원 구인 / 경비 및 경호 서비스업 / 관계없음  ,,
841,재가요양보호사 모집 / 개인 간병 및 유사 서비스업 / 요양보호사(필수),,
842,재가요양보호사 모집 / 보건업 / 요양보호사(필수),,
843,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
844,재가요양보호사 구인 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
845,재가요양보호사 채용- 4등급 할머니(독거) / 그 외 기타 보건업 / 요양보호사(필수),,
846,현대요양병원 조리사 및 조리원 구인 / 요양 병원 / 한식조리기능사(우대),,
847,엑소디움 재가요양보호사 구인 / 노인 요양 복지시설 운영업 / 요양보호사1급(필수),,
848,3등급 여자어르신 돌봄 / 방문 복지서비스 제공업 / 요양보호사(필수),,
849,해운대부민병원 조리원 모집 / 종합 병원 / 관계없음  ,,
850,숯불장치원 모집 / 한식 육류요리 전문점 / 관계없음  ,,
851,재가요양보호사 모집 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
852,아파트 경비원 채용 / 경비 및 경호 서비스업 / 관계없음  ,,
853,동남권원자력의학원 미화원 채용 / 건축물 일반 청소업 / 관계없음  ,,
854,재가 요양보호사 구인 / 방문 복지서비스 제공업 / 요양보호사(우대),,
855,조리 조보원 모집 / 출장 음식 서비스업 / 관계없음  ,,
856,재가요양보호사 모집 / 노인 요양 복지시설 운영업 / 요양보호사1급(필수),,
857,청소원 / 사업시설 유지․관리 서비스업 / 관계없음  ,,
858,정관 이지더원 2차아파트 경비원 채용 / 사업시설 유지․관리 서비스업 / 관계없음  ,,
859,재가요양보호사 모집(좌동) / 방문 복지서비스 제공업 / 요양보호사(필수),,
860,"재가요양보호사 모십니다 / 사회복지 상담서비스 제공업 / 요양보호사(필수)
기타 : 치매교육이수증 필수",,
861,2024년 하반기 지역공동체일자리 참여자 추가모집공고,,
862,2024년 해수욕장 폐장 후 안전관리 기간제근로자 채용 공고,,
863,2024년도 가축전염병 선제대응 기간제근로자 채용,,
864,부산광역시농업기술센터 기간제노동자 채용 공고 (지역특화농업기술정보화인력지원),,
865,부산광역시 동래구 시간선택제임기제공무원(불법 광고물 단속 정비) 채용 계획 재공고,,
866,부산광역시의료원 행정처장 공개 모집,,
867,2024년 기장군 토지정보과 기간제근로자 채용,,
868,기장군의회 기간제근로자(민원응대 및 사무보조) 채용,,
869,영도구 시간선택제임기제공무원 채용계획 공고,,
870,2024년 연제구 마을건강센터 기간제근로자(마을간호사) 채용 공고,,
871,2024년 정관노인복지관 프로그램 강사 신규채용,,
872,해운대구 통합사례관리사  공개채용공고,,
873,2024년 하반기 병리검사실 기간제 근로자(임상병리사) 채용 공고,,
874,2024년 제2차 영도해녀문화전시관 기간제근로자 채용 공고,,
875,2024년 하반기 연안친수시설관리 기간제근로자 채용 공고,,
876,2024년 국가결핵관리사업 기간제 근로자 채용 공고,,
877,2024년 부설주차장 현장점검 기간제 근로자 채용 공고,,
878,『남구 CCTV 통합관제센터』관제요원(기간제 근로자) 채용,,
879,정관보건지소 민원실 기간제 근로자 채용,,
880,「2024년 제4단계 공공근로사업」참여자 모집 공고,,
881,2024년 하반기 기간제근로자(속기) 채용공고,,
882,일반임기제(무대조명 분야) 공업(일반전기)8급 채용 공고,,
883,(재)부산연구원 비상임연구원 채용 공고,,
884,2024년 하반기 연제문화체육공원 및 연산동 고분군 관리 기간제근로자 채용 공고,,
885,부산진여성새로일하기센터 취업상담사 모집,,
886,2024년도 기장군도시관리공단 노인맞춤돌봄서비스(분관) 생활지원사 추가채용,,
887,2024년 9월 영도 마리노 오토캠핑장 기간제근로자 채용 공고,,
888,2024년 하반기 연제문화체육공원 및 연산동 고분군 관리 기간제근로자 채용 공고,,
889,의료급여 업무보조 기간제근로자 채용 공고,,
890,의료급여관리사 기간제근로자 채용 공고연장,,
891,영도구보건소 예방접종실 기간제근로자 채용 공고,,
892,2024년 부동거래신고 업무보조 기간제근로자 채용 공고,,
893,2024년 하반기 동래스파시티(노천족욕탕) 기간제근로자 채용,,
894,2024년 부산광역시 열린행사장 컨텐츠 운영 관리 기간제노동자 채용 공고,,
895,목조문화재 감시(순찰) 기간제근로자 채용,,
896,2024년 교통유발부담금 기간제근로자(전산입력보조) 재채용 공고,,
