id,company,title,subtitle,work_category,details,certification,label
656,부산정보산업진흥원,재단법인 부산정보산업진흥원 사업계약직 채용공고,,," 세부내용 (재)부산정보산업진흥원 공고 제2022-6호 재단법인 부산정보산업진흥원 사업계약직 채용공고(재)부산정보산업진흥원은 지역 내 IT·CT산업의 정책, 기술혁신 및 전문인력 양성 등 다양한 지원 사업을 통한 지역경제 활성화를 목적으로 하는 재단법인으로서 다음과 같이 의욕적이고 역량 있는 인재를 모집합니다. 1. 채용분야 : 사업계약직 1명2. 근무기간 : 임명일로부터 1년(연장가능)3. 응시자격 : 붙임참조4. 접수기간 : 2022. 5. 26.(목) ~ 2022. 6. 14.(화) 13:00한5. 접수방법 : 이메일접수(recruit@busanit.or.kr, 마감일 13:00까지 도착분에 한함) ※ 응시원서 접수 시 제출서류를 PDF로 변환하여 1개의 파일로 제출 · 파일명 :“지원직급-지원직군-지원분야-지원자 성명”, ex) 5급상당_사업계약직_한-아세안 ICT융합빌리지 운영_홍길동6. 문의사항 : (재)부산정보산업진흥원 소통경영단 인권경영팀 채용담당자(☎ 051-749-9410, 051-749-9461)<br/> ",,
657,부산정보산업진흥원,재단법인 부산정보산업진흥원 일반계약직 채용공고,,," 세부내용 (재)부산정보산업진흥원 공고 제2022-7호 재단법인 부산정보산업진흥원 일반계약직 채용공고(재)부산정보산업진흥원은 지역 내 IT·CT산업의 정책, 기술혁신 및 전문인력 양성 등 다양한 지원 사업을 통한 지역경제 활성화를 목적으로 하는 재단법인으로서 다음과 같이 의욕적이고 역량 있는 인재를 모집합니다. 1. 채용분야 : 일반계약직 13명(채용분야별 상세사항 붙임 공고문 참조)2. 근무기간 : 채용분야별 붙임 공고문 참조3. 응시자격 : 붙임 공고문 참조4. 접수기간 : 2022. 5. 26.(목) ~ 2022. 6. 14.(화) 13:00한5. 접수방법 : 이메일접수(recruit@busanit.or.kr, 마감일 13:00까지 도착분에 한함) ※ 응시원서 접수 시 제출서류를 PDF로 변환하여 1개의 파일로 제출 · 파일명 :“지원직급-지원직군-지원분야-지원자 성명”, ex) 5급상당_일반계약직_해당분야 사업행정_홍길동6. 문의사항 : (재)부산정보산업진흥원 소통경영단 인권경영팀 채용담당자(☎ 051-749-9410, 051-749-9461) 붙임 1. (재)부산정보산업진흥원 일반계약직 채용공고(제출서류 포함) 1부. 2. 직무기술서(일반계약직) 1부. 끝. <br/> ",,
658,부산광역시 부산진구청,채용,,," 세부내용 [ 2022년 하반기 부산진구 구인.구직개척단] 채용<br/><br/>1. 채용인원: 4명<br/>2. 채용일정<br/>○ 원서접수 : 2022. 6. 2(목) ~ 2022. 6. 7(화) 18:00까지<br/>12:00~13:00 점심시간<br/>○ 접수방법 : 방문접수/ 부산진구청 취업정보센터(2층)<br/>○ 채용방법 : 서류전형 심사 후 면접 시행<br/>○ 최종 합격자 발표 : 서류심사및 최종 합격자는 개별 전화통보<br/>3. 급여 및 근무조건<br/>○ 급 여 등 : 시급 9,160원, 교통.간식비( 일 5,000원 이내)<br/>○ 근무기간 : 2022. 7.1~ 2022. 12.30<br/>○ 근로시간 : 1일 7시간<br/>○ 복 무 : 주 5일제, 주 35시간 근무 원칙, 유연근무 가능<br/>○ 문의: 부산진구청 일자리경제과 (051-605-6407)<br/> ",,
659,부산광역시 사상구청,사상도서관 기간제근로자 채용공고,,," 세부내용 사상도서관에서는『 2022년 공공도서관 개관시간 연장사업』,『 어린이자료실 이용시간 연장지원 사업』<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>의 원활한 추진을 위한 기간제근로자를 다음과 같이 채용공고합니다.<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>1. 공 고 명: 사상도서관 기간제근로자 채용공고<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>2. 채용인원 : 3명<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>2. 근무기간 : 2022. 7. 1. ~ 12.31.<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>3. 접수기간 : 2022.5.29.(일) ~ 6. 4.(토)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>4. 근무장소 : 사상도서관<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>자세한 내용은 공고문을 참고하시기 바랍니다. ",,
660,부산광역시 사상구청,2022년 지역사회건강조사 조사원 모집 공고,,," 세부내용 질병관리청과 사상구보건소에서 공동으로 수행하는 2022년 지역사회건강조사 조사원을 아래와 같이 모집하오니, 많은 지원바랍니다.<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>○ 공 고 명 : 2022년 지역사회건강조사 조사원 모집 공고<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>○ 모집인원: 조사원 5명<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>○ 접수기간: 2022. 5. 24.(화) ~ 6. 3.(금)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>자세한 내용은 첨부파일을 참고하시기 바랍니다. ",,
661,아시아태평양도시 관광진흥기구(TPO),아시아태평양도시 관광진흥기구(TPO) 사무국 직원 채용,,, 세부내용 아시아태평양 지역 도시들 간의 관광진흥과 상호교류를 목적으로 2002년 창설된<br/>아시아태평양도시 관광진흥기구(TPO)가 글로벌 인재를 모십니다.<br/><br/>자세한 내용은 첨부파일 참고바랍니다.<br/> ,,
662,부산광역시 영도구청,영도구 시간선택제임기제공무원(지방운전원) 채용계획 공고,,, 세부내용 부산광역시 영도구에서 근무할 시간선택제임기제공무원(지방운전원)을 다음과 같이<br/>공개 모집합니다.<br/>2022년 5월 24일<br/>부산광역시 영도구인사위원회위원장<br/> ,,
663,부산예술회관,부산예술회관 직원 채용공고(시설 및 대관업무),,, 세부내용 부산예술회관 시설과 직원 채용공고 1.채용분야 : 시설관리 및 대관업무2.채용인원 : 1명 * 기타 자세한 사항은 공고문을 참고하여 주시기 바랍니다.<br/> ,,
664,부산광역시 동래구청,동래구 문화시설사업소 기간제근로자(청소업무) 채용 공고,,," 세부내용 부산광역시 동래구 문화시설사업소 청소 업무를 수행할 기간제근로자를 다음과 같이 모집합니다.<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>1. 채용인원 : 1명, 여성 (기간제근로자)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>2. 채용일자 : 2022. 7. 1.부<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>3. 근무장소 : 동래구 문화시설사업소<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>4. 근무기간 : 2022. 7. 1. ~ 2022. 12. 31. (6개월)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>5. 응시자격<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>○ 자격요건<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>- 공고일 현재 만55세 이상 여성으로 부산광역시에 주소를 둔 사람<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>- 「지방공무원법」제31조에 규정한 결격사유가 없는 사람<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>- ‘성범죄경력조회’ 및 ‘아동학대관련범죄전력조회’ 결과 범죄 전력이 없는 사람<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>- 업무를 원활하게 수행할 수 있는 신체적·정신적으로 건강한 자<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>(공무원 채용 신체 규정 적용)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>○ 우대요건<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>- 청사 청소 업무 유경험자<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>- 동래구 거주자(공고일 전일 동래구에 주민등록이 되어 있는 자)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>- 취업지원대상 및 의사상자, 취업취약계층<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>※ 우대요건 증빙서류중 행정정보공동이용으로 확인할 수 없는 자료는 응시자가 제출하여야함.<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>6. 서류접수기간 : 2022.6.8.(수)~ 6.10.(금) 18:00까지<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>7. 접수장소 : 동래구 문화시설사업소 (문의 : ☎550-6612)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>8. 접수방법 : 본인방문, 전자우편(whale27@korea.kr) 및 팩스(550-6619) 전송<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>9. 제출서류: 첨부파일 참고<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>문의: 동래문화시설사업소(☎550-6612) ",,
665,부산광역시 금정구청,금정구청사 부설주차장 관리 기간제근로자 채용 공고,,," 세부내용 금정구청사 부설주차장 관리 기간제근로자 채용을 아래와 같이 알려드립니다.<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>1. 채용분야 : 금정구청사 부설주차장 관리(주차요금 징수 등)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>2. 채용인원 : 2명<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>3. 채용기간 : 2022. 7. 1. ~ 2023. 3. 31.<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>4. 채용방법 : 공개채용(1차: 서류전형, 2차: 면접전형)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>5. 보 수 : 월 190만원 상당(4대 보험료 포함)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>6. 공고기간 : 2022. 5. 16. ~ 5. 24.<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>7. 서류접수 : 2022. 5. 25. ~ 5. 30.(근무시간 내: 09:00 ~ 18:00)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>8. 접 수 처 : 금정구 재무과 재산관리팀(본관 4층) ☎ 519-4161<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>* 자세한 내용은 첨부파일 참조바랍니다* ",,
666,부산광역시 강서구청,22년 하반기 강서구 구인·구직 개척단 채용 공고,,," 세부내용 □2022년 하반기 강서구 구인·구직 개척단 채용 안내<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>- 채용인원 : 1명<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>- 접수기간 : 2022. 5. 20.(금) ~ 5. 30.(월) 18:00 ※ 점심시간은 제외<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>- 근무기간 : 2022. 7. 1.(금) ~ 12. 30.(금) ☞ 6개월<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>- 근무장소 : 강서구청 1층 취업정보센터<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>- 근무조건 : 시급 9,160원(주 35시간 근무) 및 간식비 1일 5,000원<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>- 지원자격 :<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>1) 공고일 현재 만 18세 이상의 부산시 거주자로 직업상담사 자격증 소지자 또는 관련 업무 경력이 있는 자<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>2) 기준중위소득 65% 이하(1인가구는 기준중위소득 120%이하)이면서 재산(토지건축물·주택·자동차 등 재산 액 합계)이 4억원 이하인 가구의 구성원<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>- 면접일시 : 2022. 6. 10.(금) 14:00 (구청 4층 CCTV상황실)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>- 최종 합격자 발표일 : 2022. 6. 15.(수)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; white-space: normal; background-color: rgba(255, 255, 255, 0.8);'/>- 문의처 : 지역경제과 일자리지원계 (☎051-970-4478) ",,
