id,cleaned_merged_column,label,label2
645,부산광역시장애인체육회 장애인생활체육지도자 채용 공고,현실형,
646,부산관광공사 무기계약직운전원 공개경쟁채용 공고,현실형,
647,남구국민체육센터 프로그램 시간강사수영 안전요원,현실형,
648,2022년도 제2회 부산광역시 북구 임기제공무원 채용시험 재공고,현실형,
649,2022 동래구 아이돌보미 모집안내,현실형,
650,치매안심센터 간호사 및 사회복지사 시간선택제임기제공무원 채용 계획 공고,사회형,
651,스포원 육아휴직 대체 기간제근로자 채용 2차 재공고,현실형,
652,기장군 환경통합관제센터 환경감시 기간제근로자 채용공고,현실형,
653,2022년 지역사회건강조사 조사원 모집공고,현실형,
654,2022년 하반기 공중화장실 시설물 관리 및 청소 업무 기간제근로자 채용계획,진취형,
655,부산광역시 남구 교통유발부담금 부과대상 시설물 조사 기간제근로자 채용계획 공고,현실형,
656,재단법인 부산정보산업진흥원 사업계약직 채용공고,현실형,
657,재단법인 부산정보산업진흥원 일반계약직 채용공고,현실형,
658,채용,현실형,
659,사상도서관 기간제근로자 채용공고,현실형,
660,2022년 지역사회건강조사 조사원 모집 공고,현실형,
661,아시아태평양도시 관광진흥기구TPO 사무국 직원 채용,관습형,
662,영도구 시간선택제임기제공무원지방운전원 채용계획 공고,현실형,
663,부산예술회관 직원 채용공고시설 및 대관업무,예술형,
664,동래구 문화시설사업소 기간제근로자청소업무 채용 공고,현실형,
665,금정구청사 부설주차장 관리 기간제근로자 채용 공고,진취형,
666,22년 하반기 강서구 구인구직 개척단 채용 공고,현실형,
667,2022년도 하반기 망미도서관 청사관리 기간제근로자 채용 공고,진취형,
668,2022년도 하반기 지역공동체일자리사업 참여자 모집 공고,현실형,
669,2022년 제3단계 공공근로사업 참여자 모집 공고,현실형,
670,부산광역시 북구2022년 하반기 구인구직개척단북이 일자리 발굴단모집 공고,현실형,
671,재활용품선별장기간제근로자운전원 대체인력채용공고,현실형,
672,부산도시공사 기간제사원 모집공고,현실형,
673,2022년 교통유발부담금 기간제근로자 채용공고,현실형,
674,부산여성가족개발원 기간제근로자 채용 공고,현실형,
675,남구분포도서관 개관시간 연장사업 및 어린이자료실 이용시간 연장사업 기간제근로자 채용 공고,현실형,
676,여성긴급전화1366 부산센터 직원 채용 공고,현실형,
677,2022년 금정구보건소 여성어린이특화사업모자보건사업 기간제근로자 채용,현실형,
678,2022년 부산광역시 강서구 교통유발부담금 시설물조사 기간제근로자 채용 공고,현실형,
679,재공고 2022년 경로당행정지원단운영 참여자 모집,현실형,
680,재부산복지개발원 긴급돌봄 전담인력 및 육아휴직 대체인력 공개채용 공고,현실형,
681,우리동네 골목방역단수영동 기간제근로자 채용공고,현실형,
682,2022년 교통유발부담금 기간제근로자 채용 공고,현실형,
683,부산광역시체육시설관리사업소 강서체육공원 기간제 채용 공고,진취형,
684,2022년 부산시설공단 금강공원 참나무시들음병 예방 끈끈이롤트랩 설치를 위한 기간제근로자 채용,현실형,
685,부산광역시의회 시간선택제임기제공무원 임용시험 공고,현실형,
686,부산도시철도운영서비스주 경력사원 채용공고,현실형,
687,2022년 기장군 선진교통과 기간제근로자교통유발부담금 현장조사요원 채용 공고,현실형,
688,사하구도시정비과에서 불법광고물 정비 등 업무 보조를 위한 기간제근로자를 다음과 같이 모집,현실형,
689,부산광역시 영도구 청원경찰 채용시험 시행공고,현실형,
690,재부산창조경제혁신센터 직원 채용 공고,탐구형,
691,부산광역시장애인체육회 기간제근로자 채용 공고,현실형,
692,재연제구상권활성화재단 사무국 직원 채용 공고,관습형,
693,2022년 계량기 정기검사 전수조사원 채용공고,현실형,
694,2022년 계량기 정기검사 전수조사원 채용공고,현실형,
695,닭고기 가공업체 택배포장 단순생산직 직원 모집 포장검사 농수산물 가공식품 제조,현실형,
696,초보가능 조문객 서빙도우미 상례사 웨딩플래너 모집 투잡 부업 서빙포장 상조웨딩연회,현실형,
697,박해윤통영해물밥상 동래점 주방 찬 담당자 광안점 주방홀서빙 정직및 파트 남여 주방주방보조설거지 서빙포장 요리서빙 기타,현실형,
698,신라농원 숯불장치 직원 모집합니다 요리서빙 기타,현실형,
699,오바사 본봉사 삼봉사 완성공 시다공 모집 섬유재단미싱 생산제조조립인쇄,사회형,
700,부산브이호텔 청소 주간 카운터 직원 구합니다 모텔호텔숙박 청소미화방역,현실형,
701,마린시티 샤브만찬에서 신규오픈 직원을 모집합니다 주방 1명홀 1명 모집 주방주방보조설거지 서빙포장,현실형,
702,강화유리 자동재단기사 생산현장직초보유리재단기사경력 생산제조조립인쇄 포장검사 건설토목 기타,현실형,
703,하방맨2기모집활발하고 적극적이신 분 지원하세요바퀴벌레퇴치 전문영업팀 모집당일지급 서비스 기타 청소미화방역,진취형,
704,숲사랑어린이집 어린이집 조리사 구인 공고 어린이집 조리사,현실형,
705,아쿠아셀 환경기계설비 연구개발 및 공사 프로젝트 매니저 업무 수행,현실형,
706,웰니스병원 기타보건의료종사원 구인 공고 기타 보건의료 종사원 의료기구 및 병실 베드 관리 환자 이동 및 보조,진취형,
707,수요양병원 조리사 구인 공고 조리사,현실형,
708,효성프라요양병원 간호조무사 구인 공고 간호조무사,현실형,
709,진흥산업 변압기 용접원 구인 공고 변압기 내 외부 용접,현실형,
710,수변최고 해운대점 조리사 구인 공고 조리사 유관경력 우대,현실형,
711,수변최고 미포점 조리사 구인 공고 조리사 유관경력 우대,현실형,
712,수변최고 롯데점 조리사 구인 공고 조리사 유관경력 우대,현실형,
713,금수복국 롯데점 조리사 구인 공고 조리사 유관경력 우대,현실형,
714,수변최고돼지국밥 송정점 조리사 구인 공고 조리사 유관경력 우대,현실형,
715,택시운전원,현실형,
716,한국보상원 사무원 구인 공고 사무원 손실 보상 및 협의 사무 보조,관습형,
717,쁘띠쁘아유치원 유치원 조리사 구인 공고 어린이집 조리사,현실형,
718,드림나라병원 기타 보건 의료 종사원 공고 기타 보건 의료 종사원 환자 이송 및 관리 병실 관리 등,진취형,
719,도시농사꾼 농업회사법인 버섯 재배 및 물류관리 구인 공고 용호별빛공원 내 버섯재배 및 물류관리,진취형,
720,에프지인더스트리 선박설계사 구인 공고 선박설계 10년 이상 경력필수 영어회화 가능자비즈니스 회화 능통자 대우조선한진중공업 출신 우대,현실형,
721,제과제빵 음료제조사 조리사 근면 성실하고 오래 근무 가능한 사람 우대,현실형,
722,수변최고돼지국밥 조리사 구인 공고 조리사 유관경력 우대,현실형,
723,수변최고돼지국밥 센텀점 조리사 구인 공고 조리사 유관경력 우대,현실형,
724,금수복국 온천점 조리사 구인 공고 조리사 유관경력 우대,현실형,
725,금수복국 센텀벡스코점 조리사 구인 공고 조리사 유관경력 우대,현실형,
726,금수복국 동래점 조리사 구인 공고 조리사 유관경력 우대,현실형,
727,우진피엠이 CNCMCT사상연마 기술직 구인 공고,현실형,
728,해뜨는어린이집 어린이집 조리사 구인 공고 어린이집 조리사,현실형,
729,꿈드림키즈 보육보조교사 구인 공고 어린이집 보육보조 교사,사회형,
730,시설특수관리 빌딩전기관리 호텔 시설물 유지보수 등 경력자 우대 중식제공,현실형,
731,동창주조창 주조원 주조원 조형 조형중자 및 합형 생산 작업,현실형,
732,하운드호텔 부산역점 호텔조리사 구인 공고 호텔 조리사 유관경력 또는 한식양식 자격증 소지자 우대 조식 직원식 런치 조리,현실형,
733,기장남창 인근3등급 할아버지 재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수,현실형,
734,아파트 경비원 모집 인력 공급업 관계없음,현실형,
735,아파트 경비원 모집 인력 공급업 관계없음,현실형,
736,센텀한보미도 아파트 경비원 채용 경비 및 경호 서비스업 관계없음,현실형,
737,롯데캐슬1단지 아파트 미화원 채용 경비 및 경호 서비스업 관계없음,현실형,
738,재가 요양보호사 모집 노인 요양 복지시설 운영업 요양보호사필수,진취형,
739,재가 요양보호사 모집 노인 요양 복지시설 운영업 요양보호사필수,진취형,
740,재가요양보호사 채용 방문 복지서비스 제공업 요양보호사필수,현실형,
741,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수,현실형,
742,케어신재가노인복지센터 요양보호사 모집 장안 그 외 기타 비거주 복지 서비스업 관계없음,현실형,
743,재가요양보호사 모집 정관 방문 복지서비스 제공업 요양보호사필수,현실형,
744,장애인활동지원사 모십니다 그 외 기타 비거주 복지 서비스업 관계없음,현실형,
745,재가요양보호사 선생님을 모집 방문 복지서비스 제공업 요양보호사필수,현실형,
746,시설 요양보호사 모집 노인 요양 복지시설 운영업 요양보호사필수,진취형,
747,재가요양보호사 모집정관 방문 복지서비스 제공업 요양보호사필수,현실형,
748,재가요양보호사 채용 방문 복지서비스 제공업 요양보호사1급필수,현실형,
749,농심호텔 기물 세척 직원 모집 건축물 일반 청소업 관계없음,현실형,
750,요양보호사급구 그 외 기타 비거주 복지 서비스업 요양보호사1급필수,현실형,
751,재가요양보호사 모집 노인 요양 복지시설 운영업 요양보호사필수,진취형,
752,재가요양보호사 모집 치매교육이수 필수 사회복지 상담서비스 제공업 요양보호사1급필수 기타 치매교육이수 필수,현실형,
753,방문목욕 운전가능한 요양보호사1명 목욕보조 요양보호사1명 기타 사회서비스 관리 행정 요양보호사필수,진취형,
754,아파트 청소원 모집 사업시설 유지관리 서비스업 관계없음,진취형,
755,주간보호센터 시설요양보호사 모집 개인 간병 및 유사 서비스업 요양보호사필수 자동차운전면허2종보통필수,현실형,
756,광안쌍용예가디오션 아파트 미화원 모집 경비 및 경호 서비스업 관계없음,현실형,
757,일광 동부산쏠마레아파트 미화원 모집 주거용 부동산 관리업 관계없음,진취형,
758,강서구청인근 과일가공 단순업무자 채용 과실 및 그 외 채소 절임식품 제조업 관계없음,현실형,
759,4등급 여자 어르신 요양보호사 모십니다 노인 요양 복지시설 운영업 요양보호사필수,진취형,
760,남구 용호동 요양보호사님을 모집합니다 방문 복지서비스 제공업 요양보호사1급필수,현실형,
761,재가 요양보호사 모집 개인 간병 및 유사 서비스업 요양보호사1급필수,현실형,
762,재가요양보호사 모집 노인 요양 복지시설 운영업 요양보호사필수,진취형,
763,감전동 제조공장 내 현장 청소 상용 인력 공급 및 인사관리 서비스업 관계없음,진취형,
764,긴급돌봄 방문요양보호사 모집반여동 방문 복지서비스 제공업 요양보호사필수,현실형,
765,단체급식병원 조리원 채용합니다 온천장 소재 기관 구내식당업 관계없음,현실형,
766,재가 요양보호사 구합니다 방문 복지서비스 제공업 요양보호사필수,현실형,
767,재가요양보호사채용 노인 요양 복지시설 운영업 요양보호사필수,진취형,
768,소아청소년과병원 청소원 모집 경총중장년내일센터 채용대행 건축물 일반 청소업 관계없음,현실형,
769,요양보호사님 모십니다 그 외 기타 비거주 복지 서비스업 요양보호사필수,현실형,
770,부전동 미화반장 모집 건축물 일반 청소업 관계없음,현실형,
771,원무팀 야간경비업무 채용 공중 보건 의료업 자동차운전면허1종보통필수 기타 경비원교육이수증필수,현실형,
772,재가요양보호사 구인 그 외 기타 비거주 복지 서비스업 요양보호사필수,현실형,
773,도배풀 생산직 모집 접착제 및 젤라틴 제조업 자동차운전면허1종보통필수,현실형,
774,미화 청소 채용 공중 보건 의료업 관계없음,현실형,
775,신세대지큐빌아파트 미화원 모집 임시 및 일용 인력 공급업 관계없음,현실형,
776,재가 요양보호사 채용 방문 복지서비스 제공업 요양보호사필수,현실형,
777,채용대행 좌동 KCC스위첸 아파트 미화원 경비 및 경호 서비스업 관계없음,현실형,
778,4등급 여자 독거어르신 그 외 기타 비거주 복지 서비스업 요양보호사필수,현실형,
779,재가요양보호사 모집 노인 요양 복지시설 운영업 요양보호사필수,진취형,
780,재가 요양보호사 채용 방문 복지서비스 제공업 요양보호사필수,현실형,
781,채용대행 명지 극동스타클래스 아파트 미화원 모집 경비 및 경호 서비스업 관계없음,현실형,
782,재가요양보호사 구인 개인 간병 및 유사 서비스업 요양보호사필수,현실형,
783,개금동 요양보호사 모집합니다 방문 복지서비스 제공업 요양보호사필수,현실형,
784,일신주간보호센터 재가요양보호사 모집정관 노인 요양 복지시설 운영업 요양보호사필수 기타 치매교육이수증,진취형,
785,재가요양보호사 구인 사회복지 상담서비스 제공업 요양보호사1급필수,현실형,
786,재가요양보호사 채용 그 외 기타 보건업 요양보호사필수,현실형,
787,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수,현실형,
788,자유시장 환경미화원 채용 A조오전6시00분 출근 오후4시00분 퇴근 B조오전8시00분 출근 오후6시00분 퇴근 순환근무 협회 및 단체 관계없음,현실형,
789,재가요양보호사 모집 노인 요양 복지시설 운영업 요양보호사필수,진취형,
790,삼한힐파크 아파트 미화원 채용 경비 및 경호 서비스업 관계없음,현실형,
791,요양보호사님을 모집합니다 노인 요양 복지시설 운영업 요양보호사필수,진취형,
792,재가요양보호사 모집 그 외 기타 거주 복지시설 운영업 요양보호사필수,진취형,
793,주간보호센터 시설요양보호사 채용 그 외 기타 비거주 복지 서비스업 요양보호사1급필수 자동차운전면허1종보통필수,현실형,
794,범천동 재가요양보호사 노인 요양 복지시설 운영업 요양보호사1급필수,진취형,
795,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수,현실형,
796,재가요양보호사 채용 노인 요양 복지시설 운영업 요양보호사필수,진취형,
797,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수,현실형,
798,재가요양보호사 선생님 모집합니다 방문 복지서비스 제공업 요양보호사1급필수,현실형,
799,재가요양보호사님 모십니다 방문 복지서비스 제공업 요양보호사필수,현실형,
800,요양보호사님 모십니다 방문 복지서비스 제공업 요양보호사필수,현실형,
801,재가요양보호사 모집 보건업 요양보호사필수,현실형,
802,재가 요양보호사 모집 그 외 기타 거주 복지시설 운영업 요양보호사필수,진취형,
803,요양보호사 채용 그 외 기타 보건업 요양보호사필수,현실형,
804,재가요양보호사 모집 정관 그 외 기타 비거주 복지 서비스업 요양보호사필수,현실형,
805,4등급 여자어르신오전독거 재가요양보호사채용 방문 복지서비스 제공업 요양보호사필수,현실형,
806,요양보호사 모집 노인 요양 복지시설 운영업 요양보호사1급필수,진취형,
807,5등급 80대 독거 할아버지 912시 주 3일 치매교육 이수 필수 재가요양보호사 모집 사회복지 서비스업 요양보호사필수,현실형,
808,남구 용호동 요양보호사치매님을 모집합니다 기타 비거주 복지 서비스업 요양보호사필수,현실형,
809,요양보호사 모집 방문 복지서비스 제공업 요양보호사1급필수,현실형,
810,재가요양보호사 모집 그 외 기타 비거주 복지 서비스업 요양보호사필수,현실형,
811,재가요양보호사 채용 방문 복지서비스 제공업 요양보호사필수,현실형,
812,재가요양보호사 모집 개인 간병 및 유사 서비스업 요양보호사필수,현실형,
813,신호동 아파트 청소원 채용 온라인 활용 마케팅 및 관련 사업지원 서비스업 관계없음,현실형,
814,린넨실 세탁물 관리원 모집합니다 사업지원 서비스업 관계없음,진취형,
815,미화원 모집 사업지원 서비스업 관계없음,현실형,
816,극동정림 아파트 관리원 채용기사보조 기타 개인 서비스업 관계없음,진취형,
817,재가요양보호사 모집 정관 그 외 기타 비거주 복지 서비스업 요양보호사필수,현실형,
818,사랑의 요양병원 미화원 구인 건물ㆍ산업설비 청소 및 방제 서비스업 관계없음,현실형,
819,재가요양보호사 모집 사회복지 서비스업 요양보호사필수,현실형,
820,4등급 여자 어르신 재가요양보호사 구함 보건업 요양보호사필수,현실형,
821,요양보호사 선생님을 모십니다 방문 복지서비스 제공업 요양보호사필수 기타 치매교육이수증,현실형,
822,재가요양보호사 모십니다 방문 복지서비스 제공업 요양보호사필수,현실형,
823,재가요양보호사 모집 보건업 요양보호사필수,현실형,
824,요양보호사 모집 보건 및 복지 행정 요양보호사필수,현실형,
825,재가요양보호사 모십니다 개인 간병 및 유사 서비스업 요양보호사필수 기타 건강검진,현실형,
826,메디칼건물 건물 주차관리인 채용합니다 주3일 경비 및 경호 서비스업 관계없음,진취형,
827,장애인활동지원사 모십니다 그 외 기타 비거주 복지 서비스업 관계없음,현실형,
828,재가요양보호사 구인 노인 요양 복지시설 운영업 요양보호사필수,진취형,
829,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수,현실형,
830,재가방문요양보호사 모집일광 방문 복지서비스 제공업 요양보호사필수,현실형,
831,재가요양보호사 구인 방문 복지서비스 제공업 요양보호사필수,현실형,
832,4등급 여자 어르신 요양보호사 모십니다 노인 요양 복지시설 운영업 요양보호사필수,진취형,
833,재가 요양보호사 모집 그 외 기타 비거주 복지 서비스업 요양보호사필수,현실형,
834,부부케어 해주실 요양보호사 모십니다 개인 간병 및 유사 서비스업 요양보호사필수,현실형,
835,재가요양보호사 모집 보건업 요양보호사필수,현실형,
836,재가요양보호사 모집 사회복지 서비스업 요양보호사필수,현실형,
837,수정동 재가요양보호사 채용 방문 복지서비스 제공업 요양보호사필수,현실형,
838,단순수산물가공 및 포장생산직구인 도매 및 상품 중개업 관계없음,현실형,
839,요양보호사 선생님을 모십니다 방문 복지서비스 제공업 요양보호사필수,현실형,
840,해운대새일센터 채용대행정관 두산위브더테라스 미화원 구인 경비 및 경호 서비스업 관계없음,현실형,
841,재가요양보호사 모집 개인 간병 및 유사 서비스업 요양보호사필수,현실형,
842,재가요양보호사 모집 보건업 요양보호사필수,현실형,
843,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수,현실형,
844,재가요양보호사 구인 노인 요양 복지시설 운영업 요양보호사필수,진취형,
845,재가요양보호사 채용 4등급 할머니독거 그 외 기타 보건업 요양보호사필수,현실형,
846,현대요양병원 조리사 및 조리원 구인 요양 병원 한식조리기능사우대,현실형,
847,엑소디움 재가요양보호사 구인 노인 요양 복지시설 운영업 요양보호사1급필수,진취형,
848,3등급 여자어르신 돌봄 방문 복지서비스 제공업 요양보호사필수,현실형,
849,해운대부민병원 조리원 모집 종합 병원 관계없음,현실형,
850,숯불장치원 모집 한식 육류요리 전문점 관계없음,현실형,
851,재가요양보호사 모집 노인 요양 복지시설 운영업 요양보호사필수,진취형,
852,아파트 경비원 채용 경비 및 경호 서비스업 관계없음,현실형,
853,동남권원자력의학원 미화원 채용 건축물 일반 청소업 관계없음,현실형,
854,재가 요양보호사 구인 방문 복지서비스 제공업 요양보호사우대,현실형,
855,조리 조보원 모집 출장 음식 서비스업 관계없음,현실형,
856,재가요양보호사 모집 노인 요양 복지시설 운영업 요양보호사1급필수,진취형,
857,청소원 사업시설 유지관리 서비스업 관계없음,진취형,
858,정관 이지더원 2차아파트 경비원 채용 사업시설 유지관리 서비스업 관계없음,진취형,
859,재가요양보호사 모집좌동 방문 복지서비스 제공업 요양보호사필수,현실형,
860,재가요양보호사 모십니다 사회복지 상담서비스 제공업 요양보호사필수 기타 치매교육이수증 필수,현실형,
861,2024년 하반기 지역공동체일자리 참여자 추가모집공고,현실형,
862,2024년 해수욕장 폐장 후 안전관리 기간제근로자 채용 공고,진취형,
863,2024년도 가축전염병 선제대응 기간제근로자 채용,현실형,
864,부산광역시농업기술센터 기간제노동자 채용 공고 지역특화농업기술정보화인력지원,현실형,
865,부산광역시 동래구 시간선택제임기제공무원불법 광고물 단속 정비 채용 계획 재공고,현실형,
866,부산광역시의료원 행정처장 공개 모집,현실형,
867,2024년 기장군 토지정보과 기간제근로자 채용,현실형,
868,기장군의회 기간제근로자민원응대 및 사무보조 채용,관습형,
869,영도구 시간선택제임기제공무원 채용계획 공고,현실형,
870,2024년 연제구 마을건강센터 기간제근로자마을간호사 채용 공고,사회형,
871,2024년 정관노인복지관 프로그램 강사 신규채용,현실형,
872,해운대구 통합사례관리사 공개채용공고,진취형,
873,2024년 하반기 병리검사실 기간제 근로자임상병리사 채용 공고,현실형,
874,2024년 제2차 영도해녀문화전시관 기간제근로자 채용 공고,현실형,
875,2024년 하반기 연안친수시설관리 기간제근로자 채용 공고,진취형,
876,2024년 국가결핵관리사업 기간제 근로자 채용 공고,진취형,
877,2024년 부설주차장 현장점검 기간제 근로자 채용 공고,현실형,
878,남구 CCTV 통합관제센터관제요원기간제 근로자 채용,현실형,
879,정관보건지소 민원실 기간제 근로자 채용,현실형,
880,2024년 제4단계 공공근로사업참여자 모집 공고,현실형,
881,2024년 하반기 기간제근로자속기 채용공고,현실형,
882,일반임기제무대조명 분야 공업일반전기8급 채용 공고,현실형,
883,재부산연구원 비상임연구원 채용 공고,현실형,
884,2024년 하반기 연제문화체육공원 및 연산동 고분군 관리 기간제근로자 채용 공고,진취형,
885,부산진여성새로일하기센터 취업상담사 모집,현실형,
886,2024년도 기장군도시관리공단 노인맞춤돌봄서비스분관 생활지원사 추가채용,진취형,
887,2024년 9월 영도 마리노 오토캠핑장 기간제근로자 채용 공고,현실형,
888,2024년 하반기 연제문화체육공원 및 연산동 고분군 관리 기간제근로자 채용 공고,진취형,
889,의료급여 업무보조 기간제근로자 채용 공고,현실형,
890,의료급여관리사 기간제근로자 채용 공고연장,진취형,
891,영도구보건소 예방접종실 기간제근로자 채용 공고,현실형,
892,2024년 부동거래신고 업무보조 기간제근로자 채용 공고,현실형,
893,2024년 하반기 동래스파시티노천족욕탕 기간제근로자 채용,현실형,
894,2024년 부산광역시 열린행사장 컨텐츠 운영 관리 기간제노동자 채용 공고,진취형,
895,목조문화재 감시순찰 기간제근로자 채용,현실형,
896,2024년 교통유발부담금 기간제근로자전산입력보조 재채용 공고,현실형,
