id,source,company,title,subtitle,salary,signup_date,due_date,region_name,career,education,work_type,work_category,link,contact,work_hours,details,email,certification,preference_id,region_id
142,워크넷,다정재가복지센터,재가요양보호사 모집,,"시급 13,000원 이상",2024-08-19,9999-01-01,"부산광역시 해운대구 선수촌로 95 (반여동, 센텀대림아파트)",관계없음,학력무관,주 4일 근무 (주 소정근로시간: 12시간) ,사회복지 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBM002408190001&rtnTarget=list6,,,"<td> [반여동] 재가요양보호사 모집<br/><br/>- 근무지 : 해운대구 선수촌로 95 센텀대림아파트<br/>- 대상자 : 4등급 여자 어르신(80대 중반)/ 독거<br/>- 근무시간: 09:00~12:00(3시간) / 주4일(12시간)<br/>- 시급 : 13,000원(제수당 포함)<br/>- 케어내용: 가사, 일상지원, 병원동행<br/><br/><br/>- 다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다. </td>",,요양보호사(필수),,12
143,워크넷,미소랑재가노인복지센터,수정동 재가요양보호사 채용,,"시급 12,500원 ~ 12,500원",2024-08-19,2024-09-11,"부산광역시 동구 홍곡로 72 (수정동, 유나 베네스타운)",관계없음,학력무관,주 3일 근무 (주 소정근로시간: 9시간) ,방문 복지서비스 제공업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10922408190003&rtnTarget=list7,,,"<td> ** 재가요양보호사 채용<br/>- 대상자: 3등급 남자 어르신 (배우자 함께 거주)<br/>- 말벗도움, 부축, 식사차림, <br/>- 근무시간 : 9:00-12:00 / 주 3일 월수금, 하루 3시간 / 화목토도 협의 가능<br/>- 근무지 :부산 동구 유나베네스타운<br/>- 시급: 12,500원 (수당포함) <br/>- 지원방법 : 전화 후 방문<br/>- 채용담당자 연락처 : 010-4564-2418<br/><br/>* 동 구인은 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 <br/>채용시 근로자마다 주소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음<br/> </td>",,요양보호사(필수),,14
144,워크넷,지성유통,단순수산물가공 및 포장(생산직구인),,"시급 9,860원 이상",2024-08-19,9999-01-01,"부산광역시 사하구 장평로15번길 14, . (장림동)",경력 (최소 0년 6 개월 이상) 우대,학력무관,주 5일 근무 ,도매 및 상품 중개업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBK002408190002&rtnTarget=list8,051-220-5692,,<td> [장림동] 단순수산물가공 및 포장<br/><br/>* 수산물 단순가공 및 포장업무<br/>- 근무시간: 08:30~18시 주5일<br/>- 시급 : 9860<br/><br/>* 부산 사하구청 일자리지원센터에서 서류전형 채용대행접수 진행중입니다.<br/> 실제 구직의사 있는 분들만 접수 부탁드립니다. (지원문의: 051-220-5692)<br/><br/> </td>,,관계없음 ,,10
145,워크넷,나눔누리주식회사,요양보호사 선생님을 모십니다.,,"시급 12,500원 ~ 12,500원",2024-08-19,9999-01-01,"부산광역시 수영구 남천동로 41 (남천동, 남천동 코오롱 하늘채 골든비치)",관계없음,학력무관,주 5일 근무 ,방문 복지서비스 제공업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10922408190002&rtnTarget=list9,,,"<td> [남천동] 요양보호사 선생님을 모십니다.<br/>- 대상자: 2등급 여자 어르신 70대 <br/>- 근무시간: 오전 08:00-11:00 (주 5일 / 일 3시간 근무)<br/>- 근무내용: 일상생활 도움, 운동<br/>- 시급: 12,500원(수당 포함) <br/>- 근무장소: 남천동 코오롱하늘채아파트<br/>- 자격증: 요양보호사 자격증 필수<br/>- 채용담당자: 010-5527-6161 (연락 후 방문)<br/><br/>동 구인은 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 <br/>채용시 근로자마다 주소정 근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음 </td>",,요양보호사(필수),,5
146,워크넷,주식회사하나종합관리,<해운대새일센터 채용대행>정관 두산위브더테라스 미화원 구인,,월급 179만원 ~ 179만원,2024-08-19,9999-01-01,"부산광역시 기장군 정관읍 산단6로 33-8, . (두산위브더테라스)",관계없음,학력무관,주 6일 근무 (주 소정근로시간: 33시간) ,경비 및 경호 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10932408190001&rtnTarget=list10,051-702-9196,,"<td> *정관 두산위브더테라스 미화원*<br/><br/>▶미화원 1명<br/>▶근무지: 기장군 산단6로 33-8(정관) <br/>▶근무시간: (월~금) 8시30분~16시 (토)9시~12시<br/>▶휴게시간:1시간 <br/>▶급여: 월 1,799,450원<br/>▶제출서류: 이력서 <br/><br/>▶접수방법: 팩스(051-702-9188), 이메일(hw702-9196@naver.com)<br/>☞문의전화: 051-702-9196(해운대여성새로일하기센터)<br/><br/><br/>***실업급여 수급 목적을 위한 지원은 자제 부탁드립니다***<br/> </td>",,관계없음 ,,2
147,워크넷,보성재가노인복지센터,재가요양보호사 모집,,"시급 9,860원 이상",2024-08-19,9999-01-01,"부산광역시 금정구 서동로34번길 15-8, . (부곡동)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 15시간) ,개인 간병 및 유사 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10112408190001&rtnTarget=list1,,,"<td> &lt;부곡동 재가요양보호사 모집&gt;<br/>- 부곡동 동현중학교 인근(내성고 인근)<br/>- 5등급 할머니<br/>- 9:00~12:00 주5일<br/>- 가사도움, 일상생활 도움<br/>-치매교육 이수자 <br/>- 시급:12,500원(제수당 포함)<br/> </td>",,요양보호사(필수),,13
148,워크넷,가가노인방문요양센터,재가요양보호사 모집,,"시급 9,860원 ~ 12,400원",2024-08-19,9999-01-01,"부산광역시 사하구 다대낙조2길 13, . (다대동, 도시몰운대임대아파트)",관계없음,학력무관,주 6일 근무 (주 소정근로시간: 21시간) ,보건업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10912408190005&rtnTarget=list2,,,"<td> -다대동 몰운대아파트<br/>-2등급 남자어르신(독거)<br/>※눈이 전혀 안보여서 2등급임<br/>-09:00~12:30<br/>-주6일<br/>-가사업무 및 심부름, 고신대병원 대치처방 및 병원동행 등<br/>※병원동행 등 필요시 30분~2시간 30분 정도 추가 연장 가능하신 분(월 5회 정도)<br/>-시급12,400원(시급 9,860원 + 주휴수당, 연차수당 별도 지급 포함)<br/><br/>*지원문의: 센터장님 010-2989-2770 </td>",,요양보호사(필수),,10
149,워크넷,(주)두레재가센터,재가요양보호사 모집,,"시급 9,860원 이상",2024-08-19,9999-01-01,"부산광역시 금정구 식물원로 3, .. (장전동, 산수유)",관계없음,학력무관,주 6일 근무 (주 소정근로시간: 18시간) ,방문 복지서비스 제공업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10912408190003&rtnTarget=list3,,,"<td> [온천장역 인근 산수유아파트]<br/>* 4등급 할아버지(80대초반, 배우자 거주)<br/>* 가사 및 일상생활 지원<br/>* 반찬 잘하시는 분 희망<br/>* 주6일(토요일 격주 근무)<br/>* 13:00~16:00<br/>* 시급12,500원(주휴수당, 연차수당 포함)<br/>* 채용담당자: 010-4549-4426 </td>",,요양보호사(필수),,13
150,워크넷,샬롬복지재단,재가요양보호사 구인,,"시급 9,860원 이상",2024-08-19,9999-01-01,"부산광역시 연제구 토현로 10, - (연산동, 주공아파트)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 15시간) ,노인 요양 복지시설 운영업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBN002408190001&rtnTarget=list4,,,"<td> [연산동] 재가요양보호사 구인<br/>* 4등급 88세 할머니<br/>* 주5일 / 10-13시<br/>* 망미주공아파트<br/>* 시급 12,500원(기본9,860원+제수당 포함)<br/>* 샬롬복지재단 김윤희 010-8522-2070 </td>",,요양보호사(필수),,11
151,워크넷,좋은재가센터,재가요양보호사 채용- 4등급 할머니(독거),,"시급 9,860원 ~ 9,860원",2024-08-19,9999-01-01,"부산광역시 동구 범곡로45번길 9, . (범일동)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 15시간) ,그 외 기타 보건업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBF002408190001&rtnTarget=list5,,,"<td> - 4등급 80대초반 독거 할머니 케어<br/>- 일상생활지원, 가사지원(청소,정리정돈), 병원동행(월1,2회), 정서지원 등<br/>- 주5일/ 09:00~12:00<br/>- 시급12,500원(제수당포함)<br/><br/>** 동 구인은 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을수 있음 ** </td>",,요양보호사(필수),,14
152,워크넷,현대요양병원,현대요양병원 조리사 및 조리원 구인,,월급 220만원 ~ 240만원,2024-08-19,9999-01-01,부산광역시 기장군 기장읍 반송로 1555,관계없음,학력무관,주 5일 근무 (주 소정근로시간: 40시간) ,요양 병원,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBD002408190001&rtnTarget=list6,,,"<td> [현대요양병원 조리사 및 조리원 모집]<br/>- 근무장소 : 부산광역시 기장군 반송로 1555 기장 현대요양병원<br/>- 직무내용: 조리사 및 조리원(조리사자격증 우대)<br/>- 근무시간: 주 5일 06:00~18:00 / 06:00~14:00 / 10:00~18:00 <br/> (휴게시간 09:30~10:00, 13:10~15:00) 스케줄 따라 주 5일 40시간 근무<br/>- 급여: 월 220만원 ~ 240만원(시간외 수당별도)<br/>- 접수방법: 전화 후 방문 - 이력서 (010-2695-5831)<br/> </td>",,한식조리기능사(우대),,2
153,워크넷,함께하는재가복지센터,엑소디움 재가요양보호사 구인,,"시급 9,860원 ~ 9,860원",2024-08-16,2024-10-15,"부산광역시 해운대구 해운대해변로 30, . (우동, 해운대엑소디움)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 15시간) ,노인 요양 복지시설 운영업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBQ002408160011&rtnTarget=list7,,,"<td> [우동] 엑소디움아파트 재가요양보호사 구인<br/><br/>- 4등급 / 할아버지 / 배우자 동거<br/>- 주5일 / 13:00~16:00 / 3시간<br/>- 9,890원 ( + 주휴, 연차수당 별도= 12,500원)<br/>- 업무 : 일상생활 케어, 기저귀교체<br/>- 근무지 : 엑소디움아파트 <br/>- [함께하는재가복지센터] 010 2202 0637(센터장) / 01076707750(사회복지사)<br/><br/> </td>",,요양보호사1급(필수),,12
154,워크넷,정은재가복지센터,3등급 여자어르신 돌봄,,"시급 9,860원 이상",2024-08-16,2024-09-25,"부산광역시 영도구 함지로79번길 53, 도개공아파트 (동삼동, 동삼2지구영구임대아파트)",경력 (최소 1년 0 개월 이상) 필수,학력무관,주 3일 근무 ,방문 복지서비스 제공업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10912408160015&rtnTarget=list8,051-419-4378,,"<td> *3등급 여자어르신(81세) 돌봄<br/>*주3일(월,수,금) 1시~4시(3시간) *요일,시간 협의 가능<br/>*영도구 함지로 79번길 53 (동삼동, 도개공아파트)<br/>*버스: 508번, 7번, 70번<br/><br/>*문의: 010-2427-0699<br/><br/>*시급 총 12,500원(시급 9,860원 + 주휴수당, 연차수당 별도 지급 포함)<br/>** 동 구인은 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을수 있음 ** </td>",,요양보호사(필수),,17
155,워크넷,의료법인인당의료재단해운대부민병원,해운대부민병원 조리원 모집,,월급 296만원 이상,2024-08-16,9999-01-01,부산광역시 해운대구 해운대로 584 (우동),관계없음,학력무관,주 5일 근무 (주 소정근로시간: 40시간) ,종합 병원,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10932408160003&rtnTarget=list9,,,"<td> 식재료 전처리, 환자 및 직원식 상차림, 배식, 퇴식, 세척, 취반 등<br/>병원급식 근무 경력자 우대<br/>월 8회이상 휴무(공휴일, 주말갯수 대로) / 스케쥴 근무<br/>지원방법: 051-602-8240 전화 후 방문 or 메일 접수 </td>",,관계없음 ,,12
156,워크넷,대궐안집,숯불장치원 모집,,월급 275만원 이상,2024-08-16,2024-10-15,"부산광역시 사상구 광장로 68, 대궐안집 (괘법동)",관계없음,학력무관,주 6일 근무 (주 소정근로시간: 40시간) ,한식 육류요리 전문점,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBJ002408160006&rtnTarget=list10,,,<td> - 매장내 숯불관리 및 석쇠관리<br/>- 근무시간: 11:00~21:30(주6일) / 휴게2시간<br/>- 임금: 275만원<br/>- 신체건강한 장.노년층 지원가능 </td>,,관계없음 ,,4
157,워크넷,우리재가복지센터,재가요양보호사 모집,,"시급 12,500원 ~ 12,500원",2024-08-16,9999-01-01,"부산광역시 수영구 남천동로 41 (남천동, 남천동 코오롱 하늘채 골든비치)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 15시간) ,노인 요양 복지시설 운영업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBK002408160003&rtnTarget=list1,051-220-5692,,"<td> - 수영구 남천동 코오롱 하늘채골든비치아파트<br/>- 4등급 44년생 남자어르신(부부거주)<br/> :파킨슨(거동가능)<br/>- 13시~16시 주5일<br/>- 기본시급 : 9,860원 (제수당 포함 12,500원) <br/><br/>* 부산 사하구청 일자리지원센터에서 서류전형 채용대행접수 진행중입니다.<br/> 실제 구직의사 있는 분들만 접수 부탁드립니다. (지원문의: 051-220-5692)<br/> </td>",,요양보호사(필수),,5
158,워크넷,(주)재덕,아파트 경비원 채용,,월급 169만원 이상,2024-08-16,9999-01-01,"부산광역시 사하구 낙동대로 137, 대티역스마트w 아파트 (괴정동, 대티역스마트더블유인공지능)",경력 (최소 1년 0 개월 이상) 필수,고졸,주 4일 근무 (주 소정근로시간: 32시간) ,경비 및 경호 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBK002408160002&rtnTarget=list2,051-220-5695,,<td> [괴정동] 아파트 경비원 채용<br/>- 대티역스마트W 아파트<br/>- 근무시간 : (주간)06:30분 ~ 18:30분/ (야간)18:30분 ~ 06:30분/비번(주야비번) 3교대 근무<br/>- 급여: 169만원대<br/>- 경비신임교육이수 필수<br/><br/>*사하구청 일자리지원센터 채용대행중입니다. <br/>지원문의 : 051-220-5695 실제 구직지원 의사 있는 분들만 지원부탁드립니다. </td>,,관계없음 ,,10
159,워크넷,(주)제이에스씨밀레,동남권원자력의학원 미화원 채용,,월급 213만원 ~ 213만원,2024-08-16,9999-01-01,"부산광역시 기장군 장안읍 좌동길 40, 동남권원자력의학회",관계없음,학력무관,주 6일 근무 (주 소정근로시간: 40시간) ,건축물 일반 청소업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBD002408160005&rtnTarget=list3,,,"<td> [(주)제이에스씨밀레 - 동남권원자력의학원 미화원모집]<br/>- 근무지 : 부산광역시 기장군 장안읍 좌동길40 동남권 원자력의학원<br/>- 근무시간 : 주 6일 06:30~15:00 (휴게 2시간 포함-09:00~10:00/11:30~12:30)<br/>- 급여사항 : 월급 2,137,488원<br/>- 접수방법 : 전화 후 방문 (이력서)<br/>☎ 채용담당자 T. 010-2439-1588 </td>",,관계없음 ,,2
160,워크넷,다복재가복지센터,재가 요양보호사 구인,,"시급 9,860원 이상",2024-08-16,9999-01-01,"부산광역시 서구 서대신동3가 시약로 125, 인근 (서대신동3가)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 15시간) ,방문 복지서비스 제공업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10912408160010&rtnTarget=list4,,,"<td> - 서구 민방위교육장 인근<br/>- 4등급 80대 할머니<br/>- 일상생활 지원<br/>- 주 5일 9시~12시<br/>- 시급 9,860원(주휴수당, 연차수당 발생 시 별도 지급)<br/><br/>** 전화 연락주세요~ (010-9345-5209) </td>",,요양보호사(우대),,16
161,워크넷,(주)동화푸드서비스,조리 조보원 모집,,"시급 9,860원 ~ 9,860원",2024-08-16,9999-01-01,"부산광역시 중구 중구로 120, 중구청 구내식당 (대청동1가)",경력 (최소 0년 6 개월 이상) 우대,학력무관,주 5일 근무 (주 소정근로시간: 30시간) ,출장 음식 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBP002408160005&rtnTarget=list5,,,"<td> * (주)동화푸드서비스 / 중구청 구내 식당 조리 보조원 모집<br/>* 조리 보조 (전처리, 설거지 등)<br/>* 주 5일 근무 (하루 6시간 근무) <br/>* 오전 08:00~14:30 ( 휴게 시간 30분)<br/>* 월급 1,542,400원<br/> <br/> </td>",,관계없음 ,,6
162,워크넷,이(e)편한재가복지센터,재가요양보호사 모집,,"시급 12,500원 ~ 12,500원",2024-08-16,9999-01-01,"부산광역시 남구 고동골로78번길 55-10, . (문현동, 남도아파트)",관계없음,학력무관,주 6일 근무 (주 소정근로시간: 18시간) ,노인 요양 복지시설 운영업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBM002408160003&rtnTarget=list6,,,"<td> - 근무지 : 부산광역시 남구 고동골로78번길 55-10(남도아파트)<br/>- 대상자 : 3등급 여자어르신/독거<br/>- 근무시간 : 08:00~11:00 (1일 3시간, 주 6일) <br/>- 업무내용 : 일반적인재가요양보호사 업무<br/>- 시급 : 12,500원(수당포함)<br/>- 채용담당자 : 심혜숙 051-612-0124<br/><br/>* 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다<br/> 주 소정 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음. </td>",,요양보호사1급(필수),,8
163,워크넷,남부건업(주),청소원,,월급 167만원 이상,2024-08-16,9999-01-01,"부산광역시 기장군 정관읍 정관2로 9, . (이지 더원 2차 아파트)",경력 (최소 1년 0 개월 이상) 우대,학력무관,주 6일 근무 (주 소정근로시간: 33시간) ,사업시설 유지․관리 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBI002408160004&rtnTarget=list7,051-309-5227,,"<td> ** 북구청 채용대행입니다 // 문의 051-309-5227 **<br/>[정관 이지더원 2차 아파트] 청소원 <br/><br/>1. 모집직종 : 미화원(1명)<br/>2. 월급 : 1,676,200원<br/>3. 근무시간 : 평일9시~4시/토요일 9시~12시 (평일 휴게 1시간)<br/>4. 경력우대<br/>5. 즉시 출근<br/><br/>**지원문의 : 051-309-5227 (북구청 취업센터 051-309-5227) </td>",,관계없음 ,,2
164,워크넷,남부건업(주),정관 이지더원 2차아파트 경비원 채용,,월급 285만원 이상,2024-08-16,2024-10-15,부산광역시 기장군 정관읍 정관2로 9 (이지 더원 2차 아파트),경력 (최소 1년 0 개월 이상) 필수,학력무관,주 4일 근무 (주 소정근로시간: 48시간) ,사업시설 유지․관리 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBI002408160003&rtnTarget=list8,051-309-5227,,"<td> (( 부산북구청 채용대행 / 문의 051-309-5227))<br/><br/>▣ 정관 이지더원 아파트 보안관제원(경비포함) 채용 (컴퓨터 업무 가능하신 분)<br/>- 격일교대 : 교대시간 아침 7시 <br/>- 휴게 주간3시간, 야간 4시간 <br/>- 경비이수증필수 (경력1년 이상자 )<br/>- 월급 2,854,470원<br/>-----------------------------------------------------------------------<br/>* 지원자가 많을 경우 서류지원 조기 마감될 수 있음을 안내드립니다.<br/>* 지원문의 : 북구청취업센터 : 051-309-5227 </td>",,관계없음 ,,2
165,워크넷,차성복지센터,재가요양보호사 모집(좌동),,"시급 9,860원 이상",2024-08-16,9999-01-01,"부산광역시 해운대구 좌동순환로299번길 11, . (좌동, 벽산2차아파트)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 15시간) ,방문 복지서비스 제공업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBD002408160003&rtnTarget=list9,,,"<td> * 차성복지센터(기장센터)<br/>- 4등급 85세 남자어르신 가족<br/>- 해운대 좌동 벽산2차<br/>- 주 5일, 09:30~12:30<br/>- 요양보호사자격증 (필수)<br/>- 시급 9,860원+기타수당 별도<br/>- 복리후생 : 4대보험<br/>- 전화 후 방문 접수 - 요양보호사 자격증 사본, 건강검진서<br/>- 문의 : 051-724-8825 / 010-5370-0340<br/><br/>*실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음* </td>",,요양보호사(필수),,12
166,워크넷,박구정재가복지센타,재가요양보호사 모십니다,,"시급 9,860원 ~ 12,400원",2024-08-16,9999-01-01,"부산광역시 사상구 대동로 148-29 (학장동, 1차삼성아파트)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 15시간) ,사회복지 상담서비스 제공업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBP002408160003&rtnTarget=list10,,,"<td> ● 학장동 / 1차 삼성아파트 거주<br/>● 5등급 여자 어르신 (41년생) <br/>● 주 5일 / 오전 9시~12시 <br/>● 치매교육 이수자 <br/>● 시급 12,400원(9,860원+제수당)<br/><br/>※ 동 구인은 실제 서비스 제공 기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정 근로 시간이나 임금, 근무(예정) 등에 차이가 있을 수 있음 </td>",,요양보호사(필수) 기타 : 치매교육이수증 필수,,4
167,장노년일자리지원센터,해운대구청,2024년 하반기 지역공동체일자리 참여자 추가모집공고,,,2024-08-14,2024-08-22,,,,기간제 ,,https://www.busan50plus.or.kr/job/gojob/view?seq=3227,로그인 후 조회가능로그인,," 세부내용 근로의사가 있는 국민에게 일자리를 제공하기 위해 정부에서 지원하고 해운대구에서 추진하는「2024년 지역공동체일자리사업」 참여자 추가모집을 아래와 같이 공고합니다.<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>○ 공고기간: 2024. 8. 14.(수) ~ 8. 22.(목)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>○ 접수기간: 2024. 8. 14.(수) ~ 8. 22.(목)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>○ 모집인원: 1명<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>○ 공고방법: 구 홈페이지 및 게시판<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>○ 내 용: 2024년 하반기 지역공동체일자리사업[함께 키우는 우리동네] 참여자 추가공개모집<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>▷ 자세한 사항은 붙임 공고문 참조 ",,,,12
